word_chinese_traditional,aoa_mean,familiar_mean,imagine_mean,concrete_mean,semantic_radical_trans_mean,frequency_log,number_stroke,number_word_forms,number_homophones,number_meanings,aoa_raw,familiar_raw,imagine_raw,concrete_raw,semantic_radical_trans_raw
賺,4.19047619,6.842105263,4.136363636,4,6.333333333,1.930058345,17,3,2,3,4.272727273,6.75,4,4,6.105263158
鞭,5,6,5.954545455,6,4.947368421,1.144346785,18,9,2,1,5,6,5.869565217,5.75,4.947368421
衛,4.55,6.578947368,3,2.9,3.631578947,2.047436772,15,6,9,1,4.380952381,6.3,3.090909091,2.9,3.631578947
誼,3.904761905,6.578947368,2,2.1579,4.210526316,1.358642397,15,5,16,1,3.909090909,6.4,2.166666667,2.4,4.210526316
掉,3.333333333,6.894736842,4.136363636,3.85,5.157894737,1.989207051,11,10,1,6,3.333333333,6.8,4.272727273,3.85,5.157894737
姆,4.428571429,6.157894737,3.272727273,2.2632,4.631578947,1.628073406,8,1,7,1,4.428571429,5.9,3.52173913,2.5,4.631578947
縱,4.761904762,6.25,3.409090909,2.9,3.368421053,1.850249802,17,16,5,3,4.761904762,6.25,3.272727273,2.9,3.368421053
坤,5,5.3,1.428571429,1.6111,3.210526316,1.305198077,8,4,6,3,5,5.3,1.681818182,2.15,3.210526316
崗,4.55,6,4.318181818,3.65,6,1.570627398,11,5,7,1,4.380952381,6,4.181818182,3.65,6
爬,2.761904762,6.842105263,5.681818182,5.5789,6,1.625608152,8,5,2,3,2.761904762,6.7,5.636363636,5.35,5.789473684
諷,4.9,6.05,3.272727273,3.05,6,1.501492722,16,5,0,3,4.727272727,6.05,2.958333333,3.05,6
喚,4.333333333,6.631578947,4.090909091,3.3,6.166666667,1.502223243,12,3,6,3,4.333333333,6.5,3.863636364,3.3,5.894736842
梅,3.9,6.684210526,5.363636364,5.35,5.421052632,2.049718716,11,8,7,1,4.047619048,6.55,5.181818182,5.35,5.421052632
赴,4.761904762,6.421052632,3.636363636,3.4,6.055555556,1.886370258,9,3,8,4,4.761904762,6.25,3.5,3.4,5.894736842
嫩,4.857142857,6.2,4.409090909,3.7,5.421052632,1.28940381,14,3,0,5,4.857142857,6.2,4.318181818,3.7,5.421052632
杯,2.476190476,6.85,5.909090909,6.6316,3.684210526,1.850904353,8,7,2,1,2.409090909,6.85,5.727272727,6.45,3.684210526
漸,4.476190476,6.789473684,2.727272727,2.65,2.894736842,2.059234796,14,7,0,1,4.476190476,6.7,2.636363636,2.65,2.894736842
掘,4.666666667,6.15,4.772727273,4.45,6.111111111,1.489258266,12,2,2,1,4.666666667,6.15,4.681818182,4.45,5.894736842
柔,3.714285714,6.578947368,4.5,3.75,3.578947368,1.556366174,9,3,14,4,3.714285714,6.3,4.363636364,3.75,3.578947368
纜,4.666666667,5.75,5.090909091,4.35,5.368421053,1.411203595,27,3,3,2,4.666666667,5.75,4.913043478,4.35,5.368421053
劑,4.95,6.35,3.727272727,4,3.105263158,1.681707445,16,2,2,2,4.761904762,6.35,3.636363636,4,3.105263158
洪,4.1,6.421052632,4.045454545,3.3,5.631578947,1.854000068,9,2,6,2,4.238095238,6.25,4.136363636,3.3,5.631578947
裕,4.714285714,6.105263158,3.045454545,2.35,3.421052632,1.519747588,13,6,16,1,4.714285714,5.85,2.772727273,2.35,3.421052632
捨,4.3,6.6,3.5,2.9,5,1.543947577,11,7,1,1,4.142857143,6.6,3.727272727,2.9,5
汪,2.952380952,6.684210526,4.818181818,4.05,3.631578947,1.431427437,7,4,0,3,2.952380952,6.55,4.727272727,4.05,3.631578947
沃,5.428571429,5.2,2.590909091,1.85,4.157894737,1.241589463,7,4,3,1,5.428571429,5.2,2.681818182,1.85,4.157894737
掣,4.428571429,5.95,4.272727273,5.1,5.526315789,1.353532991,13,4,6,4,4.428571429,5.95,4.217391304,5.1,5.526315789
撕,4.380952381,6.3,5.227272727,5,6.277777778,1.39515923,15,6,13,1,4.363636364,6.3,5.125,5,6.105263158
閣,4.761904762,5.75,4.090909091,4.5,5.263157895,1.569378528,14,4,5,7,4.761904762,5.75,3.909090909,4.5,5.263157895
潤,4.65,6.368421053,4.636363636,3.8,5.684210526,1.911118489,15,4,1,6,4.476190476,6.15,4.409090909,3.8,5.684210526
揀,4.142857143,6.736842105,4.545454545,4.25,5.631578947,1.797374374,13,2,5,2,4.142857143,6.6,4.318181818,4.25,5.631578947
帽,2.952380952,6.944444444,6.045454545,6.4737,5.736842105,1.630796264,12,1,0,1,2.952380952,6.75,6.045454545,6.3,5.736842105
諧,5,6.05,2.727272727,2.55,5.105263158,1.346277306,16,7,3,1,5,6.05,2.727272727,2.55,5.105263158
瑪,4.857142857,5.4,2.590909091,1.4,4.842105263,1.765132775,14,1,3,1,4.857142857,5.4,2.727272727,1.4,4.842105263
碑,4.85,6.157894737,5.272727273,4.35,6.666666667,1.298249217,13,5,2,3,4.666666667,5.9,5.272727273,4.35,6.473684211
恭,3.285714286,6.526315789,3.545454545,2.6,4.421052632,1.403484619,10,4,10,2,3.285714286,6.4,3.5,2.6,4.421052632
岐,5.619047619,4.9,1.7,2.2,5.105263158,1.026559354,7,1,18,1,5.636363636,4.9,2.136363636,2.2,5.105263158
頑,3.526315789,6.421052632,3.045454545,2.6,2.210526316,1.101537423,13,6,4,4,3.523809524,6.15,2.818181818,2.6,2.210526316
賄,5.6,5.95,3.090909091,3.55,6.055555556,1.562444796,13,4,4,2,5.476190476,5.95,3.227272727,3.55,5.842105263
愚,5.15,6.315789474,4.045454545,3.75,5.722222222,1.111521644,12,11,28,1,4.952380952,6.15,4,3.75,5.473684211
欖,5,5.3,4.318181818,3.9,5.421052632,1.385240165,25,5,0,1,5,5.3,4.272727273,3.9,5.421052632
奢,5.047619048,6,3.590909091,2.8,NA,1.335161301,11,6,1,4,5.047619048,6,3.363636364,2.8,NA
愉,3.80952381,6.5,2.727272727,3.55,5.736842105,1.488882091,12,3,28,3,3.80952381,6.5,2.545454545,3.55,5.736842105
浮,4.15,6.578947368,4.954545455,4.6,6.388888889,1.755870697,10,5,0,4,4.045454545,6.45,4.954545455,4.6,6.263157895
翡,4.80952381,5.6,4.272727273,3.85,1.722222222,1.119523201,14,2,2,2,4.818181818,5.6,4.227272727,3.85,1.894736842
撫,4.7,6,4.318181818,4.05,5.842105263,1.356605842,15,10,9,1,4.5,6,4.136363636,4.05,5.842105263
倘,5.19047619,5.8,1.5,1.5263,3.105263158,1.430997656,10,2,6,1,5.19047619,5.8,1.863636364,1.8,3.105263158
臂,3.571428571,6.55,6.136363636,5.9,6.555555556,1.587744667,17,4,8,1,3.571428571,6.55,6.136363636,5.9,6.421052632
靴,4.95,6.1,6.238095238,5.95,5.526315789,1.36016357,13,3,0,1,4.761904762,6.1,5.818181818,5.95,5.526315789
俠,4.380952381,6.421052632,4.454545455,4.05,6.111111111,1.641784863,9,3,3,1,4.380952381,6.25,4.454545455,4.05,5.842105263
玻,3.952380952,6.35,4.363636364,4.2,4.894736842,1.813175247,9,1,4,1,3.952380952,6.35,4.272727273,4.2,4.894736842
洽,5.1,5.35,2.954545455,1.8947,3.157894737,1.342076117,9,6,1,4,4.904761905,5.35,2.956521739,2.1,3.157894737
鈴,3.80952381,6.736842105,5.090909091,5.45,6.111111111,1.086592482,13,4,16,1,3.80952381,6.6,4.909090909,5.45,5.894736842
裸,4.75,6.25,5.045454545,4.8,4.210526316,1.771068556,13,5,1,1,4.571428571,6.25,4.909090909,4.8,4.210526316
貿,4.80952381,6.1,2.636363636,3,6.111111111,2.009194165,12,2,3,2,4.80952381,6.1,2.727272727,3,5.842105263
訟,5.8,5.2,2.095238095,2.4211,5.421052632,1.462905826,11,3,4,1,5.666666667,5.2,2.318181818,2.65,5.421052632
磨,4.45,6.631578947,4.5,4.6,4.473684211,1.671942121,16,18,1,6,4.285714286,6.5,4.409090909,4.6,4.473684211
雞,2.761904762,6.894736842,6.75,6.6316,3.263157895,2.374550937,18,10,0,1,2.761904762,6.8,6.272727273,6.45,3.263157895
豁,5.4,5.95,2.909090909,2.95,NA,1.30920082,17,7,1,10,5.136363636,5.95,2.541666667,2.95,NA
朴,6,5.2,1.619047619,1.7,3.842105263,1.481672143,6,5,4,1,5.761904762,5.2,1.869565217,1.7,3.842105263
翅,3.761904762,6.578947368,5.272727273,5.8421,6.526315789,1.056085881,10,2,7,2,3.761904762,6.45,5.318181818,5.6,6.526315789
頗,4.904761905,5.65,1.476190476,2.25,2.157894737,1.80561898,14,1,0,4,4.904761905,5.65,1.681818182,2.25,2.157894737
蹟,4.666666667,6.263157895,3.636363636,3.35,4.736842105,1.422749936,18,3,12,1,4.666666667,6,3.590909091,3.35,4.736842105
屏,4.619047619,6.35,4.863636364,4.65,2.526315789,1.718932353,9,10,7,4,4.619047619,6.35,4.909090909,4.65,2.526315789
恢,4.476190476,6.25,2.454545455,2.0526,3.894736842,1.672682186,9,3,4,4,4.476190476,6.25,2.5,2.25,3.894736842
殮,5.666666667,5.6,3.681818182,3.9,5.105263158,1.074059252,17,3,2,1,5.666666667,5.6,3.727272727,3.9,5.105263158
崔,4.761904762,5.55,1.636363636,1.65,2.210526316,1.545932171,11,2,6,1,4.761904762,5.55,1.652173913,1.65,2.210526316
齡,3.80952381,6.2,3.227272727,2.9,4.263157895,1.977638034,20,2,16,1,3.818181818,6.2,3.409090909,2.9,4.263157895
醇,6,5.3,4,2.7,5.315789474,1.197528293,15,4,6,4,5.857142857,5.3,3.652173913,2.7,5.315789474
艘,4.476190476,5.65,4.454545455,4.15,6.473684211,1.44537678,16,0,5,1,4.476190476,5.65,4.130434783,4.15,6.473684211
墮,5.142857143,6.4,4.363636364,4.4,4.368421053,1.894284387,15,4,1,1,5.142857143,6.4,4.130434783,4.4,4.368421053
攜,5.238095238,5.65,4.363636364,4.3,6.105263158,1.659164148,21,8,3,4,5.238095238,5.65,4.181818182,4.3,6.105263158
堡,3.571428571,6.3,5.181818182,5.3,5.473684211,1.777505555,12,4,6,2,3.571428571,6.3,5.086956522,5.3,5.473684211
扶,3.333333333,6.473684211,4.545454545,4.95,6.315789474,1.783275718,7,5,3,1,3.333333333,6.3,4.727272727,4.95,6.315789474
矚,5,6,2.909090909,2.65,5.473684211,1.209864973,26,5,10,2,5,5.8,3.045454545,2.65,5.473684211
貢,4.714285714,6.2,2.047619048,2.2105,4.684210526,1.801424628,10,4,1,2,4.714285714,6.2,2.454545455,2.45,4.684210526
燭,4.047619048,6.578947368,5.136363636,5.4211,6.631578947,1.211293574,17,4,10,4,4.047619048,6.45,4.954545455,5.2,6.631578947
序,4.095238095,6.578947368,3.181818182,2.95,2.736842105,2.179876196,7,8,6,1,4.095238095,6.45,3.090909091,2.95,2.736842105
肚,2.761904762,6.894736842,6.4,6.1053,6.105263158,1.808332764,7,3,0,1,2.761904762,6.8,5.909090909,5.9,6.105263158
瞓,4.333333333,6.473684211,5,4.85,5.736842105,1.473171446,15,0,2,NA,4.318181818,6.3,5,4.85,5.736842105
孕,4.238095238,6.473684211,6.181818182,5.5,NA,1.88319414,5,5,6,1,4.238095238,6.25,6.136363636,5.5,NA
綁,4.19047619,6.25,5,5.55,5.315789474,1.682912815,13,5,3,1,4.19047619,6.25,4.772727273,5.55,5.315789474
瑜,4.714285714,5.85,2.727272727,2.2,5.210526316,1.491508502,13,4,28,2,4.714285714,5.85,2.739130435,2.2,5.210526316
睡,2.666666667,6.75,5.863636364,5.9,5.368421053,2.053837234,14,9,8,2,2.666666667,6.75,5.681818182,5.9,5.368421053
薄,3.714285714,6.888888889,4.454545455,5.05,3.789473684,1.861564403,17,5,5,11,3.714285714,6.7,4.272727273,5.05,3.789473684
颱,4.380952381,6.25,4.772727273,4.35,6.666666667,1.108821358,14,1,4,1,4.380952381,6.25,4.772727273,4.35,6.526315789
符,4.285714286,6.684210526,4.727272727,4.65,3.473684211,1.957771829,11,3,3,1,4.318181818,6.55,4.636363636,4.65,3.473684211
晴,2.619047619,6.947368421,5.590909091,5.25,6.578947368,1.678800834,12,11,6,1,2.619047619,6.85,5.454545455,5.25,6.578947368
紐,4.952380952,5.842105263,3.090909091,2.35,4.210526316,2.138483511,10,4,4,5,4.952380952,5.6,3.090909091,2.35,4.210526316
煉,4.75,5.85,3.954545455,3.8,5.947368421,1.383324861,14,3,2,2,4.857142857,5.85,4.136363636,3.8,5.947368421
汁,2.714285714,6.736842105,5.590909091,5.05,6.555555556,1.668969187,5,3,1,2,2.714285714,6.6,5.545454545,5.05,6.421052632
杭,4.857142857,6.3,2.5,1.9,3.473684211,1.201922542,8,2,4,1,4.857142857,6.3,2.590909091,1.9,3.473684211
輩,4.047619048,6.421052632,3,2.75,NA,1.792164267,15,4,4,4,4.047619048,6.15,3.090909091,2.75,NA
吐,3.142857143,6.55,5.318181818,4.65,6.611111111,1.585340263,6,8,2,4,3.142857143,6.55,5.181818182,4.65,6.421052632
貓,1.8,7,6.227272727,6.8421,6,2.080274664,16,3,0,2,1.952380952,6.8,6.181818182,6.7,6
蒸,4.1,6.777777778,5.272727273,5.3,2.947368421,1.456465753,14,12,11,1,3.952380952,6.5,5.227272727,5.3,2.947368421
鋪,4,6.578947368,4.636363636,4.55,4.894736842,1.758508326,15,14,1,1,4,6.45,4.454545455,4.55,4.894736842
滑,3.8,6.894736842,4.818181818,4.75,5.842105263,1.959939799,13,11,1,4,3.666666667,6.8,4.818181818,4.75,5.842105263
狼,3.761904762,6.944444444,6.523809524,6.5263,6.105263158,1.703826896,10,7,6,3,3.761904762,6.75,6.227272727,6.35,6.105263158
橙,2.476190476,6.944444444,6,6.7368,4.842105263,1.396092194,16,3,0,1,2.476190476,6.75,5.818181818,6.5,4.842105263
驟,4.857142857,5.9,2.142857143,2.9,3.526315789,1.320992344,24,4,0,1,4.857142857,5.9,2.409090909,2.9,3.526315789
披,4,6.4,4.545454545,4.6,5.473684211,1.934127343,8,9,1,7,4,6.4,4.727272727,4.6,5.473684211
汝,6.3,6,1.714285714,2.75,1.944444444,0.664722385,6,2,7,1,6.047619048,5.8,2,2.75,2.210526316
疼,3.238095238,6.5,4.636363636,4.4,6.055555556,1.146007569,10,5,3,1,3.136363636,6.5,4.5,4.4,5.789473684
腔,4.333333333,6.315789474,5.136363636,4.05,5.947368421,1.450751269,12,3,3,4,4.333333333,6.15,5.130434783,4.05,5.947368421
猝,5.5,5.947368421,3.636363636,3.05,3.684210526,1.167827881,11,3,2,1,5.454545455,5.7,3.590909091,3.05,3.684210526
罕,4.619047619,6.263157895,3.5,2.5,NA,1.695955672,7,3,1,3,4.619047619,6,3.727272727,2.5,NA
霉,5.15,6.052631579,5.636363636,4.5,4.473684211,0.797744144,15,3,7,1,4.952380952,5.8,5.565217391,4.5,4.473684211
眠,3.095238095,6.947368421,5.045454545,4.5,6,1.567498462,10,2,2,1,3.095238095,6.85,5.045454545,4.5,6
灼,4.952380952,5.684210526,4.818181818,4,6.263157895,0.964495377,7,7,7,4,4.952380952,5.45,4.727272727,4,6.263157895
撿,3.619047619,6.45,5,4.7,6.157894737,1.268035752,16,0,2,1,3.619047619,6.45,4.863636364,4.7,6.157894737
箭,3.571428571,6.842105263,6.090909091,6.2632,5.631578947,1.760928924,15,7,4,3,3.571428571,6.7,6.045454545,6.1,5.631578947
堆,3.75,6.789473684,4.272727273,3.65,5.421052632,1.802705464,11,10,0,3,3.619047619,6.65,4.136363636,3.65,5.421052632
賤,4.714285714,6.578947368,3.454545455,3.5,4.105263158,1.233534311,15,5,0,NA,4.772727273,6.3,3.318181818,3.5,4.105263158
扯,4.19047619,6.421052632,4.454545455,4.55,5.888888889,1.502223243,7,7,1,2,4.181818182,6.25,4.083333333,4.55,5.684210526
玲,4.047619048,6.105263158,1.80952381,1.8421,5.210526316,2.022723289,9,2,16,3,4.047619048,5.85,1.954545455,2.1,5.210526316
悔,4.4,6.736842105,4.136363636,2.7,5.947368421,1.48661817,10,10,3,3,4.238095238,6.6,4.304347826,2.7,5.947368421
誠,3.761904762,6.526315789,2.727272727,3.1,5.263157895,2.081237837,14,5,7,1,3.761904762,6.25,2.727272727,3.1,5.263157895
蓄,4.85,6.25,2.909090909,3.05,3.315789474,1.492629262,14,4,7,3,4.666666667,6.25,3,3.05,3.315789474
塘,4.095238095,6.05,4.818181818,4.55,4.894736842,1.873058094,13,2,9,1,4.095238095,6.05,4.695652174,4.55,4.894736842
彌,5.428571429,5.85,1.714285714,1.8421,2.388888889,1.543284026,17,6,3,6,5.428571429,5.85,2.045454545,2.1,2.631578947
嬌,4.761904762,6.4,3.954545455,2.75,6.333333333,1.384283569,15,12,2,4,4.772727273,6.4,3.727272727,2.75,6.157894737
咖,4.238095238,6.684210526,3.818181818,3.2,3.736842105,1.854811076,8,4,6,1,4.238095238,6.5,3.727272727,3.2,3.736842105
仇,4,6.473684211,3.318181818,3.5,4.578947368,1.62752678,4,9,1,2,4,6.2,3.318181818,3.5,4.578947368
鞋,2.619047619,6.684210526,6.181818182,6.5789,5.666666667,2.038718027,15,7,3,1,2.619047619,6.55,6.043478261,6.35,5.421052632
酷,4.761904762,6.45,3.772727273,3.4,2.421052632,1.478600198,14,7,0,5,4.761904762,6.45,3.590909091,3.4,2.421052632
宵,4.619047619,6.3,3.636363636,3.4,3,1.573733953,10,7,8,1,4.619047619,6.3,3.681818182,3.4,3
拾,3.75,6.45,4.227272727,4.7,6.157894737,1.750134649,9,8,1,1,3.619047619,6.45,4,4.7,6.157894737
煲,3.761904762,6.789473684,5.666666667,5.4,6.555555556,1.59898725,13,2,1,1,3.761904762,6.7,5.454545455,5.4,6.421052632
柱,3.428571429,6.578947368,5.318181818,5.7895,6.052631579,1.774201442,9,3,6,3,3.428571429,6.4,5.318181818,5.55,6.052631579
碎,4.05,6.736842105,4.772727273,5.3,5.315789474,1.745782341,13,13,3,5,3.904761905,6.6,4.590909091,5.3,5.315789474
夥,4.333333333,6.157894737,2.863636364,2.85,NA,1.62202234,14,4,3,3,4.333333333,5.9,2.909090909,2.85,NA
掩,4.285714286,6.05,4.181818182,4.3,5.578947368,1.699214059,11,8,1,7,4.272727273,6.05,4,4.3,5.578947368
督,4.80952381,6.210526316,3.181818182,3.25,5.578947368,1.916072204,13,3,1,1,4.80952381,6,3.227272727,3.25,5.578947368
蹄,4.904761905,5.55,5.136363636,5.5,6.352941176,1.465693604,16,2,5,3,4.904761905,5.55,5.045454545,5.5,5.789473684
冕,5.714285714,5.05,3.863636364,3.5,NA,1.365696058,12,5,4,1,5.714285714,5.05,3.818181818,3.5,NA
綸,5.904761905,4.2,1.619047619,1.8,3.105263158,1.10972332,14,5,14,1,5.772727273,4.2,1.791666667,1.8,3.105263158
齣,5.80952381,4.9,2.863636364,2.3,NA,1.126514008,20,3,1,1,5.80952381,4.9,2.956521739,2.3,NA
廁,2.761904762,6.789473684,5.409090909,5.55,3.894736842,1.721803367,12,5,7,1,2.761904762,6.7,5.217391304,5.55,3.894736842
鋁,4.80952381,5.45,4.409090909,4.7,6.368421053,1.017740889,15,3,9,1,4.863636364,5.45,4.227272727,4.7,6.368421053
艱,4.666666667,6.25,2.954545455,2.8,NA,1.469251794,17,11,4,2,4.666666667,6.25,2.909090909,2.8,NA
樑,5.05,5.3,5.136363636,4.75,6.444444444,1.410753316,15,0,9,1,4.857142857,5.3,5.090909091,4.75,6.210526316
嶽,5.80952381,4.9,4.090909091,3.9,6.277777778,1.00070755,17,5,9,1,5.80952381,4.9,4.363636364,3.9,6.052631579
澄,4.952380952,6,2.363636364,2.4,4,1.659164148,15,5,6,3,4.952380952,6,2.409090909,2.4,4
梨,2.857142857,6.684210526,6.333333333,6.4737,5.473684211,1.29649449,11,5,11,4,2.857142857,6.55,6.045454545,6.3,5.473684211
紓,5,5.789473684,2.681818182,2.5,3.473684211,1.417458974,10,3,5,3,4.80952381,5.55,2.772727273,2.5,3.473684211
鴻,4.952380952,6.105263158,2.909090909,2.65,5,1.77028179,17,4,6,4,4.952380952,5.9,2.869565217,2.65,5
漫,4.285714286,6.526315789,2.772727273,2.8,4,2.019629853,14,8,7,10,4.227272727,6.25,2.772727273,2.8,4
壁,4.285714286,6.35,5.090909091,5.4737,4.947368421,1.532186467,16,10,5,4,4.285714286,6.35,5.045454545,5.25,4.947368421
循,4.619047619,6.25,2.181818182,2.7,3.368421053,1.678557736,12,6,3,3,4.619047619,6.25,2.272727273,2.7,3.368421053
吾,5.619047619,6.578947368,1.571428571,1.4211,2.894736842,1.291187363,7,7,4,1,5.619047619,6.35,1.863636364,1.6,2.894736842
鬚,4.75,5.15,5.727272727,5.45,5.777777778,1.210579861,22,6,6,1,4.571428571,5.15,5.636363636,5.45,5.526315789
伸,3.476190476,6.421052632,5.19047619,4.25,3.842105263,1.715149082,7,3,11,1,3.545454545,6.25,4.909090909,4.25,3.842105263
謀,4.666666667,6.526315789,3.181818182,3.15,5.105263158,2.009988434,16,10,2,6,4.666666667,6.3,3.318181818,3.15,5.105263158
恰,5.047619048,6.05,2.047619048,2.15,3.631578947,1.509102583,9,6,1,4,5.047619048,6.05,2.304347826,2.15,3.631578947
縫,4.238095238,6.2,4.818181818,4.3,5.421052632,1.362687078,17,9,2,3,4.238095238,6.2,4.772727273,4.3,5.421052632
暑,2.952380952,6.888888889,4.681818182,4.25,6.611111111,1.698285583,12,5,2,2,2.952380952,6.7,4.772727273,4.25,6.473684211
詐,4.80952381,5.894736842,3.363636364,3.05,5.833333333,1.51728699,12,6,6,1,4.80952381,5.65,3.181818182,3.05,5.631578947
毫,3.476190476,6.684210526,3.090909091,3.3,NA,1.990038691,11,6,4,1,3.476190476,6.55,2.909090909,3.3,NA
葵,4.523809524,6,4.181818182,4.85,5.526315789,1.498558289,13,2,3,1,4.523809524,6,4.090909091,4.85,5.526315789
諸,5.047619048,6.210526316,2.636363636,2,3.736842105,1.62146804,15,6,9,4,5,5.95,2.545454545,2.25,3.736842105
掀,5.5,5.65,3.909090909,3.95,5.368421053,1.478985381,11,3,2,5,5.285714286,5.65,3.681818182,3.95,5.368421053
懂,4.1,6.736842105,2,3.65,5,1.964243539,16,3,2,1,3.952380952,6.6,2.227272727,3.65,4.789473684
池,3.5,6.578947368,5.363636364,5.6,6.315789474,1.898554481,6,4,16,3,3.409090909,6.45,5.227272727,5.6,6.315789474
馳,4.666666667,5.947368421,3.818181818,3.75,5.736842105,1.513747488,13,3,16,4,4.727272727,5.7,3.681818182,3.75,5.736842105
俾,4,6.368421053,3.727272727,3.2,4.105263158,1.520097967,10,1,5,1,4,6.1,3.565217391,3.2,4.105263158
聚,4.142857143,6.45,4.363636364,4.1,NA,2.068150392,14,7,6,1,4.142857143,6.45,4.227272727,4.1,NA
盒,2.761904762,6.888888889,5.545454545,5.55,6.111111111,1.733101309,11,5,3,1,2.863636364,6.7,5.454545455,5.55,5.947368421
銳,4.571428571,6.15,4.318181818,4.9474,5.368421053,1.671200793,15,11,2,6,4.571428571,6.15,4.318181818,4.75,5.368421053
滬,5.952380952,4.45,3.318181818,2.65,4.210526316,1.704056256,14,2,5,1,5.952380952,4.45,3.347826087,2.65,4.210526316
椒,3.85,6.3,5.545454545,5.55,4.631578947,1.584435168,12,5,4,1,3.714285714,6.3,5.318181818,5.55,4.631578947
挾,4.55,6.05,3.909090909,3.6,5.684210526,1.206272773,10,8,5,1,4.666666667,6.05,3.863636364,3.6,5.684210526
姻,4.571428571,6.421052632,3.545454545,3,6.111111111,1.56021519,9,3,8,1,4.545454545,6.2,3.681818182,3,5.947368421
暉,5.285714286,4.85,2.727272727,3.05,5.736842105,1.170186046,13,3,5,2,5.285714286,4.85,2.772727273,3.05,5.736842105
詳,4,6.526315789,2,2.6,5,1.896498298,13,2,6,7,4.142857143,6.25,2.454545455,2.6,5
奶,2.19047619,6.842105263,6.045454545,6,6.157894737,2.07022765,5,7,2,2,2.19047619,6.75,5.909090909,6,6.157894737
泛,4.523809524,6.315789474,3.363636364,2.6,4.631578947,2.308460237,8,6,4,3,4.523809524,6.05,3.409090909,2.6,4.631578947
羞,4.095238095,6.578947368,4.363636364,4.05,NA,1.259823394,11,10,3,2,4.095238095,6.4,4.409090909,4.05,NA
醜,3.80952381,6.55,4.818181818,4.9,1.833333333,1.784611129,17,12,1,4,3.863636364,6.55,4.666666667,4.9,2.052631579
琪,3.714285714,6,1.285714286,1.2105,4.631578947,1.828421364,12,1,18,1,3.681818182,5.75,1.409090909,1.4,4.631578947
辜,5.2,5.4,3.5,2.1053,NA,1.243580121,12,3,6,3,5,5.4,3.227272727,2.35,NA
煮,3.380952381,6.894736842,5.090909091,4.85,6.222222222,1.796263173,12,4,2,1,3.380952381,6.75,5.318181818,4.85,6
慳,5.333333333,6.05,3.227272727,3.25,4.052631579,1.328134603,14,4,0,1,5.272727273,6.05,3.363636364,3.25,4.052631579
匪,5,5.75,4.227272727,4.1,2.894736842,1.565294716,10,3,2,3,4.909090909,5.75,4.318181818,4.1,2.894736842
鋼,4.523809524,6.3,5.80952381,5.45,6.388888889,1.670705871,16,7,2,2,4.523809524,6.3,5.545454545,5.45,6.210526316
祥,4.095238095,6.25,2.863636364,2.45,3.894736842,1.82461629,11,6,6,2,4.090909091,6.25,2.590909091,2.45,3.894736842
肢,4.3,6.473684211,5.227272727,5.2632,6.210526316,1.459295043,8,2,17,1,4.142857143,6.35,5.173913043,5.05,6.210526316
怎,3.19047619,6.842105263,1.238095238,1.6316,3.052631579,2.126340602,9,5,1,1,3.19047619,6.7,1.545454545,1.9,3.052631579
罵,3.476190476,6.736842105,5.181818182,5.3684,3.105263158,1.879535618,15,5,1,1,3.476190476,6.6,5.045454545,5.15,3.105263158
距,4.25,6.526315789,3.409090909,3.05,5.052631579,2.057815532,12,5,2,1,4.380952381,6.4,3.272727273,3.05,5.052631579
拓,5.047619048,6,3.363636364,2.85,5.263157895,1.509820425,8,6,2,1,5.047619048,6,3.181818182,2.85,5.263157895
聆,3.666666667,6.2,3.909090909,2.95,6.888888889,1.542619459,11,3,16,1,3.681818182,6.2,3.818181818,2.95,6.789473684
芷,4.047619048,6,2.045454545,1.3684,4.736842105,1.438669397,8,4,18,1,4.047619048,6,2.130434783,1.5,4.736842105
鯨,4.380952381,6.578947368,6.285714286,6.4211,6.473684211,1.099697189,19,1,2,1,4.380952381,6.45,5.863636364,6.3,6.473684211
堪,5.571428571,5.85,1.65,1.65,4,1.656613968,12,6,1,3,5.571428571,5.85,2.136363636,1.65,4
咩,3.142857143,6.6,3.636363636,2.1,5.315789474,1.635923131,9,0,1,1,3.136363636,6.6,3.681818182,2.1,5.315789474
葛,5.285714286,5.15,1.476190476,1.4737,3.473684211,1.564663015,13,5,1,2,5.285714286,5.15,1.636363636,1.65,3.473684211
