word_german,valence_mean,valence_sd,arousal_mean,arousal_sd,concrete_mean,concrete_sd,frequency,length,syllables,valence_mean_female,valence_sd_female,arousal_mean_female,arousal_sd_female,concrete_mean_female,concrete_sd_female,valence_mean_male,valence_sd_mean,arousal_mean_male,arousal_sd_mean,concrete_mean_male,concrete_sd_male
Wissen,6.15873,2.201219,4.68254,2.752274,7.870968,1.56272,9,6,2,6.1875,2.320143,4.46875,2.918068,8.21875,0.906406,6.129032,2.109375,4.903226,2.599421,7.5,1.995685
Witz,6.507937,2.354632,4.904762,2.339798,6.269841,2.515798,11,4,1,6.212121,2.583089,4.71875,2.439386,6.75,1.900764,6.833333,2.069205,5.096774,2.256174,5.774194,2.974443
Wohl,6.193548,1.982205,4.765625,2.355286,7.564516,2.093088,10,4,1,6.181818,2.128006,4.969697,2.228857,7.9375,1.501344,6.206897,1.839629,4.548387,2.501183,7.166667,2.547255
Wollust,6,2.44949,6.714286,2.066855,7.704918,1.819746,14,7,2,5.090909,2.479461,6.424242,2.278024,8.064516,1.590293,6.967742,2.040978,7.033333,1.79046,7.333333,1.988473
Wonne,6.265625,1.953769,5.46875,2.654548,7.774194,1.859132,13,5,2,6.242424,2.092103,5.363636,2.607899,8.34375,0.901947,6.290323,1.829272,5.580645,2.741948,7.166667,2.379269
Wort,5.328125,1.448093,2.603175,2.174186,5.587302,3.093359,8,4,1,5.333333,1.493039,2.84375,2.616442,6.28125,3.071559,5.322581,1.423308,2.354839,1.603088,4.870968,2.997131
Wunde,3.859375,1.901271,5.222222,2.38574,3.079365,2.018476,12,5,2,4,2.150581,4.59375,2.407775,3.34375,2.322532,3.709677,1.616448,5.870968,2.217235,2.806452,1.641531
Wunder,6.75,2.519763,6.640625,2.458333,8.096774,1.913795,10,6,2,6.848485,2.71709,6.545455,2.682011,8.6875,0.644455,6.645161,2.331643,6.741936,2.235587,7.466667,2.542512
Wunsch,6.322581,2.046782,5.3125,2.455153,7.919355,1.518178,9,6,1,6.25,2.314052,5.272727,2.478315,8.21875,0.941323,6.4,1.753814,5.354839,2.470471,7.6,1.922642
Würde,6.380952,2.253518,4.65625,2.405145,8.032258,1.792221,10,5,2,6.393939,2.17858,4.272727,2.362106,8.40625,1.160072,6.366667,2.370557,5.064516,2.421232,7.633333,2.235811
Würger,3.387097,2.594792,6.140625,2.369564,4.412698,2.757014,16,6,2,3.59375,2.780803,6.393939,2.276777,4.375,2.756225,3.166667,2.40808,5.870968,2.473081,4.451613,2.80284
Würze,6.047619,1.745303,4.046875,2.353179,4.936508,2.699301,15,5,2,6.181818,1.827815,4.242424,2.449876,5.625,2.636591,5.9,1.66816,3.83871,2.267109,4.225807,2.616737
Wut,3.5625,2.273903,7.609375,2.044095,7.645161,1.97606,11,3,1,3.69697,2.297891,7,2.610077,8,1.759765,3.419355,2.277048,8.258065,0.815179,7.266667,2.148509
Yacht,5.828125,1.759822,3.31746,2.131374,1.66129,1.2003219999999999,13,5,1,5.424242,1.639937,2.875,1.896516,1.53125,0.802592,6.258065,1.806797,3.774194,2.290701,1.8,1.517712
Zank,3.015625,2.299014,5.78125,2.235846,6.935484,2.015278,14,4,1,3.060606,2.511715,5.848485,2.360101,7.15625,1.815869,2.967742,2.0894,5.709677,2.132191,6.7,2.215152
Zauber,6.380952,2.239157,5,2.500794,7.451613,2.251975,12,6,2,6.787879,2.341975,5.515152,2.670688,8.125,1.157026,5.933333,2.066704,4.451613,2.218689,6.733333,2.863966
Zecke,3.984127,2.358868,5.859375,2.349382,1.936508,1.749406,16,5,2,3.6875,2.388649,5.212121,2.446395,2.09375,1.923696,4.290323,2.326565,6.548387,2.062987,1.774194,1.564389
Zeichen,5.25,1.098339,2.68254,1.932952,4.532258,2.809339,9,7,2,5.060606,1.170988,2.5625,2.25671,5,2.711981,5.451613,0.994609,2.806452,1.55819,4.033333,2.87058
Zeile,5.125,0.54917,1.919355,1.711086,3.492064,2.532836,12,5,2,5,0.433013,2.15625,2.065217,3.3125,2.570772,5.258065,0.630753,1.666667,1.212957,3.677419,2.521734
Zeitung,5.5625,1.592393,2.419355,1.625094,1.380952,0.705476,8,7,2,5.272727,1.442063,2.28125,1.528954,1.5,0.842424,5.870968,1.707668,2.566667,1.735697,1.258065,0.514311
Zelle,4.28125,2.058423,3.269841,2.390886,2.596774,1.979068,11,5,2,4.181818,1.927669,3.25,2.396234,3.03125,2.34843,4.387097,2.216264,3.290323,2.424782,2.133333,1.382984
Zelt,5.734375,1.555759,3.269841,2.208534,1.460318,0.839074,11,4,1,5.272727,1.546624,3,2.199707,1.4375,0.877588,6.225807,1.430843,3.548387,2.218689,1.483871,0.811212
Zettel,4.96875,0.815889,2.129032,1.78779,1.555556,1.341374,12,6,2,4.818182,0.950478,2.34375,1.99369,1.71875,1.745674,5.129032,0.618705,1.9,1.539144,1.387097,0.715422
Zicke,3.5,2.015811,6.0625,2.092124,5.444444,2.680742,16,5,2,3.606061,2.164189,5.939394,2.105638,6.40625,2.39434,3.387097,1.873987,6.193548,2.104271,4.451613,2.63108
Zimmer,5.375,0.967733,2.650794,2.041179,2.238095,1.729388,9,6,2,5.393939,1.028937,3.03125,2.45586,2.125,1.680054,5.354839,0.914636,2.258065,1.436842,2.354839,1.799044
Zimt,5.984127,1.650924,3.4375,2.252864,2.16129,1.812466,15,4,1,6.181818,1.722182,3.666667,2.569857,2.09375,1.889861,5.766667,1.568732,3.193548,1.869391,2.233333,1.755451
Zombie,3.603175,2.738847,5.68254,2.564179,5.483871,2.786042,16,6,2,3.53125,2.940094,5.69697,2.766822,6.15625,2.616442,3.677419,2.561082,5.666667,2.368374,4.766667,2.824564
Zorn,3.4375,2.217356,6.296875,2.421332,7.403226,2.044262,11,4,1,3.515152,2.373305,6.454546,2.251262,7.75,1.545023,3.354839,2.074422,6.129032,2.617148,7.033333,2.442206
Zufahrt,5.078125,0.697039,1.758065,1.656438,4.730159,2.610193,13,7,2,5.060606,0.658568,2,1.900764,4.9375,2.589526,5.096774,0.746317,1.5,1.332615,4.516129,2.656702
Zufuhr,5.015625,0.577135,2.065574,1.681952,5.693548,2.460099,15,6,2,4.909091,0.522233,2.2,2.091032,6,2.309401,5.129032,0.618705,1.935484,1.181397,5.387097,2.603554
Zug,5.269841,1.050443,2.16129,1.601163,1.571429,1.102991,9,3,1,5.0625,0.948258,2.28125,1.887726,1.375,0.906962,5.483871,1.121635,2.033333,1.245221,1.774194,1.257237
Zugang,5.125,0.745356,2.174603,1.54021,5.984127,2.555778,10,6,2,5.030303,0.809508,2.5,1.84915,5.6875,2.595747,5.225807,0.668814,1.83871,1.067607,6.290323,2.519174
Zugriff,4.71875,1.441656,2.301587,1.747209,6.666667,2.278936,11,7,2,4.575758,1.414883,2.375,1.979736,6.71875,2.113465,4.870968,1.477429,2.225807,1.499104,6.612903,2.472211
Zustand,5.015625,0.845008,2.688525,1.953979,7.225807,2.168473,9,7,2,4.909091,0.84275,2.677419,2.150769,7.4375,2.078112,5.129032,0.846244,2.7,1.764594,7,2.274294
Zutritt,5.1875,0.940702,2.546875,1.851037,5.951613,2.620396,12,7,2,5,0.612372,2.333333,1.761865,6,2.408319,5.387097,1.174093,2.774194,1.944388,5.903226,2.856044
