word_portuguese,translate_word_english,imagine_mean,imagine_sd,concrete_mean,concrete_sd,frequency_s_mean,frequency_s_sd,length,syllables,syllabic_structure,pos,wordform_per_million_frequency,wordform_per_million_frequency_log10,frequency_zipf,orthographic_neighborhood_size,orthographic_levenshtein_distance
corrida,race,5.21,1.85,5,1.71,4.79,1.02,7,3,CVC.CV.CV,"ADJ,N,V",90.472,1.961,4.957,3,1.65
corrupção,corruption,4.06,1.92,3.69,1.74,4.69,1.55,9,3,CVC.CVC.CVV,N,54.711,1.746,4.738,0,2.75
corrupto,corrupt,4.52,1.8,3.69,1.9,4.78,1.59,8,3,CVC.CVC.CV,"ADJ,N",2.267,0.514,3.355,2,2.2
corte,cut,4.51,2.01,4.84,1.76,5.02,1.48,5,2,CVC.CV,"N,V",50.407,1.711,4.703,13,1.05
cortejo,procession,5.35,1.75,5.29,1.41,3.04,1.16,7,3,CVC.CV.CV,"N,V",11.554,1.099,4.063,3,1.7
cortesia,politeness,2.69,1.39,3.17,1.64,3.23,1.08,8,4,CVC.CV.CV.V,N,3.024,0.605,3.481,0,1.95
córtex,cortex,4.35,2,4.71,1.9,2.84,1.41,6,2,CVC.CVC,N,0.464,0.166,2.667,0,2.3
cortiça,cork,5.74,1.95,6.48,0.88,2.91,1.1,7,3,CVC.CV.CV,N,5.491,0.812,3.74,3,1.8
coruja,owl,6.07,1.6,6.59,0.88,3.02,1.09,6,3,CV.CV.CV,N,0.484,0.171,2.685,0,1.9
corvo,crow,5.78,1.58,6.47,0.94,2.81,1.05,5,2,CVC.CV,N,3.855,0.686,3.586,15,1.1
costa,coast,5.03,1.9,5.28,1.45,3.75,1.34,5,2,CVC.CV,N,35.775,1.566,4.554,13,1
costas,back,5.59,1.85,6.42,0.85,5.32,1.48,6,2,CVC.CVC,N,41.872,1.632,4.622,14,1.05
costume,custom,2.98,1.41,3.1,1.78,5.28,1.37,7,3,CVC.CV.CV,"N,V",19.297,1.307,4.286,2,1.7
costureiro,dressmaker,5.55,1.53,5.91,1.24,3.07,1.26,10,4,CVC.CV.CVV.CV,N,1.27,0.356,3.104,2,2.45
cotovelo,elbow,5.93,1.64,6.57,0.83,4.52,1.31,8,4,CV.CV.CV.CV,N,1.461,0.391,3.165,0,2.7
cotovia,lark,3.62,2.16,4.63,2.29,1.8,0.9,7,4,CV.CV.CV.V,N,1.612,0.417,3.207,1,2.35
couve,cabbage,5.33,2.14,6.66,0.72,4.54,1.23,5,2,CVV.CV,N,1.573,0.411,3.197,4,1.7
coxa,thigh,5.32,1.83,5.75,1.22,4.6,1.22,4,2,CV.CV,"ADJ,N",3.601,0.663,3.556,16,1
cozinha,kitchen,6.05,1.41,6.46,0.89,6.59,0.57,7,3,CV.CV.CCV,"N,V",23.352,1.387,4.368,8,1.4
cozinheiro,cook,5.9,1.3,5.71,1.56,5,1.56,10,4,CV.CV.CCVV.CV,N,2.926,0.594,3.466,1,2.55
crachá,badge,5.49,1.83,5.91,1.39,3,1.35,6,2,CCV.CCV,N,0.186,0.074,2.269,0,2.25
crânio,cranium,6.27,1.11,6.48,0.9,3.74,1.54,6,2,CCV.CVV,N,3.146,0.618,3.498,1,2.15
cratera,crater,5.16,1.77,6.11,1.01,2.48,0.81,7,3,CCV.CV.CV,N,2.633,0.56,3.421,0,1.95
cravo,carnation,5.59,1.89,6.41,0.96,3,1.24,5,2,CCV.CV,"N,V",3.439,0.647,3.537,7,1.45
crédito,credit,3.39,1.77,3.5,1.94,4.47,1.36,7,3,CCV.CV.CV,N,61.438,1.795,4.788,1,1.9
credor,creditor,3.48,1.87,4.42,1.85,3.16,1.83,6,2,CCV.CVC,"ADJ,N",3.747,0.676,3.574,1,1.75
crença,belief,3.15,2.06,2.78,1.82,3.77,1.29,6,2,CCVC.CV,N,8.53,0.979,3.931,1,1.9
crepe,pancakes,6.1,1.57,6.42,0.93,3.82,1.09,5,2,CCV.CV,N,0.279,0.107,2.445,3,1.8
crepúsculo,twilight,4.34,1.96,4.1,1.9,2.42,1.12,10,4,CCV.CVC.CV.CV,N,2.623,0.559,3.419,0,3.45
crescimento,growing,3.87,1.89,3.51,1.55,5.07,1.3,11,4,CCVC.CV.CVC.CV,N,147.029,2.17,5.167,0,2.7
cretino,prick,3.74,1.9,3.91,1.84,3.04,1.3,7,3,CCV.CV.CV,"ADJ,N",0.274,0.105,2.437,1,1.9
criado,servant,4.6,1.7,4.37,1.82,3.93,1.62,6,3,CCV.V.CV,"ADJ,N,V",55.063,1.749,4.741,5,1.45
criador,creator,3.66,1.78,3.95,2.02,3.87,1.58,7,3,CCV.V.CVC,"ADJ,N",12.707,1.137,4.104,2,1.8
criança,child,6.28,1.11,6.2,1.06,6.04,1.03,7,3,CCV.VC.CV,N,69.919,1.851,4.845,1,1.9
criatividade,creativity,3.3,1.98,3.03,2.05,4.73,1.34,12,6,CCV.V.CV.CV.CV.CV,N,12.976,1.145,4.113,0,3.3
criatura,creature,4.95,1.89,4.61,1.79,4.23,1.6,8,4,CCV.V.CV.CV,N,4.475,0.738,3.651,1,2.15
crime,crime,4.75,1.87,4.26,1.81,4.74,1.52,5,2,CCV.CV,N,91.801,1.968,4.963,4,1.6
criminal,criminal,4.29,1.65,3.51,1.45,4.15,1.33,8,3,CCV.CV.CVC,"ADJ,N",16.879,1.252,4.227,0,2.9
criminoso,criminal,4.83,1.69,5.1,1.34,4.28,1.41,9,4,CCV.CV.CV.CV,"ADJ,N",8.388,0.973,3.924,1,2.75
crise,crisis,4.61,2.11,3.49,2.19,6.32,1,5,2,CCV.CV,N,172.233,2.239,5.236,4,1.65
crista,crest,4.92,2.05,5.45,1.6,2.8,1.03,6,2,CCVC.CV,N,1.871,0.458,3.272,8,1.4
cristal,crystal,5.63,1.35,5.82,1.25,3.35,1.52,7,2,CCVC.CVC,N,5.301,0.799,3.724,2,1.85
cristaleira,china-closet,4.23,2,5.71,1.45,1.92,0.84,11,4,CCVC.CV.CVV.CV,N,0.132,0.054,2.12,0,3
cristianismo,christianism,3.71,1.94,3.1,1.81,3.21,1.6,12,5,CCVC.CV.V.CVC.CV,N,10.406,1.057,4.017,0,3.35
critério,criterion,2.8,1.68,2.91,1.5,4.7,1.43,8,3,CCV.CV.CVV,N,23.928,1.397,4.379,0,2.7
crítica,criticism,3.81,1.85,2.88,1.82,4.95,1.28,7,3,CCV.CV.CV,"ADJ,N",69.04,1.845,4.839,2,1.65
crítico,critic,3.19,1.9,3.31,1.73,4.89,1.29,7,3,CCV.CV.CV,"ADJ,N",33.362,1.536,4.523,2,1.65
crocodilo,crocodile,6.46,0.99,6.78,0.57,3.02,1.16,9,4,CCV.CV.CV.CV,N,1.993,0.476,3.3,0,3.65
crónica,chronic,4.02,2,3.71,1.59,3.78,1.64,7,3,CCV.CV.CV,"ADJ,N",13.513,1.162,4.131,3,1.75
cronómetro,timer,5.28,2.01,6.44,0.82,3.61,1.41,10,4,CCV.CV.CV.CCV,N,0.884,0.275,2.947,0,2.75
croquete,croquette,6.07,1.48,6.45,0.81,3.43,1.14,8,3,CCV.CVV.CV,N,0.103,0.042,2.011,1,2
crosta,crust,4.74,1.79,5.16,1.6,2.69,0.95,6,2,CCVC.CV,N,1.212,0.345,3.083,4,1.7
crucial,crucial,2.73,1.44,3.32,1.77,3.68,1.14,7,3,CCV.CV.VC,ADJ,12.345,1.125,4.092,1,2.65
cruel,cruel,3.57,1.77,3.08,1.62,3.28,1.12,5,2,CCV.VC,ADJ,9.961,1.04,3.998,0,2
cruzamento,crossroads,4.98,1.86,5.02,1.94,4.97,1.43,10,4,CCV.CV.CVC.CV,N,20.142,1.325,4.304,0,2.8
cruzeiro,cruise,6.03,1.06,5.34,1.57,2.96,1.09,8,3,CCV.CVV.CV,N,7.841,0.947,3.894,1,2.35
cuco,cuckoo,5.64,1.37,5.98,1.23,2.47,1.04,4,2,CV.CV,N,0.41,0.149,2.613,9,1.5
cuidado,caution,3.6,1.72,2.66,1.55,6.19,0.9,7,3,CVV.CV.CV,"ADJ,INT,N,V",36.464,1.574,4.562,1,1.8
cuidadoso,careful,3.61,1.74,3.6,1.85,4.87,1.41,9,4,CVV.CV.CV.CV,ADJ,1.964,0.472,3.293,1,2.4
culpa,blame,3.67,1.9,2.3,1.16,5.1,1.22,5,2,CVC.CV,"N,V",39.571,1.608,4.597,4,1.6
culpado,guilty,3.68,1.96,3.31,1.96,4.56,1.49,7,3,CVC.CV.CV,"ADJ,N,V",10.675,1.067,4.028,1,1.85
culto,cult,4.31,1.97,3.31,1.72,4.26,1.51,5,2,CVC.CV,"ADJ,N",27.886,1.461,4.445,6,1.55
cultura,culture,3.97,1.83,3.25,1.82,5.16,1.26,7,3,CVC.CV.CV,N,220.275,2.345,5.343,1,1.8
cultural,cultural,3.59,1.77,3.47,1.9,4.32,1.51,8,3,CVC.CV.CVC,ADJ,119.877,2.082,5.079,1,2.3
cumplicidade,rapport,3.37,1.73,3.37,1.84,4.51,1.67,12,5,CVC.CCV.CV.CV.CV,N,13.127,1.15,4.118,0,3
cunha,wedge,4.07,1.89,3.36,1.94,3.63,1.47,5,2,CV.CCV,"N,V",1.9,0.463,3.279,5,1.55
cupão,coupon,4.95,1.72,5.8,1.44,3.89,1.29,5,2,CV.CVV,N,8.271,0.967,3.918,1,1.95
cúpula,dome,4.32,1.98,5,1.92,2.19,0.83,6,3,CV.CV.CV,N,5.442,0.809,3.736,2,1.85
cura,cure,3.42,2,3.4,1.62,4.12,1.3,4,2,CV.CV,"N,V",10.469,1.06,4.02,17,1
curioso,curious,3.79,1.95,3.25,1.71,5.37,1.22,7,4,CV.CV.V.CV,"ADJ,N",24.857,1.413,4.395,2,1.85
currículo,curriculum,4.49,1.98,5.68,1.43,4.51,1.28,9,4,CVC.CV.CV.CV,N,12.047,1.116,4.081,0,2.95
curso,course,4.32,1.88,4.68,1.69,6.49,0.88,5,2,CVC.CV,"N,V",132.437,2.125,5.122,7,1.35
curto,short,3.92,1.79,4.32,1.77,5.51,1.39,5,2,CVC.CV,"ADJ,V",64.892,1.819,4.812,13,1.2
curva,curve,5.52,1.44,4.93,1.67,5.44,1.27,5,2,CVC.CV,"ADJ,N,V",13,1.146,4.114,7,1.3
custo,cost,3.32,1.93,4.07,1.94,5.45,1.42,5,2,CVC.CV,"N,V",55.976,1.756,4.748,11,1.3
cutelo,cleaver,4.19,2.05,4.88,2.23,1.6,0.71,6,3,CV.CV.CV,N,0.616,0.208,2.789,3,1.8
dado,die,5.33,2.09,5.93,1.53,4.28,1.54,4,2,CV.CV,"ADJ,N,V",183.034,2.265,5.263,12,1.15
dália,dahlia,4.91,2.1,5.85,1.43,1.83,0.79,5,2,CV.CVV,N,0.259,0.1,2.413,0,1.95
dama,lady,4.98,1.87,5.07,1.76,2.91,1.2,4,2,CV.CV,N,6.439,0.872,3.809,14,1.15
damasco,apricot,4.69,2.28,6.17,1.16,2.07,0.8,7,3,CV.CVC.CV,N,0.723,0.236,2.859,0,2.55
dança,dance,5.66,1.52,5.14,1.69,4.93,1.49,5,2,CVC.CV,"N,V",56.24,1.758,4.75,4,1.6
dano,harm,4.17,1.88,3.89,1.8,3.82,1.44,4,2,CV.CV,"N,V",2.809,0.581,3.449,15,1
data,date,4.22,2.07,3.9,2.13,6.2,0.99,4,2,CV.CV,"N,V",143.405,2.16,5.157,17,1
debate,debate,4.56,1.88,4.3,1.91,4.26,1.35,6,3,CV.CV.CV,"N,V",176.566,2.249,5.247,8,1.4
débil,feeble,3.85,1.88,2.49,1.09,3.24,1.1,5,2,CV.CVC,"ADJ,N",4.27,0.722,3.63,0,2.45
década,decade,3.17,1.9,4.19,2.24,3.6,1.23,6,3,CV.CV.CV,N,81.014,1.914,4.909,0,1.95
decadência,decay,3.4,1.71,2.78,1.73,3.89,1.58,10,4,CV.CV.CVC.CVV,N,8.398,0.973,3.924,0,2.8
decente,decent,3.51,1.81,3.35,1.68,4.77,1.4,7,3,CV.CVC.CV,ADJ,2.887,0.59,3.461,4,1.7
decisão,decision,3.45,1.96,3.66,1.93,5.6,1.31,7,3,CV.CV.CVV,N,299.037,2.477,5.476,1,1.95
decisivo,decisive,3.29,1.75,3.2,1.95,4.73,1.38,8,4,CV.CV.CV.CV,ADJ,31.388,1.51,4.497,1,2.55
declaração,statement,4.03,1.83,4,1.74,4.84,1.39,10,4,CV.CCV.CV.CVV,N,74.018,1.875,4.869,2,2.3
declínio,decline,3.74,1.77,2.81,1.74,3.35,1.27,8,3,CV.CCV.CVV,N,10.591,1.064,4.025,1,2.65
declive,declivity,4.48,1.91,4.57,1.79,3.47,1.68,7,3,CV.CCV.CV,"N,V",1.563,0.409,3.194,1,2.15
decoração,decoration,4.75,1.7,4.64,1.75,4.14,1.35,9,4,CV.CV.CV.CVV,N,10.821,1.073,4.034,2,1.9
decreto,decree,3.19,1.7,3.93,1.82,3.79,1.54,7,3,CV.CCV.CV,"N,V",24.954,1.414,4.397,4,1.7
decurso,course,2.39,1.44,2.47,1.27,2.98,1.32,7,3,CV.CVC.CV,"ADJ,N",13,1.146,4.114,1,2.1
dedal,thimble,5.28,1.95,6.1,1.51,2.69,0.97,5,2,CV.CVC,N,0.181,0.072,2.257,1,1.95
dedicado,devoted,3.73,1.91,2.98,1.62,4.93,1.06,8,4,CV.CV.CV.CV,"ADJ,V",37.529,1.586,4.574,4,1.7
dedo,finger,6.11,1.45,6.61,0.82,6.04,1.17,4,2,CV.CV,N,16.957,1.254,4.229,10,1.4
defeito,defect,3.46,1.84,3.42,1.71,4.81,1.19,7,3,CV.CVV.CV,N,8.427,0.974,3.926,2,1.75
defensivo,defensive,3.67,1.83,3.18,1.6,4.4,1.4,9,4,CV.CVC.CV.CV,"ADJ,N",6.971,0.902,3.843,1,2.6
defensor,defender,3.47,1.77,3.41,1.58,3.68,1.11,8,3,CV.CVC.CVC,N,14.138,1.18,4.15,0,2.4
defesa,defense,3.51,1.89,3.69,1.9,5.19,1.37,6,3,CV.CV.CV,"ADJ,N",262.651,2.421,5.419,3,1.7
défice,deficit,3.36,1.95,2.97,1.73,4.93,1.75,6,3,CV.CV.CV,N,49.684,1.705,4.696,0,2.7
deficiência,deficiency,4.65,1.71,4.64,1.52,4.39,1.44,11,5,CV.CV.CV.VC.CVV,N,7.006,0.903,3.845,0,2.75
deficiente,handicapped,5.21,1.69,4.72,1.68,4.58,1.53,10,5,CV.CV.CV.VC.CV,"ADJ,N",12.409,1.127,4.094,0,2.55
definição,definition,3.11,1.95,3.21,1.92,5.35,1.41,9,4,CV.CV.CV.CVV,N,52.327,1.727,4.719,1,2.6
degradação,degradation,3.95,1.71,3.75,1.8,3.66,1.12,10,4,CV.CCV.CV.CVV,N,28.452,1.469,4.454,1,2.5
delegação,delegation,3.16,1.59,4,1.85,3.23,1.22,9,4,CV.CV.CV.CVV,N,68.053,1.839,4.833,3,2
delegado,delegate,4.39,2.01,4.47,1.73,4.05,1.57,8,4,CV.CV.CV.CV,"ADJ,N,V",30.035,1.492,4.478,3,1.7
deleite,delight,3.14,1.78,2.7,1.27,2.28,1.18,7,3,CV.CVV.CV,"N,V",1.48,0.395,3.17,2,1.7
delgado,slender,3.82,1.79,3.92,1.69,2.56,0.92,7,3,CVC.CV.CV,"ADJ,N",3.132,0.616,3.496,1,1.85
delicado,delicate,3.84,1.66,3.27,1.67,4.55,1.39,8,4,CV.CV.CV.CV,ADJ,7.431,0.926,3.871,4,1.7
delicioso,luscious,4.29,1.91,3.67,1.94,5.22,1.42,9,5,CV.CV.CV.V.CV,ADJ,2.027,0.481,3.307,1,2.25
delírio,delirium,3.89,2.09,3.14,1.61,3.72,1.39,7,3,CV.CV.CVV,N,7.274,0.918,3.862,0,2.3
delito,misdemeanor,3.54,1.58,3.53,1.79,3.15,1.31,6,3,CV.CV.CV,N,7.836,0.946,3.894,5,1.6
demente,insane,3.79,1.93,3.09,1.34,3.65,1.61,7,3,CV.CVC.CV,"ADJ,N,V",0.664,0.221,2.822,5,1.6
demissão,resignation,3.32,1.89,3.49,1.91,3.54,1.63,8,3,CV.CVC.CVV,N,65.259,1.821,4.815,1,2.35
democracia,democracy,3.64,1.92,2.75,2.12,4.21,1.45,10,5,CV.CV.CCV.CV.V,N,99.803,2.004,4.999,0,2.6
democrata,democrat,3.53,1.92,4.05,1.97,3.98,1.62,9,4,CV.CV.CCV.CV,"ADJ,N",19.458,1.311,4.289,0,2.65
demolição,demolition,4.92,1.75,5.19,1.5,3.11,1.02,9,4,CV.CV.CV.CVV,N,11.94,1.112,4.077,1,2.6
demónio,demon,5,1.69,3.6,2.16,3.34,1.48,7,3,CV.CV.CVV,N,3.161,0.619,3.5,0,2.45
demonstração,demonstration,3.39,1.85,3.36,1.58,4.84,1.29,12,4,CV.CVCC.CCV.CVV,N,15.262,1.211,4.184,1,2.6
demora,delay,3.43,1.68,3.12,1.79,5.68,1.32,6,3,CV.CV.CV,"N,V",15.575,1.219,4.192,6,1.55
densidade,thickness,3.02,1.77,3.54,1.72,3.54,1.28,9,4,CVC.CV.CV.CV,N,9.829,1.035,3.993,0,2.6
denso,dense,3.08,1.71,3.46,1.77,3.59,1.39,5,2,CVC.CV,ADJ,2.931,0.595,3.467,7,1.6
dente,tooth,6.31,1.42,6.69,0.66,5.11,1.26,5,2,CVC.CV,N,3.894,0.69,3.59,11,1.15
dentista,dentist,5.59,1.92,6.49,0.68,3.53,1.12,8,3,CVC.CVC.CV,"ADJ,N",1.969,0.473,3.294,0,1.95
denúncia,denunciation,3.06,1.73,2.91,1.37,3.79,1.49,8,3,CV.CVC.CVV,N,21.764,1.357,4.338,2,2.15
departamento,department,3.77,2.04,4.48,1.72,4.79,1.36,12,5,CV.CVC.CV.CVC.CV,N,41.848,1.632,4.622,0,2.65
dependência,dependence,3.44,1.7,3.02,1.62,4.02,1.34,11,4,CV.CVC.CVC.CVV,N,23.635,1.392,4.374,0,2.85
dependente,dependent,3.44,1.85,3.05,1.82,4.47,1.48,10,4,CV.CVC.CVC.CV,ADJ,26.005,1.431,4.415,0,2.5
depoimento,testimony,3.59,1.95,4.29,1.76,3.21,1.37,10,4,CV.CVV.CVC.CV,N,11.49,1.097,4.06,0,2.7
depósito,deposit,4.31,1.8,5.12,1.55,4.35,1.23,8,4,CV.CV.CV.CV,N,16.835,1.251,4.226,1,2.6
depressão,depression,4.25,1.95,2.58,1.45,4.41,1.57,9,3,CV.CCVC.CVV,N,8.828,0.993,3.946,1,2.3
deprimido,depressed,3.84,1.99,3.08,1.64,4.72,1.45,9,4,CV.CCV.CV.CV,"ADJ,V",1.681,0.428,3.226,2,1.8
deputado,deputy,5.38,1.76,5.29,1.57,4.72,1.77,8,4,CV.CV.CV.CV,"N,V",106.325,2.031,5.027,4,1.75
derrota,defeat,3.76,1.85,3.41,1.9,4.28,1.33,7,3,CVC.CV.CV,"N,V",74.892,1.88,4.874,4,1.6
derrotado,defeated,3.98,1.41,2.98,1.81,3.52,1.17,9,4,CVC.CV.CV.CV,"ADJ,V",20.064,1.324,4.302,3,1.75
desafio,challenge,4.19,1.87,3.83,1.69,4.74,1.45,7,4,CV.CV.CV.V,"N,V",53.197,1.734,4.726,2,1.7
desagradável,nasty,3.9,1.85,2.97,1.81,4.88,1.31,12,5,CV.CV.CCV.CV.CVC,ADJ,6.805,0.892,3.833,0,3.25
desajeitado,clumsy,3.86,1.84,4.09,1.8,4.31,1.49,11,5,CV.CV.CVV.CV.CV,ADJ,0.151,0.061,2.18,1,2.35
desanimado,discouraged,3.52,1.85,3.36,1.79,5.04,1.3,10,5,CV.CV.CV.CV.CV,"ADJ,N,V",0.953,0.291,2.979,1,1.8
desastre,disaster,4.73,1.76,3.69,1.87,4.43,1.49,8,3,CV.CVC.CCV,N,22.263,1.367,4.348,0,2.45
desastroso,disastrous,3.53,2,3.09,1.25,3.88,1.4,10,4,CV.CVC.CCV.CV,ADJ,3.19,0.622,3.504,1,2.65
desavença,quarrel,3.25,1.83,2.81,1.47,2.71,0.94,9,4,CV.CV.CVC.CV,N,0.63,0.212,2.8,0,2.6
descanso,rest,4.1,2.02,3.75,1.87,6.27,0.8,8,3,CVC.CVC.CV,"N,V",15.535,1.218,4.191,2,1.75
descarado,brazen,3.52,1.87,3.23,1.78,3.59,1.26,9,4,CVC.CV.CV.CV,"ADJ,V",1.016,0.305,3.007,5,1.6
descarga,discharge,3.83,1.91,3.55,1.78,4.14,1.32,8,3,CVC.CVC.CV,N,7.939,0.951,3.9,3,1.8
descida,descent,5.1,1.75,5.16,1.5,5.18,1.36,7,3,CVC.CV.CV,"N,V",48.424,1.694,4.685,3,1.6
desconfiado,suspicious,3.13,1.65,3.07,1.96,4.86,1.16,11,5,CVC.CVC.CV.V.CV,"ADJ,V",2.399,0.531,3.38,1,1.95
desconfiança,suspicion,3.17,1.88,2.85,1.91,4.21,1.47,12,5,CVC.CVC.CV.VC.CV,N,18.066,1.28,4.257,0,2.65
descontente,displeased,3.92,1.78,3.26,1.72,4.37,1.57,11,4,CVC.CVC.CVC.CV,"ADJ,V",4.749,0.76,3.677,2,2.45
desconto,discount,4.16,2.14,4.05,1.73,5.04,1.36,8,3,CVC.CVC.CV,"N,V",11.764,1.106,4.071,2,1.8
descontraído,easygoing,4.23,1.78,3.1,1.66,4.79,1.31,12,5,CVC.CVC.CCV.V.CV,"ADJ,V",2.672,0.565,3.427,1,2.2
descrição,discription,3.31,1.76,3.14,1.76,5.05,1.42,9,3,CVC.CCV.CVV,N,12.389,1.127,4.093,1,2.45
desculpa,excuse,3.61,2.05,3.53,2.01,6.33,0.82,8,3,CVC.CVC.CV,"INT,N,V",16.366,1.24,4.214,2,1.65
desdém,scorn,2.49,1.43,2.23,1.15,2.96,1.22,6,2,CVC.CVC,N,2.233,0.51,3.349,0,2.45
desdenhoso,disdainful,2.34,1.31,2.23,1.23,1.8,0.78,10,4,CVC.CV.CCV.CV,ADJ,0.371,0.137,2.57,1,2.5
desejo,wish,4.1,1.97,3.17,1.72,5.33,1.37,6,3,CV.CV.CV,"N,V",62.366,1.802,4.795,2,1.75
desempenho,performance,3.24,1.92,2.87,1.41,5.18,1.4,10,4,CV.CVC.CV.CCV,"N,V",26.049,1.432,4.416,2,1.7
desemprego,unemployment,4.23,2.05,4.02,2.05,6,1.19,10,4,CV.CVC.CCV.CV,"N,V",91.752,1.967,4.963,1,2.3
desenhador,draughtsman,4.97,1.67,4.66,1.53,2.65,1.08,10,4,CV.CV.CCV.CVC,N,3.859,0.687,3.587,1,1.85
desenho,drawing,5.63,1.34,5.6,1.63,4.89,1.28,7,3,CV.CV.CCV,"N,V",33.821,1.542,4.529,5,1.55
deserto,desert,5.85,1.55,5.98,1.18,3.35,1.18,7,3,CV.CVC.CV,"ADJ,N,V",19.243,1.306,4.284,4,1.6
desertor,deserter,2.91,1.71,2.96,1.21,2.2,1.01,8,3,CV.CVC.CVC,N,0.811,0.258,2.909,3,1.75
desesperado,despairing,4.1,1.9,3.43,1.83,4.07,1.32,11,5,CV.CVC.CV.CV.CV,"ADJ,V",5.208,0.793,3.717,1,1.9
desespero,despair,4.34,2.11,3.02,1.73,4.39,1.67,9,4,CV.CVC.CV.CV,"N,V",19.971,1.322,4.3,2,2.15
desfavorável,unfavorable,2.95,1.82,2.93,1.69,4.28,1.37,12,5,CVC.CV.CV.CV.CVC,ADJ,8.33,0.97,3.921,0,3.35
desfecho,upshot,3.27,1.98,2.77,1.46,3.59,1.42,8,3,CVC.CV.CCV,"N,V",18.809,1.297,4.274,1,2.1
desfiladeiro,canyon,4.56,2.02,4.76,1.96,2.33,1.21,12,5,CVC.CV.CV.CVV.CV,N,0.469,0.167,2.671,0,3.8
desfile,parade,5.63,1.22,4.79,1.84,3.31,1.27,7,3,CVC.CV.CV,"N,V",19.068,1.303,4.28,3,1.6
desgaste,wear,3.15,1.75,3.5,1.61,4.28,1.44,8,3,CVC.CVC.CV,"N,V",10.577,1.064,4.024,4,1.6
desgosto,grief,3.64,1.83,2.98,1.87,4,1.52,8,3,CVC.CVC.CV,"N,V",5.413,0.807,3.733,3,1.75
desgraça,disgrace,4.05,2.04,3.47,1.84,4.61,1.51,8,3,CVC.CCV.CV,"N,V",14.876,1.201,4.173,2,1.75
designação,designation,2.69,1.82,2.82,1.35,3.91,1.52,10,4,CV.CVC.CV.CVV,N,26.821,1.444,4.429,2,2.4
desigualdade,inequality,3.21,1.75,2.54,1.51,4.19,1.32,12,5,CV.CV.CVVC.CV.CV,N,5.643,0.822,3.752,0,3.7
desilusão,disillusion,3.29,1.86,2.9,1.66,4.3,1.34,9,4,CV.CV.CV.CVV,N,10.22,1.05,4.01,0,2.85
desleal,disloyal,2.59,1.37,3.17,1.67,3.13,1.29,7,3,CVC.CV.VC,ADJ,3.864,0.687,3.587,0,2.9
deslocação,dislocation,3.61,1.52,3.63,1.76,4.77,1.61,10,4,CVC.CV.CV.CVV,N,37.905,1.59,4.579,1,2.5
desocupado,unoccupied,3.25,1.55,3.58,1.91,3.82,1.51,10,5,CV.CV.CV.CV.CV,"ADJ,V",0.733,0.239,2.865,1,2.2
desordenado,messy,3.52,1.77,3.16,1.58,4,1.34,11,5,CV.CVC.CV.CV.CV,"ADJ,N,V",1.329,0.367,3.124,1,2.2
despedida,farewell,4.23,2.09,3.84,2.09,4.77,1.36,9,4,CVC.CV.CV.CV,"ADJ,N,V",12.907,1.143,4.111,3,1.7
despedimento,dismissal,3.72,1.8,4.1,1.91,4.74,1.7,12,5,CVC.CV.CV.CVC.CV,N,13.777,1.17,4.139,0,2.65
desperdício,waste,3.48,1.82,3.29,1.6,5.23,1.36,11,4,CVC.CVC.CV.CVV,N,4.197,0.716,3.623,0,3.6
despesa,expense,3.77,1.64,3.95,1.71,5.48,1.35,7,3,CVC.CV.CV,N,17.416,1.265,4.241,4,1.65
despido,nude,5.35,1.25,4.88,1.6,5.04,1.36,7,3,CVC.CV.CV,"ADJ,V",1.598,0.415,3.203,2,1.8
desportivo,sporting,4.94,1.73,4.61,1.59,5.08,1.39,10,4,CVC.CVC.CV.CV,ADJ,34.666,1.552,4.54,1,2.5
desporto,sports,5.37,1.88,4.73,1.83,5.49,1.35,8,3,CVC.CVC.CV,N,104.126,2.022,5.018,1,1.85
desprezo,contempt,3.66,1.93,2.65,1.49,4.18,1.18,8,3,CVC.CCV.CV,"N,V",9.517,1.022,3.979,3,1.75
destemido,fearless,3.77,1.71,3.17,1.87,3.73,1.44,9,4,CVC.CV.CV.CV,ADJ,0.777,0.25,2.89,1,2.55
destino,destiny,3.44,1.85,3.05,1.99,4.43,1.33,7,3,CVC.CV.CV,"N,V",79.626,1.907,4.901,2,1.75
destreza,dexterity,3.23,1.99,2.97,1.75,3.13,1.29,8,3,CVC.CCV.CV,N,1.754,0.44,3.244,1,1.9
destruição,destruction,4.56,1.92,4.14,1.56,4.19,1.42,10,4,CVC.CCV.V.CVV,N,38.013,1.591,4.58,1,2.7
desvantagem,handicap,2.78,1.8,2.98,1.7,4.39,1.52,11,4,CVC.CVC.CV.CVC,N,11.613,1.101,4.065,0,2.9
desvio,deflection,3.62,1.83,4.07,1.74,4.51,1.4,6,3,CVC.CV.V,"N,V",18.349,1.287,4.264,4,1.7
detalhe,detail,3.25,2.04,3.29,1.68,4.86,1.37,7,3,CV.CV.CCV,"N,V",5.012,0.779,3.7,2,1.9
detenção,detention,3.68,1.64,3.66,1.7,3.56,1.48,8,3,CV.CVC.CVV,N,30.709,1.501,4.487,2,1.9
detido,arrested,4.03,1.61,4.33,2.12,3.81,1.42,6,3,CV.CV.CV,"ADJ,N,V",37.632,1.587,4.576,6,1.65
deus,god,4.15,2.4,2.71,2.07,5.39,1.61,4,1,CVVC,"INT,N",12.487,1.13,4.097,3,1.6
