word_croatian_equivalent,word_croatian,valence_mean,valence_sd,valence_unknown,valence_n,arousal_mean,arousal_sd,arousal_unknown,arousal_n,familiar_mean,familiar_sd,familiar_unknown,familiar_n,concrete_mean,concrete_sd,concrete_unknown,concrete_n
summit,vrh,7,1.86,NA,20,5.19,2.32,NA,21,6.95,0.22,NA,21,5.9,1.55,NA,21
swing,ljuljačka,7.15,1.84,NA,20,4.95,2.58,NA,20,6.95,0.22,NA,20,6.45,1,NA,20
system,sistem,5.45,2.33,NA,20,4.1,2.19,NA,21,7,0,NA,20,3.95,2.13,NA,21
teen,tinejdžer,5.2,0.95,NA,20,5.05,2.37,NA,20,7,0,NA,20,5.8,1.58,NA,20
touch,dodir,7.35,1.79,NA,20,5.9,3.24,NA,21,6.85,0.49,NA,20,5.62,1.88,NA,21
trade,razmjena,6.35,2.06,NA,20,4.52,1.75,NA,21,6.9,0.31,NA,20,4.62,1.63,NA,21
trail,trag,5.85,1.9,NA,20,4.5,2.5,NA,20,6.9,0.45,NA,20,5.3,2.08,NA,20
trailer,prikolica,5.35,1.35,NA,20,3.8,2.04,NA,20,6.95,0.22,NA,20,5.85,1.57,NA,20
trap,zamka,3.85,1.66,NA,20,6.35,2.28,NA,20,6.8,0.89,NA,20,4.8,1.54,NA,20
trash,smeće,4.45,2.56,NA,20,4.3,2.15,NA,20,7,0,NA,20,6.65,1.14,NA,20
travel,putovati,8.15,1.14,NA,20,4.75,3.24,NA,20,7,0,NA,20,4.95,1.99,NA,20
trip,put,6.65,1.57,NA,20,5.5,2.72,NA,20,7,0,NA,20,6,1.97,NA,20
twin,blizanac,7,2.2,NA,20,3.81,2.46,NA,21,6.8,0.62,NA,20,5.62,1.43,NA,21
underground,podzemlje,4.6,1.85,NA,20,5.48,1.66,NA,21,6.86,0.65,NA,21,5.76,1.45,NA,21
update,ažuriranje,4.8,1.79,NA,20,4.55,2.42,NA,20,6.9,0.31,NA,20,5.4,1.9,NA,20
vintage,staromodno,4.6,2.19,NA,20,4.25,2.05,NA,20,7,0,NA,20,4.65,1.69,NA,20
watch,gledati,5.55,1.79,NA,20,4.5,1.88,NA,20,7,0,NA,20,5.55,1.73,NA,20
web,internet,6.85,1.84,NA,20,5.15,2.01,NA,20,7,0,NA,20,5.8,2.04,NA,20
website,stranica,6.05,1.35,1,19,3.8,2.28,NA,20,6.95,0.22,NA,20,5.6,1.82,NA,20
wellness,velnes,6.75,2.05,NA,20,3.53,2.7,1,19,6.8,0.62,NA,20,5.7,1.95,NA,20
western,zapadni,5.05,1.54,NA,20,3.8,2.17,NA,20,7,0,NA,20,4.9,2.13,NA,20
white,bijelo,6.45,2.14,NA,20,2.25,1.55,NA,20,6.75,0.79,NA,20,6.05,1.61,NA,20
wild,divlje,5.6,1.64,NA,20,6.65,2.25,NA,20,6.95,0.22,NA,20,3.95,2.14,NA,20
wireless,bežično,5.7,2.03,NA,20,3.86,2.17,NA,21,7,0,NA,21,5.86,1.46,NA,21
world,svijet,7.1,1.77,NA,20,5.65,2.62,NA,20,6.9,0.45,NA,20,4.8,2.26,NA,20
afterparty,afterparti,6.85,2.52,NA,20,6.8,2.55,NA,20,6.8,0.89,NA,20,5.5,1.91,NA,20
backstage,bekstejdž,5.8,2.86,NA,20,4.57,2.75,NA,21,6.7,0.8,NA,20,5.86,1.62,NA,21
backup,bekap,4.3,2.36,NA,20,3.63,1.83,2,19,6.15,1.6,NA,20,4.37,2.09,2,19
banner,baner,4.89,1.24,1,19,4.72,2.24,2,18,5.45,2.09,NA,20,4.58,1.61,1,19
blockbuster,blokbaster,4.9,2.61,NA,20,5.79,2.18,1,19,6.2,1.47,NA,20,4.89,1.71,2,18
blockchain,blokčejn,4.11,2.17,2,18,4.25,2.38,5,16,5,2.33,1,19,3.53,2.03,6,15
blues,bluz,4.79,2.2,1,19,3.65,2.11,1,20,6.14,1.82,NA,21,4.65,1.95,1,20
bluetooth,blutut,5.7,1.75,NA,20,4.95,2.19,NA,20,6.63,1.38,1,19,5.35,2.25,NA,20
booking,buking,6.05,1.9,1,19,4.95,2.35,1,20,6.25,1.62,1,20,5.21,1.44,2,19
brand,brend,5.7,2.41,NA,20,4.15,2.48,NA,20,6.65,1.18,NA,20,5.55,1.47,NA,20
cast,kast,5,2.75,6,14,4.5,2.24,9,12,4.83,2.23,2,18,4.14,2.03,7,14
casting,kasting,5.26,2.16,1,19,5.53,2.59,1,19,6.65,0.81,NA,20,5.2,2.04,NA,20
catering,ketering,5.7,1.95,NA,20,5,2.25,NA,20,6.45,1.57,NA,20,5.85,1.14,NA,20
catwalk,ketvok,5.44,2.38,2,18,5.59,2,3,17,5.75,2.17,NA,20,4.06,2.01,3,17
charter,čarter,5,1.73,1,19,5.61,2.48,2,18,5.55,2.14,NA,20,5.53,1.46,3,17
country,kantri,4.05,1.81,1,19,3.79,2.12,2,19,6,1.69,1,20,4.47,2.03,4,17
craft,kraft,5.25,2.31,NA,20,4.5,2.71,2,18,5.8,1.79,NA,20,3.65,1.66,3,17
cross,kros,5.81,1.38,4,16,4.6,2.23,5,15,5.95,1.7,NA,20,4.89,1.97,1,19
crossover,krosover,4.74,2.38,1,19,6.29,1.79,3,17,5.75,1.55,NA,20,3.82,1.67,3,17
crowdfunding,kraudfanding,4.5,2.14,6,14,5.5,3.03,6,14,3.67,2.66,2,18,4.4,1.99,5,15
curry,kari,4.53,2.46,1,19,4.73,2.22,6,15,5.11,2.16,2,19,5.24,2.08,4,17
default,difolt,4.94,1.89,2,18,4.5,2.01,3,18,6.25,1.71,NA,20,3.6,2.23,1,20
driver,drajver,5.05,1.76,NA,20,4,2.38,NA,20,6.5,1.4,NA,20,4.6,1.98,NA,20
dub,dab,5.07,2.4,5,15,5,2.74,3,17,5.5,2.5,2,18,3.6,2.72,5,15
e-mail,imejl,4.15,2.13,NA,20,4.76,2.05,NA,21,6.05,1.99,1,20,5.8,1.61,1,20
ecstasy,ekstazi,4.6,2.87,NA,20,5.42,2.91,2,19,6.15,1.6,NA,20,5.4,1.88,1,20
enterprise,enterprajz,4.28,2.65,2,18,4.41,2.32,4,17,5.2,2.04,NA,20,3.48,2.06,NA,21
evergreen,evergrin,5.11,2.42,2,18,4.3,2.52,NA,20,6.55,0.89,NA,20,4.65,1.46,NA,20
fairplay,ferplej,6.1,2.29,NA,20,4.45,2.42,NA,20,6.85,0.49,NA,20,5.6,2.04,NA,20
firewall,fajervol,4.68,2.45,1,19,4.56,2.15,3,18,6.05,1.28,1,20,5.06,2.05,5,16
firmware,firmver,4.79,2.04,6,14,4.11,2.09,11,9,4,2.61,4,16,4.86,2.14,6,14
flash,fleš,4.83,2.38,2,18,5.7,1.69,NA,20,6.53,1.5,1,19,4.83,1.82,2,18
frontman,frontmen,5.5,2.16,NA,20,5.55,1.88,NA,20,6.58,1.43,1,19,5.15,1.66,NA,20
gadget,gadžet,5,2.35,2,18,4.53,2.74,1,19,6.42,1.26,1,19,4.53,1.9,1,19
game,gejm,5.5,2.37,NA,20,4.84,2.48,1,19,6.8,0.52,NA,20,5.55,1.96,NA,20
gameplay,gejmplej,5.42,2.43,1,19,4.71,2.73,3,17,6.32,1.25,1,19,4.06,1.7,2,18
gaming,gejming,5.2,2.33,NA,20,5.05,2.61,NA,20,6.68,1,1,19,4.8,1.94,NA,20
gay,gej,5.3,2.96,NA,20,4.58,2.32,1,19,7,0,NA,20,4.75,2.2,NA,20
hardcore,hardkor,4.7,1.72,NA,20,6,2.69,1,19,6.4,1.57,NA,20,3.74,1.94,1,19
hardware,hardver,5.35,2.06,NA,20,4.85,2.01,1,20,6.9,0.31,NA,20,5.29,1.76,NA,21
hashtag,hešteg,4.3,1.84,NA,20,4.16,2.34,1,19,6.74,0.56,1,19,4.75,2.45,NA,20
hattrick,hetrik,3.8,2.62,5,15,5,1.95,9,11,4.2,2.38,NA,20,4.27,2.2,9,11
house,haus,5.79,2.04,1,19,4.58,2.48,1,19,6,2.03,NA,20,4.65,2,3,17
indie,indi,4.71,2.23,3,17,4.16,2.34,1,19,5.74,2.13,1,19,3,1.8,1,19
influencer,influenser,4.4,2.21,NA,20,5.55,2.16,NA,20,6.95,0.22,NA,20,4.75,2.12,NA,20
jackpot,džekpot,7.25,1.97,NA,20,7.4,1.5,NA,20,6.85,0.37,NA,20,5.75,1.94,NA,20
jam,džem,6.75,1.71,NA,20,4.05,2.65,NA,20,6.9,0.31,NA,20,6.35,1.42,NA,20
jumbo,džambo,5.11,2.08,1,19,5.05,2.59,1,19,6.9,0.45,NA,20,5.35,1.73,NA,20
kickboxing,kikboksing,5.05,2.82,NA,20,6.05,2.6,NA,21,6.75,0.91,NA,20,6.19,1.12,NA,21
lifestyle,lajfstajl,4.74,2.13,1,19,4.62,2.33,NA,21,6.43,1.54,NA,21,4.14,2.33,NA,21
lounge,laundž,5,2.25,2,18,3.37,2.45,2,19,5.89,1.52,2,19,4.41,1.87,4,17
mainstream,mejnstrim,3.68,2.21,1,19,5.28,2.05,2,18,6.1,2.07,NA,20,4.39,1.97,2,18
makeover,mejkover,5.47,2.22,1,19,5,2.57,NA,21,6.38,1.16,NA,21,4.76,2.05,NA,21
messenger,mesendžer,4.25,2.84,NA,20,5.25,2.34,NA,20,6.15,1.73,NA,20,4.42,2.27,1,19
mobbing,mobing,2.45,1.93,NA,20,6.75,1.69,4,16,5.8,1.94,NA,20,5.35,1.46,3,17
muffin,mafin,6.95,2.04,NA,20,6.15,2.85,NA,20,6.45,1.39,NA,20,5.9,1.37,NA,20
multiplayer,multiplejer,5.42,2.01,1,19,5.05,2.32,2,19,6.55,1,1,20,4.81,2.04,NA,21
offroad,ofroud,4.21,2.78,6,14,6.29,1.9,6,14,4.8,2.33,NA,20,3.09,1.7,9,11
offshore,ofšor,4.13,2.9,4,16,5.19,2.61,5,16,5.47,1.68,1,19,3.31,1.45,5,16
online,onlajn,5.15,2.62,NA,20,5.35,2.32,NA,20,6.75,1.12,NA,20,4.8,2.09,NA,20
outfit,autfit,5.85,2.06,NA,20,6.2,2.07,NA,20,6.65,1.09,NA,20,5.4,1.85,NA,20
outlet,autlet,5.15,2.32,NA,20,4.89,2,1,19,6.5,1.24,NA,20,5.4,1.79,NA,20
outsourcing,autsorcing,4.71,1.86,3,17,4.76,2.33,3,17,6.05,1.61,1,19,4.74,2.31,1,19
playmaker,plejmejker,5.21,2.3,1,19,5.55,2.58,NA,20,6.35,1.31,NA,20,4.89,1.82,1,19
pub,pab,5.11,2.22,2,18,5.4,2.16,NA,20,6.95,0.22,NA,20,6.11,1.37,1,19
punk,pank,4.6,1.43,NA,20,4.69,2.75,4,16,5.65,2.37,NA,20,4.47,1.87,1,19
queer,kvir,4,2.04,7,13,4,2.18,11,9,4.12,2.67,3,17,5,2.27,5,15
reggae,rege,5.26,1.45,1,19,4,2.53,4,16,4.89,2.35,1,19,4.06,1.85,3,17
resort,rezort,5.32,2.75,1,19,4.05,2.72,1,19,6.2,1.28,NA,20,5.21,1.65,1,19
roaming,roming,4.63,2.55,4,16,4.67,2.06,2,18,5.6,1.85,NA,20,4.8,2.04,5,15
rock,rok,4.05,1.57,NA,20,6.9,2.47,NA,20,6.95,0.22,NA,20,4.35,1.95,NA,20
roll,rol,4.47,1.96,5,15,4.31,1.99,4,16,5.42,2.27,1,19,4.73,1.95,9,11
screenshot,skrinšot,5.5,2.04,NA,20,5.45,2.78,NA,20,6.75,1.12,NA,20,5.7,1.92,NA,20
site,sajt,4.45,2.19,NA,20,4.26,1.91,1,19,6.75,0.91,NA,20,4.75,2.02,NA,20
smartphone,smartfon,6.15,2.64,NA,20,5.05,1.99,NA,20,7,0,NA,20,6.05,1.03,1,19
snowboard,snoubord,4.65,2.06,NA,20,5.43,2.18,NA,21,5.85,2.01,1,20,5.89,1.6,3,18
soundtrack,saundtrek,4.95,2.09,NA,20,5.24,1.97,NA,21,6.4,1.14,1,20,4.9,1.86,1,20
stick,stik,5.35,1.95,NA,20,4.19,1.94,NA,21,6.25,1.37,NA,20,5.33,1.28,NA,21
stream,strim,4.61,2.12,2,18,4.71,1.4,3,17,5.95,2.01,1,19,4.33,1.95,5,15
streaming,striming,5.37,1.89,1,19,4.61,2.2,3,18,5.58,1.98,2,19,4.48,1.81,NA,21
styling,stajling,5.8,1.99,NA,20,5.75,2.34,NA,20,6.9,0.31,NA,20,4.7,1.66,NA,20
summit,samit,4.53,2.43,3,17,3.67,2.19,6,15,6.16,1.38,1,19,4.7,1.56,1,20
swing,sving,4.89,1.97,1,19,4.84,2.57,1,19,5.53,2.27,1,19,3.22,1.77,2,18
teambuilding,timbilding,6.16,2.14,1,19,6.5,2.26,2,18,6.37,1.61,1,19,4.65,1.87,NA,20
thread,tred,5.6,1.88,5,15,3.9,2.18,10,10,4.71,2.39,3,17,4.57,2.24,6,14
trap,trep,5.35,1.9,NA,20,4.94,2.31,2,18,5.65,2.23,NA,20,4.57,1.87,6,14
trash,treš,7.06,2.67,2,18,5.1,2.73,NA,20,6.89,0.46,1,19,4.76,2.05,3,17
tuning,tjuning,5.89,2,2,18,5.25,2.12,NA,20,6.21,1.55,1,19,3.33,1.75,2,18
webshop,vebšop,5.05,2.11,NA,20,5.65,2.81,NA,20,6.37,1.61,1,19,4.95,1.61,NA,20
website,vebsajt,4.8,1.82,NA,20,4.55,2.42,NA,20,6.6,1.27,NA,20,5.05,1.99,NA,20
wow,vau,6.35,2.35,NA,20,5.05,2.95,NA,20,6.47,1.17,1,19,3.33,2.35,2,18
youtuber,jutjuber,4.58,2.32,1,19,5,2.08,NA,20,7,0,NA,20,5.05,2.17,1,19
