word_spanish,translate_word_english,pos,valence_mean,valence_sd,valence_n,arousal_mean,arousal_sd,arousal_n,concrete_mean,concrete_sd,concrete_n,imagine_mean,imagine_sd,imagine_n,availability_mean,availability_sd,availability_n,familiar_mean,familiar_sd,familiar_n
prima,"bonus, cousin",V A N,6.31,1.35,26,4.35,1.81,20,4.62,2.01,21,4.25,2.22,20,5.95,1.33,22,6.64,0.95,22
primo,cousin,V A N,5.86,1.77,21,4.41,1.84,22,5.2,1.82,20,5.9,1.55,21,6.25,1.48,20,6.62,0.67,21
princesa,princess,N,6.4,2.06,20,4.85,2.18,20,5.48,1.17,21,6.23,0.97,22,5.64,1.99,22,6.04,1.4,23
prioridad,priority,N,5.36,1.18,22,5.2,2.02,20,2.9,1.86,20,2.2,1.32,20,5.27,1.88,22,6.35,0.88,20
prisión,prison,N,2.24,1.22,21,6.59,1.14,22,5.95,1.25,22,6.1,1.25,20,5.14,2.05,22,5.3,1.72,20
prisionero,prisoner,N,1.95,1.13,22,5.2,1.96,20,5.55,1.44,22,5.95,1.05,22,5.38,1.97,24,5.36,1.94,22
privación,deprivation,N,3.52,2,23,6.45,2.39,20,2.95,1.43,22,1.59,0.96,22,2.73,1.91,22,4.43,1.57,21
privilegio,privilege,V N,6.5,1.87,24,5.24,2.39,21,3.4,2.11,20,2.27,1.83,22,4.15,1.98,20,6.1,1.29,20
probabilidad,probability,N,5.36,0.9,22,4.73,2.1,22,2.1,1.22,21,1.65,1.18,20,3.91,2.02,23,5.76,1.04,21
proceso,process,V N,5.65,1.04,20,4.32,2.21,22,2.35,1.5,20,2.38,1.69,21,3.48,2.21,23,5.4,1.93,20
prodigio,prodigy,N,6.57,1.53,23,4.59,2.44,22,3.23,1.54,22,2.6,1.5,20,3.45,2.24,22,4.68,1.76,22
producto,product,N,5.14,1.28,21,3.85,1.6,20,3.45,2.16,20,4.55,2.18,22,4.86,2.1,22,5.6,1.79,20
profesora,teacher,N,6.1,1.21,20,4.65,2.06,20,5.05,1.43,21,6.52,0.81,21,6.64,0.58,22,6.95,0.21,22
programa,program,N V,4.92,1.35,26,4.7,1.59,20,2.43,1.16,21,3.7,2.13,20,5.27,2.07,22,6.52,1.31,23
progreso,progress,V N,6.41,1.5,22,4.3,1.66,20,3.15,1.66,20,2.1,1.41,20,3.3,1.98,20,5.57,1.43,21
prohibición,ban,N,2.71,1.33,24,6.67,2.27,21,3.71,2.03,21,3.23,1.72,22,5.1,1.77,20,5.86,1.39,21
propietario,owner,A N,5.38,1.36,21,4.05,1.65,22,4.14,1.83,22,3.14,2.05,22,4.68,1.7,22,5.95,1.15,20
proporción,ratio,N,4.9,0.97,20,4.1,1.55,20,3.24,1.41,21,2.68,1.81,22,2.73,1.78,22,4.68,1.52,22
propuesta,proposal,V N,6.09,1.2,23,4.68,2.12,22,2.95,1.64,20,2.25,1.41,20,4.95,1.7,22,5.25,1.71,20
prosperidad,prosperity,N,8.04,0.93,23,4.18,2.08,22,2.15,1.35,20,2.35,1.35,20,3.36,2.22,22,5.75,1.59,20
protegido,protected,V N,7.59,1.1,22,2.45,2.35,20,3.65,1.76,20,1.9,0.97,20,4.13,1.91,23,5.59,1.33,22
provincia,province,N,4.95,1.16,21,4.14,1.42,22,4.68,1.52,22,4.5,2.06,22,4.45,1.95,22,6.25,1.12,20
provocación,provocation,N,4.42,1.82,24,7.71,1.31,21,3.05,1.61,20,3.1,1.37,21,4.4,1.76,20,5.82,1.22,22
psicóloga,psychologist,N,8.35,1.04,20,4.45,2.61,20,5.38,1.24,21,5.27,1.72,22,6.86,0.35,22,6.59,0.96,22
publicidad,advertising,N,5.35,1.35,20,4,2.18,22,4,1.72,20,5.71,1.45,21,6.13,1.52,23,6.6,0.75,20
publicista,publicist,N,5.5,1.4,20,5.45,1.39,20,4.81,1.44,21,3.85,1.63,20,3.41,1.92,22,5.65,1.56,23
puente,bridge,N,5.74,1.14,23,4.6,2.26,20,5.71,1.79,21,6.64,0.95,22,5.82,1.65,22,6.35,1.09,20
puerta,gate,N,5,0.44,22,4.41,1.44,22,6.55,0.6,22,6.82,0.5,22,6.59,0.96,22,6.86,0.35,22
puerto,port,N,6.3,1.36,23,3.65,2.58,20,5.86,1.82,21,5.9,1.17,20,5.91,1.15,22,6.05,1.23,20
pulsera,bracelet,N,5.87,1.1,23,4.15,1.87,20,6.65,0.59,20,6.5,0.91,22,6.18,1.44,22,6.62,1.16,21
puñal,dagger,N,2.36,1.4,22,7.05,1.43,22,6.18,1.01,22,6.7,0.47,20,4.04,2.25,23,4.91,1.8,22
puño,fist,N,3.2,1.32,20,6.55,2.56,22,6.32,0.78,22,6.4,1.39,20,5.3,2.08,23,5.91,1.34,22
pupila,pupil,N,5.3,0.92,20,4.05,1.84,22,6.55,0.83,20,6.09,1.48,22,5,2.45,20,5.43,1.36,21
pureza,purity,N,6.74,1.66,23,3.4,2.76,20,2.75,1.77,20,2.57,1.6,21,2.82,1.84,22,4.8,1.91,20
purgatorio,purgatory,N,3.57,2.06,23,5.23,2.22,22,4.41,2.15,22,2.82,1.59,22,2.82,2.02,22,4.04,2.23,23
puro,pure,A N,4.85,2.13,20,3.55,2.31,20,4.15,2.54,20,4.77,2.54,22,4.35,2.35,20,5.57,1.9,23
queja,complaint,N V,3.09,1.28,23,6.36,1.59,22,3.2,1.99,20,2.23,1.31,22,5.55,1.74,22,5.85,1.98,20
quemadura,burn,N,2.75,1.07,20,7,1.45,21,6.22,1.38,23,6.7,0.63,23,5.95,1.62,22,6.05,1.43,21
querida,darling,V N,5.5,2.35,20,4.4,1.96,20,2.57,1.25,21,2.95,1.73,20,3.45,2.15,22,5.1,1.77,20
querido,dear,V N,8,1.06,24,5.48,2.86,21,3.29,1.49,21,2.55,1.99,22,4.5,2.14,20,6.55,0.74,22
quiebra,bankruptcy,V N,1.91,1.31,22,7,1.89,20,3.65,1.73,20,2.8,2.04,20,3.96,2.14,23,4.5,1.79,20
quietud,stillness,N,4.74,1.66,23,2.55,1.97,22,3.1,1.68,20,3.04,1.77,23,3.27,2.35,22,5.15,1.63,20
quimera,chimera,N,4.4,1.76,20,4.09,2.18,22,2.95,2.04,21,2.1,1.25,20,2.23,1.97,22,3.35,1.81,20
quiosco,kiosk,N,5.05,0.72,22,4.35,2.11,20,6.62,0.92,21,6.55,0.96,22,5.67,1.88,24,6.43,0.84,23
rana,frog,N,5.32,1.39,22,3.6,1.98,20,6.6,0.82,20,6.95,0.22,21,5.45,1.92,22,4.95,2.24,20
rapto,rapture,V N,2.85,1.79,20,6.68,1.59,22,3.5,1.41,22,4.14,2.06,21,3.86,2.32,22,4.2,2.33,20
rareza,rarity,N,4.27,1.39,22,4.35,1.9,20,2.5,1.36,20,1.9,0.91,20,2.57,1.5,23,5.19,1.25,21
rastro,trace,N,4.45,1.01,22,4.5,1.63,22,3.32,1.59,22,3.68,1.94,22,4.36,1.92,22,4.75,1.74,20
realeza,royalty,N,4.55,2.09,22,4.1,2.15,20,4.6,1.93,20,4.3,2.45,20,4.74,1.91,23,5.09,2.04,23
realidad,reality,N,5.57,1.65,23,5.4,2.35,20,2.95,1.76,20,1.82,1.3,22,3.68,2.03,22,6.35,1.27,20
realismo,realism,N,5.9,1.59,20,5.14,1.83,22,2.7,2.05,20,1.91,1.57,22,3.57,2.04,23,5.64,1.53,22
rebelión,rebellion,N,4.83,2.01,24,6.62,2.13,21,3.95,2.01,22,3.86,1.88,21,3.5,2.09,20,5.14,1.65,21
recado,errand,N,4.9,0.91,20,4.7,1.59,20,3.62,1.32,21,2.45,1.44,22,5.55,1.5,22,5.32,1.81,22
rechazo,rejection,V N,1.59,0.73,22,7.3,2.11,20,3.09,1.87,22,2.75,1.68,20,4.59,2.13,22,5.19,1.6,21
recogedor,picker,A N,4.7,0.57,20,3.45,1.77,22,6.25,1.48,20,5.71,1.95,21,5.77,1.6,22,6.17,1.53,23
recorte,cut,V N,2.13,1.14,23,6.18,2.28,22,3.27,1.35,22,3.73,2.1,22,5.86,1.7,22,6.05,1.29,22
recreo,recreation,V N,7.6,1.35,20,5.82,2.15,22,4.59,1.5,22,4.14,1.83,22,6.3,1.29,23,5.67,1.74,21
rectángulo,rectangle,A N,5.04,0.55,24,3.71,1.76,21,6.05,1.36,22,6.86,0.35,22,5.05,2.19,20,6.3,0.76,23
recuerdo,remember,V N,6.43,2.21,23,5.95,2.82,20,2.45,1.57,20,3.27,2.33,22,5.36,2.01,22,6.05,1.28,20
recurso,resource,N,5.73,1.35,22,3.65,1.98,20,2.1,1.25,20,2.14,1.64,22,3.79,2.25,24,6.05,1.43,20
reflejo,reflection,V A N,5.45,1.41,22,5.05,1.73,20,3.5,1.61,20,4.4,1.88,20,4.54,2.06,24,6.45,0.94,20
reflexión,reflection,N,5.45,1.84,22,3.85,2.25,20,2.73,1.64,22,2.36,1.87,22,4.59,1.92,22,5.86,1.06,21
refrigerio,snack,N,4.85,1.31,20,5.18,1.76,22,4.15,1.73,20,3.38,2.09,21,3.82,2.04,22,3.52,1.4,21
refugiada,refugee,N V,2.75,1.55,20,5.9,2.07,20,3.52,1.66,21,4.17,1.64,23,4.18,2.22,22,4.05,1.9,20
refugiado,refugee,N V,1.73,0.92,26,5.95,2.28,20,4.9,1.73,21,4.25,1.83,20,4.18,2.08,22,4.43,1.86,21
régimen,regime,N,3.8,1.24,20,4.52,1.94,21,3.04,1.69,23,4.09,2.19,23,4.95,2.08,22,4.9,1.89,21
regresión,regression,N,4.43,1.83,23,4.36,2.38,22,3.2,1.44,20,2.05,1.23,20,2.36,1.65,22,4.3,1.98,20
rehén,hostage,N,2.05,1.24,21,6.5,1.96,20,5.1,1.68,20,4.1,2.1,20,3.65,2.04,23,4.5,2.06,20
reina,queen,N V,4.62,1.81,26,5.35,2.11,20,6,1.26,21,5.75,1.68,20,5.68,1.59,22,5.55,1.93,20
relación,relationship,N,7.27,1.72,22,4,2.99,20,1.8,1.01,20,3.57,1.63,21,6.45,0.86,22,6.7,0.92,20
relajación,relaxation,N,8.23,0.75,22,1.5,0.83,20,3.86,2.06,21,3.05,1.56,22,6,1.45,22,6.05,1.43,22
relámpago,lightning,N,5.41,1.3,22,5.91,2.31,22,5.91,1.19,22,6.55,1.39,20,6,1.35,23,5.75,1.16,20
relato,story,V N,6.13,1.36,24,4,2.07,21,4.05,1.13,22,4.3,1.38,20,4.9,1.68,20,4.76,1.84,21
reloj,clock,N,5.19,1.36,21,3.9,2.1,20,6.65,0.59,20,6.95,0.21,22,6.09,1.57,22,6.73,0.7,22
repisa,ledge,N,5,0.56,20,3.86,1.73,22,5.76,1.48,21,5.14,1.73,22,4.14,2.32,22,4.81,1.81,21
réplica,reply,N,4.9,1.18,21,4.5,1.65,22,4.25,1.62,20,2.95,1.68,22,3.86,2.03,22,5.8,1.54,20
reportera,reporter,N,5.7,1.03,20,5.1,1.55,20,5.14,1.28,21,5.95,1.46,22,5.95,1.25,22,5.86,1.55,22
represión,repression,N,2.26,1.21,23,6.14,2.42,22,3.41,1.71,22,2.55,1.1,20,3.55,2.26,22,4.38,1.94,21
repulsión,repulsion,N,2.26,1.42,23,6.4,2.26,20,4.19,1.63,21,3.33,2.03,21,2.55,1.53,22,4.38,1.63,21
reputación,reputation,N,4.73,1.39,22,5.4,1.9,20,3.1,2,20,1.55,0.86,22,3.13,1.7,24,5.85,1.69,20
resaca,hangover,N V,3.09,1.62,23,4.27,1.8,22,5.18,1.5,22,3.91,2.04,22,6.27,1.12,22,6.29,1.23,21
rescate,rescue,V N,6.32,2.12,22,5.91,1.93,22,4.8,1.58,20,4.2,1.79,20,4.95,1.67,20,4.62,1.36,21
reservado,reserved,A N V,4.23,1.19,22,3.73,1.98,22,3.9,1.89,20,2.52,1.75,21,5.41,1.53,22,5.76,1.18,21
retórica,rhetoric,N A,5.5,1.19,20,3.95,2.04,21,2.7,1.81,20,1.83,1.15,23,2.73,1.86,22,3.9,1.65,20
retrato,portrait,V N,5.93,1.3,28,3.87,2.18,23,5.27,1.8,22,6.14,1.01,21,4.57,1.8,21,5.57,1.63,21
revelación,revelation,N,5.64,1.47,22,6.4,2.16,20,2.09,1.23,22,2.52,1.5,21,4,2.18,22,4.73,1.45,22
reverendo,reverend,A N,4.1,1.3,21,4.15,1.95,20,5.86,1.13,22,5.81,1.12,21,3.73,2.29,22,3.38,1.72,21
reverente,reverent,A,4.95,1.24,21,4.29,1.71,21,3.35,1.5,20,2.67,1.93,21,1.36,0.58,22,2.2,1.32,20
revés,backwards,N,4.7,1.03,20,4.65,1.5,20,3,1.56,20,3.76,1.89,21,3.5,2.11,22,5.14,1.59,21
revivir,to revive,V,7.05,1.62,22,6.1,2.55,20,4.29,2.08,21,3.67,1.93,21,3.08,1.79,24,5.32,1.59,22
revolución,revolution,N,5.52,2.19,23,6.64,1.97,22,3.45,2.14,20,4.57,1.75,21,5.32,1.67,22,5.6,1.39,20
revólver,revolver,N,2.6,1.54,20,6.91,2,22,6.45,0.96,22,6.25,1.29,20,4.59,2.52,22,4.86,1.61,22
rey,king,N,4,1.7,21,5.35,1.31,20,5.75,1.48,20,6.05,1.21,22,4.95,1.81,22,6.23,1.19,22
riego,irrigation,V N,4.91,1.11,22,4.32,1.76,22,4.74,1.68,23,5,2.07,23,4.27,2.16,22,4.68,2.03,22
riesgo,risk,N,4.96,1.8,23,7.73,1.45,22,2.4,1.39,20,2.35,1.09,20,4.95,1.91,22,5.45,1.64,20
riña,quarrel,V N,3.05,1.57,20,6.82,1.87,22,4.83,1.61,23,4.96,1.94,23,3.83,2.44,23,4.41,1.68,22
risa,laughter,N,8.62,0.59,21,6.1,2.69,20,5.38,1.16,21,5.7,1.45,20,6.27,1.08,22,6.95,0.21,22
rivalidad,rivalry,N,3.95,1.79,22,7.15,1.18,20,3.45,1.7,20,3.05,2.11,20,4.35,1.92,23,5.32,1.46,22
romanticismo,romanticism,N,7.27,1.39,22,5.15,3.1,20,3.38,1.6,21,3.9,1.77,20,6.04,1.27,24,5.73,1.64,22
rompecabezas,puzzle,N,5.32,1.7,22,6.05,1.76,20,5.1,2.13,20,5.45,1.54,20,4.59,2.09,22,4.45,1.88,20
rotación,rotation,N,5.09,0.29,22,5.75,2.38,20,4.15,1.93,20,3.35,2.23,20,3.65,1.97,23,4.1,2.26,21
rotura,breakage,N V,3.08,1.64,24,6.76,2.32,21,3.3,1.53,20,4.86,2.03,22,4.7,2.08,20,4.65,1.95,20
rubio,blond,A N,5.45,0.86,22,4.23,1.88,22,5.4,1.47,20,6.52,0.75,21,4.91,2.04,22,6.1,1.45,21
rueda,wheel,V N,4.86,1.2,21,3.81,1.72,21,6.05,0.95,22,6.64,0.66,22,6.27,1.39,22,6.32,1.29,22
rugido,roar,N V,4.52,1.2,23,5.55,2.48,22,4.59,1.37,22,4.45,2.24,22,5.41,2.13,22,5,2.07,22
ruido,noise,N,3.81,1.66,21,6.95,1.82,20,3.77,2.02,22,3.55,2.33,20,5.52,1.73,23,6.76,0.54,21
ruidoso,noisy,A,3.59,1.05,22,6.7,1.87,20,4.91,1.5,23,4.78,2.17,23,5,1.8,22,5.86,1.58,22
ruptura,rupture,N,1.48,0.59,23,7.18,1.87,22,3,1.6,22,3.35,1.98,20,5.18,2.08,22,5.86,1.59,21
sabiduría,wisdom,N,7.39,1.2,23,3.95,2.42,20,3.35,2.23,20,2.18,1.18,22,3.64,2.13,22,5.25,1.68,20
saciedad,satiety,N,4.65,2.04,23,4,2.35,22,3.14,1.73,22,3,1.45,20,3.27,2.05,22,4.39,1.99,23
sacrificio,sacrifice,N,4.27,2.16,22,7.55,1.61,20,3.5,2.09,20,3.4,2.54,20,4.43,2.13,23,5.1,1.09,21
sádico,sadist,A N,2.45,1.88,20,7.7,1.42,20,4.3,1.53,20,3.85,1.87,20,3.45,1.79,20,4.91,1.9,22
salario,salary,V N,7.85,1.18,20,6.59,2.28,22,5.65,1.39,20,3.65,1.63,20,6.35,1.27,23,6.32,1.04,22
salto,jump,V N,5.2,1.2,20,4.55,2.35,20,4.68,1.55,22,5.41,1.47,22,5.55,2.35,20,6.41,0.67,22
salud,health,N,7.09,2.25,23,4.8,3.16,20,2,1.56,20,2.55,1.63,22,5.23,1.66,22,6.65,0.75,20
salvaje,wild,A N,4.96,2.2,24,7.43,1.94,21,3.68,1.55,22,4.45,1.79,22,4.7,1.89,20,5.86,1.13,22
sangre,blood,V N,2.95,1.82,20,7.18,1.68,22,6.27,0.88,22,6.25,1.41,20,6.22,1.38,23,6.1,1.3,21
sangriento,bloody,A,2.38,1.56,21,7.36,1.5,22,5.09,1.44,23,4.87,2.07,23,5.23,1.93,22,4.32,1.89,22
sanidad,health,N,6.71,2.16,24,5.71,2.59,21,4.14,1.53,21,2.68,1.29,22,5.05,1.93,20,5.91,1.7,23
sección,section,N,4.45,1.22,22,4.4,1.19,20,2.55,1.01,22,2.18,1.33,22,2.92,2.24,24,5.23,1.48,22
secretaria,secretary,N A,5.43,1.17,28,4.09,1.68,23,5.27,1.35,22,5.52,1.57,21,5.1,1.67,21,6.05,1.07,21
secretario,secretary,N A,4.42,0.86,26,3.5,1.97,22,5.33,1.39,21,4,2.1,20,5.35,1.99,23,5.38,2.01,21
secuestrador,kidnapper,N,2,1.41,21,7.6,1.27,20,5.86,1.11,21,4.45,1.96,20,4.91,1.93,23,4.52,2.11,21
secuestro,kidnapping,V N,1.64,0.85,22,8.15,1.31,20,4.5,1.77,22,4.45,1.65,22,4.38,2.28,24,5.05,2.06,21
seducción,seduction,N,7.23,1.27,22,7.7,1.3,20,4.1,1.58,21,3.23,1.97,22,5.42,1.74,24,5,1.62,20
seguridad,security,N,7.41,1.33,22,3.7,2.9,20,2.4,1.64,20,2.85,1.09,20,4.83,1.99,24,6.15,1.23,20
semáforo,semaphore,N,4.78,0.95,23,4.14,1.91,22,6.8,0.41,20,6.9,0.45,20,6.27,1.55,22,6.78,0.67,23
senadora,senator,N,5.35,0.93,20,5,1.86,20,5.38,1.32,21,4.59,1.71,22,3.5,2.2,22,4.25,2.05,20
seno,breast,N,5.46,1.82,24,3.76,1.92,21,5.55,1.63,22,6.04,1.85,23,5.2,2.17,20,5.45,1.5,20
sensualidad,sensuality,N,7.05,1.36,22,6.2,2.35,20,2.65,1.5,20,3.95,1.67,20,5.95,1.62,22,5.82,1.1,22
sentimiento,feeling,N,6.95,1.53,21,5.1,2.64,21,2.6,1.76,20,2.09,1.54,22,4.77,2.05,22,6.6,0.99,20
señal,signal,N,4.8,0.52,20,4.6,1.73,20,4.41,1.97,22,6.83,0.49,23,5.85,1.87,20,6.2,0.89,20
separación,separation,N,1.59,0.96,22,6.5,2.01,20,3.8,2.04,20,3.75,2.02,20,5.55,2.02,22,5.5,1.37,22
sequía,drought,N,2.41,1.5,22,5.25,2.92,20,3.91,1.57,22,5.4,1.19,20,4.41,1.84,22,5.27,1.49,22
serenidad,serenity,N,6.18,1.37,22,2.5,2.82,20,3,1.69,20,2.71,1.52,21,3.54,1.91,24,4.85,1.73,20
seriedad,seriously,N,4.27,1.28,22,2.8,2.09,20,5,1.59,20,2.9,1.97,20,4.65,1.77,23,5.85,1.14,20
serpiente,snake,N,4.05,1.43,21,6.64,2.08,22,6.55,1.15,20,6.85,0.49,20,5.35,2.03,20,6,1.2,22
servilleta,napkin,N,5.04,0.47,23,3.6,1.85,20,6.45,1.28,20,6.9,0.3,21,6.14,1.78,22,6.67,0.73,21
severidad,severity,N,4,2.08,20,5,2.07,22,3.36,1.84,22,2.22,1.54,23,3.13,2.16,23,3.67,1.62,21
sierra,saw,V N,5.35,1.53,23,5.05,2.26,20,5.86,1.32,22,6.59,0.8,22,4.82,2.06,22,5,1.64,21
siesta,nap,N,7.41,1.47,22,1.65,1.27,20,5.35,1.6,20,5.5,1.43,20,6.45,0.8,22,6.25,1.12,20
significado,meaning,A N V,5.52,1.16,23,3.73,1.91,22,3.36,2.46,22,1.7,0.92,20,3.82,2.4,22,6.27,0.77,22
signo,sign,V N,5.13,0.69,23,3.95,2.03,22,2.9,1.55,20,4.09,1.87,22,4.82,2.24,22,5.52,1.25,21
silla,chair,N,5.18,0.5,22,4,1.38,22,6.73,0.63,22,6.82,0.5,22,6.5,1.06,22,6.6,0.94,20
símbolo,symbol,N,5.05,0.22,20,4.36,1.68,22,2.36,1.65,22,4.18,1.79,22,4.52,2.41,23,5.62,1.63,21
simetría,symmetry,N,5.46,0.98,24,3.67,1.65,21,4.27,1.83,22,5.19,1.86,21,3.5,2.37,20,4.55,1.99,20
simpático,sympathetic,A N,8,0.71,21,5.27,1.78,22,5,1.62,23,5,2.09,23,6.27,1.24,22,6.48,0.81,21
siniestro,incident,A N,2.18,1.53,22,6.9,2.43,20,3.09,1.31,22,3.59,1.84,22,3.86,2.03,22,4.7,2.08,20
sirena,mermaid,N,6.05,2.17,22,5.45,2.39,22,4.77,1.77,22,6.65,0.57,23,5.05,2.26,20,5.36,1.5,22
situación,situation,N,5.14,0.83,22,4,1.97,20,2.05,1.43,20,2.45,1.74,22,5.09,2,22,5.9,1.62,20
sociedad,society,N,5.55,1.77,22,5.5,2.26,20,3,1.8,22,2.59,1.4,22,5.55,1.68,22,6,0.98,22
socorro,relief,V N,2.92,1.32,24,7.81,1.57,21,3.7,2.18,20,2.45,1.65,22,5.5,1.7,20,5.27,1.42,22
solar,solar,N A V,5.5,1,20,3.85,1.87,20,4.48,1.81,21,4.67,2.03,21,4.7,2.52,20,4.91,1.93,22
soldado,soldier,N V,3.45,1.5,20,5.73,1.35,22,6,1.63,22,6.29,1.1,21,5,2,22,5.86,1.21,22
solitario,lonely,A N,2.65,1.75,23,3.73,2.62,22,2.77,1.6,22,4.36,2.06,22,4.86,1.78,22,5.67,0.97,21
solución,solution,N,7.86,1.13,22,4.55,3.25,20,3.95,1.96,20,2.3,1.59,20,4.87,1.66,23,6,1.48,22
sombra,shadow,N V,4.35,1.23,20,4.95,2.17,22,4.27,1.78,22,5.64,1.47,22,4.27,2.35,22,6.36,1.26,22
sombrero,hat,N,5.4,0.68,20,3.18,1.68,22,6.45,0.76,20,6.86,0.47,22,6.14,1.64,22,5.9,1.48,20
sonido,sound,N,6.05,1.05,20,5.18,2.38,22,3.57,2.31,21,3.05,1.99,22,5.61,1.85,23,6.24,1.04,21
sonrisa,smile,N,8.91,0.29,22,3.75,2.51,20,5.71,1.23,21,6.45,1.06,22,6.73,0.55,22,6.86,0.35,22
soplo,blow,V N,4.85,1.5,20,3.95,2.24,22,4.14,1.78,22,4.1,2.05,21,5.4,2.21,20,5.09,1.44,23
sorprendido,surprised,V,6,1.21,20,6.86,1.78,22,5.35,1.3,23,5.09,1.83,23,5.95,1.5,22,5.95,1.57,20
sospecha,suspicion,N V,3.35,1.57,20,6.5,2.11,22,3,1.97,20,2.48,1.44,21,4.96,2.25,23,5.35,1.46,20
suavidad,softness,N,6.5,2.02,22,3.1,3.04,20,3,1.45,20,4.38,1.86,21,5.75,1.39,24,6,1.34,20
subida,rise,N A V,5.09,1.57,22,6.75,2.17,20,4.5,2.06,20,5.7,1.98,20,5.13,2.1,23,5.78,1.57,23
suceso,happening,N,5.39,1.44,23,5.55,2.13,22,1.8,0.95,20,2.86,1.71,21,3.86,2.03,22,6.1,1.12,20
sucio,dirty,A,2.33,1.15,21,5.73,2.19,22,4.5,1.36,20,5.5,1.76,20,5.45,2.06,20,6.05,1.39,20
sudor,sweat,N,3.96,1.72,23,5.18,2.15,22,6.18,0.91,22,5.81,1.33,21,6.09,1.34,22,6.5,0.67,22
suerte,luck,N,8.09,1.08,23,4.65,3.38,20,2.15,1.57,20,2.23,1.6,22,4.95,1.81,22,6.55,1,20
sufrimiento,suffering,N,1.5,0.8,22,7.75,1.89,20,2.55,1.41,22,3.14,1.75,22,4.86,2.1,22,5.57,1.12,21
suicidio,suicide,N,1.64,0.95,22,7.95,1.66,21,6,1.18,21,4.23,1.82,22,4.91,2.07,22,5.9,1.21,20
sujetador,bra,N,5.23,1.24,26,5.1,1.48,20,5.95,1.16,21,6.9,0.31,20,6.27,1.16,22,6.77,0.69,22
superación,improvement,N,8,0.93,22,6.3,2.75,20,2.64,1.56,22,3.35,1.63,20,4.71,1.99,24,5.55,1.92,22
superioridad,superiority,N,4.18,1.79,22,5.62,2.16,21,3.1,2.15,20,2.9,2.1,20,4.13,1.84,23,5.5,1.79,22
supermercado,supermarket,N,5.74,1.36,23,3.68,2.03,22,5.9,1.52,20,6.68,0.48,22,6.59,0.96,22,6.87,0.34,23
suplicio,ordeal,N,2.96,1.15,23,6.4,1.9,20,3.29,1.49,21,1.86,1.13,22,2.32,1.55,22,4.09,1.77,22
suspenso,suspense,N,1.45,0.74,22,8.4,0.88,20,4.1,2.13,20,4.32,1.99,22,5.79,1.25,24,6,1.3,20
sustancia,substance,N V,4.68,0.89,22,4.45,1.5,20,2.15,1.39,20,3.75,1.86,20,3.71,2.24,24,5.05,2.16,20
sustento,livelihood,V N,5.48,0.93,21,4.27,1.58,22,3.19,1.63,21,2.14,1.32,22,1.77,1.15,22,4.43,1.78,23
susurro,whisper,V N,5.78,1.54,23,4.05,2.59,22,5.38,1.83,21,3.27,1.88,22,6.14,1.17,22,6,1.3,21
tabla,table,N V,5.05,0.22,21,3.45,1.82,22,4.73,1.7,22,6.7,0.57,20,5.1,1.97,20,6.52,1.04,23
taburete,stool,N,5.05,0.38,22,3.71,1.76,21,6.64,0.58,22,6.76,0.44,21,5.64,1.68,22,5.8,1.32,20
tacaño,stingy,A N,2.15,1.04,20,5.45,1.5,20,4.86,1.53,21,3.3,1.84,23,3.32,2.08,22,5.27,1.64,22
talla,size,N V,4.68,0.65,22,4.59,1.87,22,3.55,1.63,22,3.9,1.58,21,5.85,1.93,20,6.23,1.54,22
talle,detail,V N,4.8,0.52,20,3.5,1.71,22,4.39,1.75,23,3.09,2.13,23,1.95,1.21,22,2.86,1.67,22
talón,heel,N,5.1,1.26,21,3.67,1.77,21,6.05,1.65,22,6.55,0.74,22,6.25,1.52,20,5.8,1.61,20
tamaño,size,A N,5.13,1.22,23,4.86,2.38,22,2.5,2.04,20,2.83,1.61,23,5.27,2.21,22,6.4,1.47,20
tambor,drum,N,5.75,1.35,28,4.87,2.49,23,5.77,1.41,22,7,0,21,5.05,1.77,21,5.29,1.45,21
tanatorio,morgue,N,1.05,0.21,22,6.55,2.39,20,6.48,0.93,21,6.05,1.23,20,6.13,1.18,23,4.5,2.01,20
tanga,thong,N,5.55,1.23,20,5.35,1.57,20,6.33,0.8,21,6.67,0.58,21,5.5,2.22,22,6.45,0.74,22
tanque,tank,N,2.77,1.23,22,6.5,2.24,22,5.9,1.17,20,6.55,0.69,20,5.1,2.02,20,4.52,2.16,21
tarántula,tarantula,N,3.32,1.49,22,7.19,1.63,21,6.73,0.46,22,6.45,1.1,20,5.3,1.96,23,4,1.38,21
tatuaje,tattoo,N,5.82,1.56,28,5.75,1.89,20,5.59,1.4,22,6.95,0.22,21,6.3,0.97,23,5.95,1.02,21
taza,cup,N V,5.43,1.24,23,3.6,1.88,20,6.23,1.19,22,7,0,23,6.27,1.32,22,6.7,0.66,20
teja,tile,N V,4.86,0.64,22,3.35,1.93,20,5.7,1.84,23,6.48,1.31,23,3.91,2.71,22,5.23,1.69,22
tela,cloth,N,4.95,1.02,21,3.1,1.97,20,5.29,1.9,21,6.23,1.31,22,5.15,2.35,20,6,1.45,22
teléfono,phone,N,5.96,1.19,23,4.35,2.28,20,5.91,1.06,22,7,0,22,6.77,0.43,22,6.91,0.29,22
telescopio,telescope,N,5.46,1.35,24,3.71,2.24,21,6.76,0.54,21,6.67,0.48,21,6.3,1.22,20,5.29,1.76,21
temor,fear,N,2.86,1.25,22,6.95,1.19,20,3.15,1.87,20,2.77,1.66,22,3.91,1.87,22,5.75,1.68,20
