word_chinese_simplified,word_pinyin,age_of_learning,aoa_mean,concrete_mean,familiar_mean,imagine_mean
志,zhi4,3,4.15,3.26,6.45,3.87
治,zhi4,3,4.26,4.15,6.5,4.74
炙,zhi4,8,6.05,5.08,4.59,4.71
质,zhi4,6,4.56,3.38,5.16,3.18
致,zhi4,5,5.15,3.53,5.88,3.52
掷,zhi4,5,5.08,5.69,6.19,5.52
窒,zhi4,18,5.85,3.88,4.75,4.26
智,zhi4,5,4.18,2.98,6,4.85
滞,zhi4,16,5.49,3.7,4.42,3.86
痣,zhi4,14,5.2,6.34,6,5.77
稚,zhi4,6,5.65,3.36,5.81,3.97
置,zhi4,2,4.83,4.79,6.09,3.77
中,zhong1,1,2.67,3.95,6.23,5.09
忠,zhong1,4,4.43,4.31,6.56,5.07
钟,zhong1,7,3.73,6.61,6.66,6.57
肿,zhong3,13,4.48,5.56,5.22,5.35
众,zhong4,3,3.97,4.35,5.69,5.44
重,chong2,3,3.48,5.03,6.66,5.58
州,zhou1,6,3.92,4.62,6.16,4.25
舟,zhou1,4,3.39,6.83,6.13,6.78
诌,zhou1,22,6.08,3.08,3.53,3.47
洲,zhou1,5,4.63,5.46,6.39,5.13
粥,zhou1,11,4.08,6.72,6.78,6.09
轴,zhou2,6,5.1,5.93,6.16,5.88
咒,zhou4,12,5.56,4.03,5.68,5.53
宙,zhou4,6,4.53,3.35,5.84,4
昼,zhou4,8,4.63,6.05,6.48,5.45
皱,zhou4,3,4.9,5.46,6,5.58
朱,zhu1,5,4.56,3.68,5.56,4.59
珠,zhu1,2,3.95,5.68,6.65,6.39
猪,zhu1,7,3.17,6.97,6.6,7
竹,zhu2,1,3.18,6.74,6.34,6.58
主,zhu3,2,3.14,3.16,5.39,3.75
拄,zhu3,19,5.15,4.74,5.41,4.47
属,zhu3,3,4.92,2.75,5.38,3.62
煮,zhu3,6,3.69,5.73,6.1,6.7
住,zhu4,2,3,5.35,6.93,6.15
助,zhu4,2,3.95,3.67,6.09,4.52
注,zhu4,3,4.11,4.25,6.09,5.12
贮,zhu4,8,5.23,4.9,6,4.52
驻,zhu4,8,4.85,4.79,6.28,4.16
柱,zhu4,4,3.95,6.29,6.58,6.06
祝,zhu4,3,3.85,4.05,6.63,4.84
著,zhu4,2,4.9,3.85,5.84,4.74
蛀,zhu4,16,5.1,5.08,5.56,4.91
筑,zhu4,4,4.82,5.33,6.52,5.41
铸,zhu4,3,5.1,5.21,5.81,5.1
箸,zhu4,13,6.51,5.76,4.69,5
抓,zhua1,4,3.5,6.06,6.35,6.56
爪,zhua3,2,3.28,6.49,6.7,6.27
拽,zhuai1,6,5.26,5.33,5.26,6
砖,zhuan1,11,3.73,6.84,6.41,6.48
转,zhuan3,2,3.69,5.38,6.19,6.5
赚,zhuan4,13,4.88,4.49,6.63,5.29
撰,zhuan4,15,6.24,4.21,5.38,4.65
妆,zhuang1,8,4.56,5.32,6.16,5.5
庄,zhuang1,2,3.82,4.45,6.57,4.41
装,zhuang1,2,4.26,5.03,6,5.61
壮,zhuang4,4,4.1,4.88,6.8,5.65
状,zhuang4,3,4.36,3.28,5.44,3.88
撞,zhuang4,5,4.23,5.68,6.5,6.19
追,zhui1,2,3.35,5.53,6.84,6.26
锥,zhui1,13,5.81,6.03,5.1,5.75
坠,zhui4,6,5.08,5.38,6.45,6.12
缀,zhui4,5,5.47,4.3,4.94,4.36
赘,zhui4,20,6.59,3,3.34,3.06
准,zhun3,2,4.18,4.08,5.66,4.35
捉,zhuo1,1,3.69,5.77,6.7,6.06
桌,zhuo1,1,2.97,6.71,6.87,6.88
灼,zhuo2,16,5.68,4.82,5.19,4.61
啄,zhuo2,3,4.53,5.54,6,6.03
镯,zhuo2,21,5.69,6,5.5,5.59
兹,zi1,7,6.26,2.76,3.19,1.97
姿,zi1,5,4.76,3.92,5.06,4.11
资,zi1,4,4.83,4.77,6.06,3.94
籽,zi2,7,4.97,5.63,6.19,5.12
紫,zi3,4,3.73,5.72,6.52,6.23
字,zi4,1,2.83,6.33,6.63,6.71
棕,zong1,2,5.15,5.21,5.44,4.74
踪,zong1,7,5.28,4.06,5.19,3.82
鬃,zong1,4,6.5,5.22,4.29,5.14
总,zong3,2,3.56,3.73,5.65,4.04
走,zou3,1,2.6,6.13,6.87,6.67
奏,zou4,9,5.05,4.82,6.29,4.71
揍,zou4,11,4.39,5.43,5.97,6.56
租,zu1,13,4.95,5.05,6.68,5.68
足,zu2,6,3.28,4.25,5.29,5.04
卒,zu2,16,5.31,4.43,4.47,3.76
族,zu2,4,4.74,4.21,6.61,4.26
阻,zu3,7,4.34,4.5,6.28,5.74
组,zu3,3,3.84,4.51,6.19,4.35
祖,zu3,2,3.85,4.87,6.06,4.61
钻,zuan4,2,4.4,5.36,6.25,5.13
嘴,zui3,3,2.93,6.89,6.72,6.77
罪,zui4,7,4.69,4.33,6.72,5.85
醉,zui4,8,4.78,5.32,5.65,6.04
遵,zun1,6,4.74,3.73,6.19,4.47
昨,zuo2,3,3.15,3.83,5.67,5
左,zuo3,2,2.63,5.03,6,5.42
佐,zuo3,18,5.67,3.13,4.47,3.55
作,zuo4,3,3.53,3.6,6.22,4.76
坐,zuo4,1,2.66,5.84,6.73,6.67
做,zuo4,1,3.13,4.85,7,5.06
Back to the top!,NA,NA,NA,NA,NA,NA
