word_spanish,translate_word_english,color_mean,color_sd,motion_mean,motion_sd,grasp_mean,grasp_sd,pain_mean,pain_sd,sound_mean,sound_sd,taste_mean,taste_sd,smell_mean,smell_sd,boi_mean,concrete_mean,imagine_mean,category,pc1_scores,pc2_scores
abeja,bee,6.15,1.23,7.52,0.82,4.21,2.83,5.38,1.81,3.32,1.81,2.31,1.73,1.8,1.08,4.47,6.42,6.59,Insectos (An insect),1.37,0.32
abrigo,coat,4.67,1.87,2.8,1.58,7.33,1.01,1.81,0.94,1.77,0.92,2.63,1.16,3,1.87,6.07,4.98,6.72,Prendas de vestir (An article of clothing),-0.96,-0.11
acordeón,accordion,5.13,1.79,5.48,1.29,4.5,2.11,3.08,1.92,5.84,1.29,2.31,1.06,2.12,1.59,6.08,6.55,5.11,Instrumentos musicales (A musical instrument),1.16,-0.03
aguijón,sting,3.85,2.37,3.44,2.35,4.65,2.53,6.23,1.66,1.9,1.42,1.9,1.33,1.2,0.41,3.88,6.23,5.38,NA,0.45,-1.19
águila,eagle,5.21,2.03,7.36,0.7,3.21,1.98,3.92,1.61,4.48,1.82,4.03,1.77,4.2,1.96,4.36,6.41,5.59,Aves (A bird),1.32,1.25
aguja,needle,3.36,2.25,3.4,1.66,7.71,0.62,5.42,2.06,1.45,1.31,1.97,1.12,1.28,0.68,6.14,5.88,5.93,Armas (A weapon),-0.24,-1.28
ajedrez,chess,4.75,2.05,3.36,1.68,5.54,1.89,2.08,1.47,2.16,1.27,2.47,1.11,1.64,1.35,5.59,5.8,5.32,Deportes (A sport),-0.52,-0.47
ajo,garlic,1.88,0.91,1.76,1.05,7.67,0.7,1.62,0.64,1.26,0.51,4.97,1.96,6.68,1.44,6.14,5.77,6.33,Condimentos (A substance for flavoring food),-1.55,0.63
ancla,anchor,3.27,1.88,2.5,1.35,2.96,1.81,5.19,1.65,4.1,1.8,1.81,1,2.24,1.42,4.45,6.03,5.71,NA,0.88,-1.14
anillo,ring,5.63,1.95,2.48,1.71,7.88,0.45,2.5,1.56,1.65,0.75,2.72,1.35,1.56,0.77,6.07,5.95,6.61,Serpientes (A snake),-0.96,-0.29
antena,antenna,3.06,1.82,2,1.12,5.21,1.98,3.5,2,2.55,1.61,1.88,0.79,1.4,0.65,5.02,5.77,6.58,Partes de un edificio (A part of a building),-0.28,-1.43
antorcha,torch,6.64,1.48,3.68,1.93,6.96,1.27,5.38,1.58,2.81,1.54,1.69,0.86,4.52,2.06,4.92,6.51,6.2,NA,0.5,0.65
araña,spider,4.7,2.2,6.68,1.55,5.58,2.28,4.77,1.8,1.42,0.96,1.84,1.44,1.36,0.49,4.93,5.99,6.14,Insectos (An insect),0.41,-0.46
árbol,tree,6.13,1.34,2.52,1.83,2.21,1.28,3.85,2.44,2.42,1.23,3.59,1.81,4.44,1.96,5.71,5.92,6.29,NA,0.24,0.9
arco,bow,3.19,1.35,3.16,1.72,6.21,2,5.15,2.15,3.29,1.62,2.13,1.07,1.48,0.77,4.47,5.4,6.16,Armas (A weapon),0.32,-1.24
arma,weapon,4.06,2.21,3.52,1.85,5.67,1.71,7.88,0.33,6.61,1.56,1.59,0.91,2.28,1.67,5.02,5.2,6.15,Muebles (An article of furniture),2.04,-0.93
arroz,rice,2.27,1.48,2.12,1.42,7.17,0.96,1.58,0.76,1.68,1.22,7.19,0.9,3.88,1.83,6.17,6.36,5.44,NA,-1.62,0.55
ascensor,elevator,2.97,1.47,5.84,1.14,1.54,1.32,3.88,1.97,4.23,1.67,1.81,0.82,3.16,1.82,5.13,6.46,6.11,Partes de un edificio (A part of a building),1.3,-0.5
atún,tuna,3.36,1.85,6.12,1.99,4.29,2.31,2.04,1,1.9,0.91,7.09,1.49,5.76,1.81,5.67,6.15,5.7,Peces (A fish),-0.42,1.88
avestruz,ostrich,4.03,1.74,7.12,0.73,2.04,1.2,4.54,2.06,4.61,1.63,4.34,1.99,5.32,2.12,4.14,5.34,6.4,Aves (A bird),1.55,1.25
bala,bullet,4.09,2.1,5.04,1.99,6.13,2.51,7.81,0.4,5.39,2.27,1.78,1.21,2.36,1.82,4.8,5.71,5.58,Armas (A weapon),1.85,-0.67
balanza,scale,3.27,1.77,3.68,1.68,5.38,1.28,2.92,1.65,2.23,0.96,2.31,1.06,1.64,1.08,5.02,5.89,6.01,NA,-0.3,-0.96
balcón,balcony,2.84,1.51,1.12,0.33,1.58,1.18,4.08,2.06,2.19,1.42,2.03,1.03,1.68,1.22,4.47,6.03,6.18,Partes de un edificio (A part of a building),0.03,-1.5
ballena,whale,4.42,1.71,7.12,0.93,1.21,0.51,4.31,2.36,5.65,1.78,4.32,1.96,4.56,2.26,3.54,6.46,6.44,Peces (A fish),1.86,1.16
baño,bathroom,3.58,1.75,1.12,0.33,1.75,1.26,2.73,1.64,3.42,1.57,1.84,1.19,3.96,1.86,4.97,5.44,6.33,Partes de un edificio (A part of a building),0.16,-0.59
baraja,deck,3.94,1.76,3.96,1.65,7.04,1.27,2.08,1.32,1.87,0.96,2.5,1.24,2.08,1.26,5.95,5.52,6.18,NA,-0.71,-0.51
barco,ship,4.75,1.61,6.32,0.9,1.5,1.1,4.31,2.28,6.55,1.26,2.16,1.17,3.2,1.76,4.69,6.02,6.29,Embarcaciones (A type of ship),2.13,0.19
barro,clay,3.91,2.37,2,1.38,5,2.55,1.96,1.37,1.84,0.93,1.5,0.84,4.52,1.66,5.78,5.79,6.15,Juguetes (A toy),-0.62,-0.29
bastón,cane,2.88,1.41,4.16,1.8,7.54,0.83,4.65,1.92,2.71,1.16,2.28,1.2,1.68,0.85,5.64,6.2,6.6,NA,0.02,-1.09
baúl,trunk,3.66,1.73,1.68,0.85,4.08,2.02,3.5,2.1,3.42,1.84,2.28,0.99,3.24,2.05,5.44,6.33,6.06,Muebles (An article of furniture),0.07,-0.63
biblia,bible,2.52,1.54,1.84,1.14,7.17,1.31,3.65,2.33,1.58,0.89,2.16,1.05,2.72,1.99,5.1,5.66,5.7,Material de lectura (A type of reading material),-0.77,-1.17
bicicleta,bike,5.13,1.52,6.76,0.88,5.13,1.8,4.35,1.74,3.55,1.67,2.34,1.1,2.32,1.46,6.03,6.8,6.58,Vehículos (A type of vehicle),0.95,0.13
blusa,blouse,4.66,1.88,3.2,1.53,7.5,0.78,1.38,0.57,1.29,0.64,2.91,1.28,2.88,1.94,6.51,6.4,5.2,Prendas de vestir (An article of clothing),-1.17,-0.01
boina,beret,3.64,2.1,2.6,1.47,7.21,0.98,1.58,0.99,1.42,1.29,2.44,1.32,2.32,1.8,5.47,6.29,5.95,Prendas de vestir (An article of clothing),-1.16,-0.69
botella,bottle,4.09,2.02,2.92,1.41,7.63,0.71,4.31,1.83,3.35,1.54,2.94,1.63,2.28,1.72,5.95,6.03,6.77,Utensilios de cocina (A kitchen utensil),-0.07,-0.5
buey,ox,4,1.93,7,0.76,1.54,0.98,5.08,1.85,5.29,1.44,5.78,1.86,6.2,1.78,4.62,5.86,5.61,Animales de cuatro patas (A four-footed animal),1.78,1.85
búfalo,buffalo,4.67,2.16,7.04,0.68,1.42,0.72,5.69,1.91,5.84,1.34,5.19,1.71,6.16,1.68,4.14,6.31,5.5,Animales de cuatro patas (A four-footed animal),2.16,1.86
bufanda,scarf,5.3,1.47,3.16,1.46,7.46,0.66,1.65,0.89,1.32,0.6,2.59,1.24,3.08,2.04,6.47,6.71,6.07,Prendas de vestir (An article of clothing),-1.04,0.14
búho,owl,4.25,2.08,6.44,1.12,3.75,2.09,2.31,1.44,4.42,1.57,3.63,1.76,4,1.73,4.47,6.1,6.07,Aves (A bird),0.74,0.75
buzón,mailbox,4.48,2.12,1.24,0.44,4.54,1.67,2.77,1.84,2.45,1.29,2,1.08,2,1.15,5.47,6.24,6.29,Partes de un edificio (A part of a building),-0.44,-0.85
caballo,horse,5.5,1.78,7.6,0.5,2,1.25,4.88,2.07,5.65,1.33,4.69,1.82,6.44,1.36,5.63,6.23,6.65,Animales de cuatro patas (A four-footed animal),2.03,2.17
cabaña,cabin,3.15,1.68,1.16,0.37,1.38,0.65,2.73,1.93,3.16,1.68,2.34,1,3.24,1.88,4.12,NA,6.09,Tipos de viviendas (A type of human dwelling),0.05,-0.8
cable,cable,3.21,1.58,2.16,1.11,7.08,0.78,3.69,1.57,1.84,1.04,1.75,0.84,1.88,1.01,5.76,5.82,5.71,Herramientas (A carpenter's tool),-0.59,-1.27
cachorro,cub,4.3,1.79,7.28,0.94,6.38,1.38,2.15,1.22,4.14,1.56,3.44,2.03,5,1.98,5.75,5.19,6.43,NA,0.5,1.12
caja,box,2.67,1.45,2.48,1.53,6.42,1.38,3,1.74,2.45,0.93,2.5,1.08,2.8,1.8,6,4.58,6.23,Instrumentos musicales (A musical instrument),-0.52,-0.9
calendario,calendar,3.36,1.82,1.76,0.83,6.83,1.37,1.73,0.92,1.52,0.85,2.53,1.19,1.68,1.22,5.18,6.18,6,Unidades de tiempo (A unit of time),-1.22,-1.04
cama,bed,3.48,1.77,1.52,0.71,2.75,1.57,2.35,1.72,2.81,1.42,3.07,1.86,3.2,2.18,6.7,6.12,7,Muebles (An article of furniture),-0.3,-0.46
camión,truck,4.31,1.67,6.92,0.81,1.42,1.06,6.19,1.88,6.35,1.38,1.66,0.75,4.12,2.24,5.08,6.5,6.55,Vehículos (A type of vehicle),2.65,0.19
camisa,shirt,4.67,1.8,3.16,1.86,7.5,0.66,1.77,0.82,1.48,0.72,2.75,1.16,3,1.96,6.22,6.29,6.28,Prendas de vestir (An article of clothing),-1.02,-0.04
campana,bell,5.28,2.02,4.72,1.37,5,2.13,3.77,2.12,6.45,1.55,2.09,1,2.16,1.6,5.12,5.65,6.49,Instrumentos musicales (A musical instrument),1.33,-0.15
candado,padlock,4.18,1.86,1.76,0.93,7.54,0.72,3.2,1.68,2.45,1.36,1.97,1,2.6,1.68,5.68,6.18,6.22,NA,-0.61,-0.73
carne,meat,5.03,1.82,2.24,1.27,6.58,1.28,2.42,1.58,1.84,1.13,7.13,1.7,5.72,1.57,5.78,5.64,6.23,Colores (A color),-1.13,1.89
carpeta,folder,4.63,2.28,3.4,1.66,7.63,0.49,2.42,1.17,2.23,1.12,2.56,1.44,2.28,1.77,6.12,6.14,6.47,Material de lectura (A type of reading material),-0.66,-0.31
carro,cart,3.5,1.57,6.08,1.08,3.83,2.22,4.27,1.97,4.9,1.7,2,0.92,2.68,1.77,5.93,5.57,5.97,Vehículos (A type of vehicle),1.32,-0.42
carruaje,carriage,4.48,2.11,5.92,1.22,1.71,1.3,4.12,2.18,5.74,1.26,1.91,1.03,3.32,2.25,4.53,5.76,5.7,Vehículos (A type of vehicle),1.81,0.04
carta,letter,2.53,1.44,3.04,1.54,7.67,0.64,2.23,1.45,1.45,0.68,2.75,1.3,2.32,1.57,5.76,5.73,6.05,Material de lectura (A type of reading material),-1.07,-0.92
cartel,poster,5.33,2.09,2,1.04,6.42,1.53,2.27,1.48,1.65,0.8,2.59,1.16,1.64,0.95,5.31,4.99,6.14,Material de lectura (A type of reading material),-0.91,-0.44
casa,house,4.5,1.61,1.16,0.47,1.13,0.34,3.23,2.27,3.77,2.22,2.19,1.26,4.04,1.99,5.2,5.63,6.58,Tipos de viviendas (A type of human dwelling),0.45,-0.21
cebolla,onion,3.09,1.65,2.04,1.24,7.75,0.44,2.62,1.6,1.45,0.77,5.81,1.4,6.64,1.58,6.03,6.43,6.41,Verduras (A vegetable),-1.28,1.2
cenicero,ashtray,2.85,1.54,1.96,1.1,7.38,0.71,3.42,1.92,2.57,1.57,1.06,0.25,5.44,2.12,5.8,6.33,5.94,NA,-0.36,-0.52
cera,wax,3.28,2.17,1.76,0.83,5.96,2.12,3.46,1.92,1.29,0.53,2.5,1.57,4.4,2.14,5.14,4.75,5.87,NA,-0.71,-0.35
cerdo,pig,4.21,1.96,6.92,0.81,2.83,1.55,3.23,1.61,4.97,1.58,6.63,1.58,7.08,1.32,5,5.39,5.8,Animales de cuatro patas (A four-footed animal),1.07,2.46
cesta,basket,3.22,1.64,2.56,1.23,7.21,0.78,2.04,1.04,2.03,1.11,2.63,1.24,2.28,1.31,6.34,5.81,6.06,NA,-0.94,-0.8
chaqueta,jacket,4.88,1.72,3.36,1.73,7.54,0.83,1.54,0.9,1.68,0.75,2.59,1.19,2.88,1.79,6.02,5.86,6.59,Prendas de vestir (An article of clothing),-0.98,-0.02
charco,puddle,2.52,1.64,2.2,1.61,1.5,1.44,1.88,0.99,2.42,0.81,2.16,1.42,2.8,1.89,4.53,5.44,6.08,NA,-0.22,-1.01
cheque,check,2.64,1.6,2.32,1.11,7.46,0.98,1.73,1.56,1.26,0.58,2.75,1.22,1.92,1.63,4.86,6.48,NA,Dinero (A kind of money),-1.32,-1.07
chicle,gum,4.45,2.21,4.36,2.29,7.63,0.88,2.08,1.2,2.1,0.94,6.81,0.83,5.04,1.72,6.1,6.38,6.08,NA,-0.96,1.7
chimenea,chimney,3.97,1.93,1.2,0.41,1.46,0.66,4.15,2.03,2.94,1.12,1.59,0.84,5.72,1.65,4.68,6.17,6.29,Partes de un edificio (A part of a building),0.48,-0.07
chocolate,chocolate,5.76,1.9,2.6,1.61,7.54,0.83,1.58,0.7,1.48,0.63,7.78,0.49,5.72,1.88,6.03,6.13,6.62,Bebidas no alcohólicas (A nonalcoholic beverage),-1.51,2.36
choza,hut,2.85,1.62,1.16,0.37,1.71,1.04,2.69,1.95,2.9,1.6,2.13,1.16,3.76,2.39,4.52,5.18,6.42,Tipos de viviendas (A type of human dwelling),-0.04,-0.79
cicatriz,scar,2.79,1.49,1.44,0.82,1.83,2.04,4.15,2.09,1.06,0.25,2.22,1.43,1.2,0.65,4.67,5.58,5.96,NA,-0.27,-1.58
cigarro,cigarette,2.78,1.66,3.88,1.72,7.83,0.38,5.31,2.11,1.48,0.72,2.69,2.46,7.36,0.86,6.02,6.25,6.31,NA,-0.1,0.6
cinturón,belt,4.09,1.78,2.56,1.5,7.17,1.17,4.65,1.74,2.74,1.48,2.31,1.06,2.72,1.7,6.14,6.05,5.83,Prendas de vestir (An article of clothing),-0.08,-0.6
cocina,kitchen,4.22,1.62,1.28,0.68,1.33,0.56,3.69,1.98,4.84,1.57,2.75,1.85,4.76,1.74,4.55,6.04,6.06,Partes de un edificio (A part of a building),0.78,0.07
cohete,rocket,5.79,1.62,6.24,1.76,2.33,1.76,5.38,2.21,7.19,1.19,2.16,1.14,3.92,2.29,3.56,5.95,6.27,Vehículos (A type of vehicle),2.49,0.67
cojín,cushion,5.3,1.51,2.28,1.34,7.29,1,1.77,1.18,1.42,0.67,2.56,1.22,2.84,1.68,6.02,6.02,6.43,Muebles (An article of furniture),-1.1,-0.04
collar,necklace,6,1.48,2.64,1.47,7.38,1.06,2.62,1.1,2.32,1.33,3.06,1.37,1.96,1.67,6.16,5.33,6.54,NA,-0.68,0.05
cometa,kite,6.64,1.75,6.68,1.55,4.42,2.73,2.31,1.38,2.26,1.24,2.72,1.4,1.76,1.09,4.6,5.62,6.07,Juguetes (A toy),0.23,0.59
cómoda,dresser,3.24,1.23,1.4,0.65,2.79,1.91,3.04,1.87,2.71,1.47,2.5,1.22,1.72,1.14,4.75,4.76,5.94,Muebles (An article of furniture),-0.19,-1.17
conejo,rabbit,4.39,1.84,7.4,0.82,5.04,2.35,2.08,1.06,2.52,1.09,6.03,1.53,5.08,1.93,5.48,6.37,6.06,Animales de cuatro patas (A four-footed animal),-0.02,1.86
copa,drinking glass,3.33,2.25,3.16,1.55,7.67,0.7,3,1.36,3.1,1.56,3.63,2.04,2.8,2.12,6.1,5.29,6.39,Utensilios de cocina (A kitchen utensil),-0.48,-0.32
cordón,cord,2.42,1.44,2.84,1.62,7.54,0.72,2.54,1.45,1.35,0.71,2.31,1.15,1.52,0.87,5.93,5.34,6.05,NA,-1.03,-1.34
corona,crown,6.48,1.5,2.12,1.27,6.88,1.26,2.73,1.64,2.29,1.35,2.38,1.52,1.64,0.86,4.81,5.56,5.56,Dinero (A kind of money),-0.61,-0.15
corteza,bark,3.42,1.98,1.64,0.99,6.04,1.85,2.42,1.47,2.23,1.36,4.22,1.74,3.24,1.9,4.53,4.77,5.67,Árboles (A tree),-0.91,-0.16
crema,cream,2.78,1.88,2.16,1.11,7.08,1.1,1.65,1.06,1.55,0.96,4.34,2.38,5.84,1.84,5.78,4.99,6.03,Colores (A color),-1.27,0.54
cremallera,zipper,3.18,1.99,3.56,1.78,6.96,1.76,3.5,1.79,2.71,1.04,2.22,1.07,1.52,1.08,6,5.82,5.13,NA,-0.24,-1.09
cristal,crystal,2.79,2.39,1.6,1.15,4.92,1.84,5.31,1.62,4.35,1.89,2.56,1.54,1.4,0.82,5.27,5.88,5.7,Piedras preciosas (A precious stone),0.5,-1.45
cubo,bucket,3.84,1.92,2.4,1.19,7,1.35,2.96,1.56,2.39,1.26,2.31,1.12,2.12,1.59,5.97,5.17,5.13,Juguetes (A toy),-0.59,-0.8
cuchillo,knife,3.67,1.96,3.64,1.6,7.83,0.38,6.73,1.4,2.97,1.49,2.34,1.41,1.52,0.77,6.59,6.51,6.5,Utensilios de cocina (A kitchen utensil),0.46,-1.03
cuerda,rope,2.67,1.63,3.44,1.66,7.38,0.58,4,1.94,1.9,1.08,2.28,1.25,2.2,1.61,5.86,5.33,6.55,Juguetes (A toy),-0.42,-1.06
culebra,snake,5.59,1.56,7.52,0.65,4.33,2.3,5.35,1.81,2.81,1.56,2.75,1.95,2.88,1.42,4.43,6.52,6.41,Serpientes (A snake),1.18,0.59
dado,dice,3.79,1.95,4.8,1.78,7.83,0.48,1.92,1.13,2.29,0.78,2.75,1.32,1.32,0.56,6.05,5.71,5.27,NA,-0.65,-0.61
dinero,money,5.22,1.77,4.32,1.82,7.38,1.31,4.5,2.3,2.65,1.5,2.41,1.72,3.8,1.73,5.77,5.75,6.22,Tipos de viviendas (A type of human dwelling),0.16,0.3
disco,disc,4.67,2.12,3.8,1.91,7.67,0.56,2.38,1.13,4.58,2.2,2.53,1.27,1.88,1.36,5.42,5.19,5.84,Tipos de música (A type of music),0,-0.36
diván,divan,3.7,1.81,1.6,0.82,3.29,1.76,2.73,2.13,2,1.37,2.41,1.19,1.96,1.31,5.33,6.02,5.49,Muebles (An article of furniture),-0.44,-0.95
ducha,shower,2.64,1.6,1.72,1.17,3.79,2.72,2.58,1.84,3.74,1.57,2.72,1.65,3.56,1.94,5.46,5.3,6.57,NA,-0.08,-0.69
ensalada,salad,6.12,1.58,2.16,1.55,5.83,1.9,1.23,0.43,1.58,0.76,7.16,1.17,4.56,1.94,5.8,5.11,6.15,Verduras (A vegetable),-1.38,1.93
ermita,hermitage,2.94,1.84,1.24,0.66,1.17,0.38,3.08,2.46,3.23,2.2,1.97,0.93,3.44,2.08,3.95,4.81,5.72,Edificios religiosos (A building for religious service),0.21,-0.91
escalera,escalator,2.78,1.31,1.72,1.28,3.67,2.06,4.58,1.9,2.9,1.4,2.19,1.03,1.56,0.77,5.31,5.76,6.5,Partes de un edificio (A part of a building),0.15,-1.46
escaparate,storefront,6.06,1.68,1.28,0.54,1.46,0.66,3.04,1.97,2,1.44,2.38,1.26,1.36,0.64,4.21,5.39,6.08,NA,-0.13,-0.47
escopeta,shotgun,4.03,2.04,3.4,1.63,5.29,1.78,7.65,0.75,7.03,1.11,1.58,0.76,2.28,1.67,5.29,5.62,6.33,Armas (A weapon),2.12,-0.95
escritorio,desk,3.48,1.35,1.36,0.64,2.75,1.57,3.04,2.2,2.61,1.52,2.59,1.21,1.84,1.43,5.66,6.24,6.46,Muebles (An article of furniture),-0.21,-1.04
esmoquin,tuxedo,5.12,2.1,2.68,1.57,5.96,1.73,1.58,0.81,1.52,0.68,2.38,1.16,2.72,2.07,5.42,6.03,5.92,NA,-0.9,-0.13
espada,sword,4.82,2.02,4.08,1.95,6.5,1.59,6.81,1.9,4.55,1.91,2.13,1.39,1.8,1.35,5.33,6.46,5.88,Armas (A weapon),1.2,-0.6
espejo,mirror,3.66,2.42,1.28,0.54,5.96,1.52,3.77,1.88,2.1,1.72,2.31,1.18,1.2,0.41,5.8,6.35,5.6,Muebles (An article of furniture),-0.56,-1.3
espina,thorn,2.24,1.3,1.68,0.85,6.75,1.78,5.38,1.72,1.26,0.63,2.09,1.3,1.48,0.92,4.69,5.31,5.65,NA,-0.49,-1.73
estantería,bookcase,3.13,1.62,1.24,0.52,2.88,1.51,4.19,2.12,2.45,1.61,2.44,1.22,2.12,1.64,5.54,6.04,6.42,Muebles (An article of furniture),-0.02,-1.17
falda,skirt,5.19,1.49,3.68,1.38,7.21,1.1,1.35,0.49,1.32,0.54,2.71,1.24,2,1.44,6.07,5.44,6.59,Prendas de vestir (An article of clothing),-1.05,-0.11
ficha,file,4.38,1.96,3.52,1.53,7.5,0.66,1.81,0.98,1.68,0.79,2.53,1.05,1.48,0.92,5.78,5.31,5.87,NA,-0.94,-0.59
flauta,flute,3.69,1.71,2.92,1.55,7.38,1.17,2.46,1.21,5.29,1.42,2.69,1.23,1.8,1.35,5.95,6.16,5.97,Instrumentos musicales (A musical instrument),0.06,-0.75
flecha,arrow,3.27,1.35,5.56,1.8,6.5,1.64,6.38,1.55,3.1,1.58,2.25,1.24,1.36,0.7,4.73,5.75,6.12,Armas (A weapon),0.85,-0.98
flor,dandelion,7.33,0.85,3.32,1.95,7.75,0.44,1.42,0.7,1.45,1.15,4.66,1.82,6.04,1.43,5.82,5.66,6.31,Nombres de mujer (A girl's first name),-1.09,2.21
foco,spotlight,5.81,2.49,2.2,1.26,4.21,2.15,3.19,1.6,2.16,1.68,2.22,1.07,1.68,0.99,4.1,4.99,5.76,NA,-0.22,-0.39
folio,sheet,2.91,2.26,2.6,1.32,7.88,0.34,2.38,1.27,1.48,0.68,2.69,1.23,2.92,1.82,6.12,6.57,7,Material de lectura (A type of reading material),-1.08,-0.7
foto,photo,6.61,1.45,1.56,0.82,7.63,0.92,2.15,1.08,1.39,0.67,2.94,1.5,2.12,1.48,5.53,6.15,6.44,NA,-1.18,0.13
fresa,strawberry,7.13,0.91,2.28,1.4,7.71,0.55,1.31,0.47,1.23,0.5,7.72,0.63,5.52,1.66,6.07,5.88,6.67,Frutas (A fruit),-1.65,2.68
fusil,gun,3.88,2.11,3.56,1.64,4.58,2.12,7.88,0.43,6.68,1.76,1.56,0.76,2.8,2.06,4.81,5.91,5.84,Armas (A weapon),2.2,-0.84
gallo,rooster,5.72,1.49,7.04,0.89,4.42,2.15,3.23,1.56,5,1.73,5.28,1.75,5.36,1.96,4.96,5.94,6.61,Peces (A fish),1.05,2.07
garaje,garage,2.53,1.33,1.32,0.85,1.08,0.28,2.73,1.82,4.29,1.99,1.78,0.91,4,2.2,3.97,6.36,5.51,Partes de un edificio (A part of a building),0.46,-0.88
globo,balloon,6.41,1.27,5.88,1.56,7.42,0.93,1.62,0.9,2.1,1.37,2.78,1.21,3.12,1.67,5.66,5.94,6.24,Vehículos (A type of vehicle),-0.41,0.87
goma,eraser,3.41,2.03,3.08,1.66,7.75,0.53,2.46,1.58,1.81,0.7,2.72,1.37,4.16,2.27,5.84,4.44,6.16,Juguetes (A toy),-0.83,-0.12
guitarra,guitar,4.67,1.78,4.68,1.44,6.25,1.78,3.23,1.88,5.77,1.48,2.78,1.62,2.64,1.68,6.2,5.92,6.69,Instrumentos musicales (A musical instrument),0.8,0.01
hamaca,hammock,4,1.7,4.48,1.9,4.25,1.85,2.15,1.43,2,0.93,2.53,1.32,2.28,1.49,5.66,6.09,6.57,Muebles (An article of furniture),-0.25,-0.36
hierba,grass,6.56,1.39,3.29,2.16,6.54,1.28,1.27,0.6,1.52,0.77,4.09,1.8,5.56,1.69,5.24,6.54,6.09,NA,-0.97,1.69
hierro,iron,4.19,2.04,1.72,1.28,5.79,1.56,5.5,2,4.06,1.88,2.03,1.15,3.72,1.77,5.24,5.85,5.57,Metales (A metal),0.55,-0.48
hilo,thread,3.44,2.45,2.8,1.63,7.63,0.58,1.88,1.42,1.1,0.4,3.16,1.37,1.16,0.62,5.55,5.83,6.37,Tejidos (A kind of cloth),-1.31,-0.9
hoja,leaf,3.73,2,3.68,1.63,7.67,0.56,2.15,1.16,1.48,0.81,3.25,1.57,2.96,1.54,6.2,5.26,6.23,Material de lectura (A type of reading material),-0.96,-0.16
horno,oven,3.44,1.9,1.52,1,3,2.17,5.27,1.8,3.03,1.38,2.56,1.58,4.68,1.97,5.56,6.06,6.48,Utensilios de cocina (A kitchen utensil),0.48,-0.29
hueso,bone,2.09,1.2,2.8,1.85,6.67,1.61,3.54,1.9,2.32,1.35,3.25,1.7,2.52,1.39,4.88,5.67,6.04,Partes del cuerpo humano (A part of the human body),-0.53,-0.94
huevo,egg,4.15,1.94,2.24,0.97,7.75,0.53,2.15,1.35,2.06,1,7.03,1.26,3.92,1.98,6.2,5.56,6.32,Condimentos (A substance for flavoring food),-1.35,1.08
jabalí,wild boar,4.16,2.08,7.2,0.82,2.25,1.07,5.73,1.28,5.32,1.33,5.59,2,5.92,1.89,4.54,5.95,5.69,Animales de cuatro patas (A four-footed animal),1.89,1.76
jabón,soap,3.5,1.95,3,1.78,7.71,0.55,2.31,1.19,1.55,0.85,2.66,1.73,6.12,1.59,6.43,6.62,5.65,NA,-0.87,0.47
jamón,ham,5.33,1.74,1.96,1.14,5.96,1.52,3,1.65,1.61,0.92,7.47,1.41,6.24,1.54,5.92,6.25,6.13,NA,-1.04,2.17
jardín,garden,7.24,0.75,1.8,1.58,1.46,1.28,2.04,1.25,2.42,1.31,3.47,1.9,5.72,1.74,4.17,6.26,5.86,Partes de un edificio (A part of a building),-0.09,1.58
jarra,jar,2.56,1.52,2.92,1.5,7.54,0.51,2.69,1.74,2.81,1.51,2.66,1.33,1.76,1.09,6.39,6.26,5.83,Utensilios de cocina (A kitchen utensil),-0.62,-1.13
joya,jewel,6.61,1.75,2.2,1.26,7.54,0.66,2.77,1.45,1.97,0.98,2.94,1.39,1.6,0.87,5.52,5.11,5.97,NA,-0.8,0.03
ladrillo,brick,5.06,1.92,1.4,0.65,6.42,1.53,5.65,1.72,3.71,1.83,1.88,0.94,2.76,1.51,5.75,6.16,5.43,Partes de un edificio (A part of a building),0.39,-0.58
látigo,whip,3.34,2.18,4.32,1.93,6.96,1.43,7.12,1.24,4.77,1.78,2.09,1.12,1.8,1.12,5.77,6.55,6.23,Armas (A weapon),1.25,-1.04
lavabo,sink,3.52,1.82,1.16,0.47,2.63,1.93,2.73,1.73,3.29,1.6,1.56,0.8,3.4,2.16,5.38,6.28,6.62,Muebles (An article of furniture),0.03,-0.84
lazo,ribbon,5.24,1.85,2.72,1.37,7.38,1.21,1.85,1.19,1.16,0.37,3,1.32,1.48,1.08,5.4,6.18,6.47,NA,-1.19,-0.3
liebre,hare,3.52,1.62,7.44,0.92,4.38,2.02,2.54,1.58,2.87,1.2,5.78,1.64,4.44,2,4.45,6.2,6.09,Animales de cuatro patas (A four-footed animal),0.23,1.33
lienzo,canvas,4.76,2.49,1.92,1.47,6.04,1.55,2.19,1.67,1.68,0.98,2.5,1.22,3.68,2.15,5.26,5.31,5.59,NA,-0.84,-0.04
linterna,lantern,5.56,2.23,3.36,1.55,7.63,0.65,2.69,1.29,1.77,0.99,2.31,1.12,1.28,0.46,5.83,6.37,5.79,NA,-0.7,-0.4
llave,key,3.7,1.9,3.48,1.66,7.92,0.28,2.77,1.68,3,1.37,2.16,1.05,2.48,1.61,5.84,5.91,5.77,Herramientas (A carpenter's tool),-0.39,-0.64
loro,parrot,7.21,1.02,6.8,0.87,5.04,1.92,2.65,1.5,4.61,1.67,4.03,1.79,4.64,1.87,4.98,6.34,6.11,Aves (A bird),0.86,1.97
