word_polish,translate_word_english,pos,length,frequency_subtlex_pl,frequency_kazojc2011,valence_n,valence_minimum,valence_maximum,valence_mean,valence_sd,arousal_n,arousal_minimum,arousal_maximum,arousal_mean,arousal_sd,dominance_n,dominance_minimum,dominance_maximum,dominance_mean,dominance_sd,origin_n,origin_minimum,origin_maximum,origin_mean,origin_sd,significance_n,significance_minimum,significance_maximum,significance_mean,significance_sd,concrete_n,concrete_minimum,concrete_maximum,concrete_mean,concrete_sd,imagine_n,imagine_minimum,imagine_maximum,imagine_mean,imagine_sd,aoa_n,aoa_minimum,aoa_maximum,aoa_mean,aoa_sd,valence_n_female,valence_minimum_female,valence_maximum_female,valence_mean_female,valence_sd_female,arousal_n_female,arousal_minimum_female,arousal_maximum_female,arousal_mean_female,arousal_sd_female,dominance_n_female,dominance_minimum_female,dominance_maximum_female,dominance_mean_female,dominance_sd_female,origin_n_female,origin_minimum_female,origin_maximum_female,origin_mean_female,origin_sd_female,significance_n_female,significance_minimum_female,significance_maximum_female,significance_mean_female,significance_sd_female,concrete_n_female,concrete_minimum_female,concrete_maximum_female,concrete_mean_female,concrete_sd_female,imagine_n_female,imagine_minimum_female,imagine_maximum_female,imagine_mean_female,imagine_sd_female,aoa_n_female,aoa_minimum_female,aoa_maximum_female,aoa_mean_female,aoa_sd_female,valence_n_male,valence_minimum_male,valence_maximum_male,valence_mean_male,valence_sd_male,arousal_n_male,arousal_minimum_male,arousal_maximum_male,arousal_mean_male,arousal_sd_male,dominance_n_male,dominance_minimum_male,dominance_maximum_male,dominance_mean_male,dominance_sd_male,origin_n_male,origin_minimum_male,origin_maximum_male,origin_mean_male,origin_sd_male,significance_n_male,significance_minimum_male,significance_maximum_male,significance_mean_male,significance_sd_male,concrete_n_male,concrete_minimum_male,concrete_maximum_male,concrete_mean_male,concrete_sd_male,imagine_n_male,imagine_minimum_male,imagine_maximum_male,imagine_mean_male,imagine_sd_male,aoa_n_male,aoa_minimum_male,aoa_maximum_male,aoa_mean_male,aoa_sd_male
przyłbica,visor,N,9,0,36,41,3,9,5.36585365853658,1.15663515338623,47,1,8,4,2.29365855462782,47,3,9,5.68085106382979,1.50515610888652,43,1,9,6.16279069767442,2.1484239246274,48,1,8,2.95833333333333,2.12340887448154,45,1,9,2.73333333333333,2.40643077833315,43,1,9,6.3953488372093,2.69160542360274,50,4,18,12.2,4,19,3,9,5.21052631578947,1.4749368110164,23,1,8,4.17391304347826,2.32871743695661,23,3,9,5.60869565217391,1.64424977185736,19,1,9,6.42105263157895,2.03622170463075,23,1,8,2.91304347826087,2.29452002265994,23,1,7,2.1304347826087,1.76594934103411,21,1,9,5.90476190476191,3.03157981759943,25,4,18,12.48,4.44522215417857,22,4,7,5.5,0.801783725737273,24,1,8,3.83333333333333,2.29681569109073,24,3,8,5.75,1.39096463243882,24,1,9,5.95833333333333,2.25502659131466,25,1,8,3,2,22,1,9,3.36363636363636,2.83759547010282,22,1,9,6.86363636363636,2.29482761144138,25,4,18,11.92,3.56978057215473
przymus,coercion,N,7,103,390,50,1,6,3.24,1.00122374102487,50,1,9,5.12,2.35293997599009,50,1,9,3.68,2.48620684774938,50,1,9,5.4,2.24062673447973,50,1,9,4.38,2.44022414494059,49,1,9,5.6734693877551,2.03498316027063,50,1,9,5.04,2.09917379276822,50,4,16,9.84,2.8668406844825,25,1,5,2.96,1.09848380355227,25,1,8,5.28,2.28254244210267,25,1,9,3.44,2.45085019262024,25,2,9,5.72,2.03141986469235,25,1,9,5.28,2.28254244210267,25,1,9,5.56,1.91659420152867,25,2,9,5.36,2.30723499742296,25,4,15,10,2.85773803324704,25,3,6,3.52,0.822597511950204,25,1,9,4.96,2.4576411454889,25,1,9,3.92,2.54820198048219,25,1,9,5.08,2.43104915622864,25,1,8,3.48,2.29346898823594,24,1,9,5.79166666666667,2.18650339616687,25,1,9,4.72,1.86010752377383,25,5,16,9.68,2.92574776766556
przynieść,to bring,V,9,4251,2682,50,3,8,5.54,1.18166261285201,50,1,7,3.48,1.83213937621502,50,2,7,5.1,1.26571751047638,50,4,9,5.82,1.49406991066656,50,1,8,3.86,2.21322555265811,50,1,9,4.44,1.98113552266968,49,1,9,5.97959183673469,2.11630373448582,50,3,13,5.9,2.34085280116771,25,3,8,5.48,1.12249721603218,25,1,7,3.56,1.68522995463527,25,2,7,5,1.35400640077266,25,4,9,5.68,1.46401275039985,25,1,8,4.08,2.19696760710454,25,1,9,3.72,1.88237438713273,25,2,9,6.52,2.02319878739914,25,3,13,5.44,2.25610283453569,25,3,8,5.6,1.25830573921179,25,1,7,3.4,2,25,2,7,5.2,1.19023807142381,25,4,9,5.96,1.54056266777218,25,1,8,3.64,2.25240612087015,25,2,9,5.16,1.8411952639522,24,1,9,5.41666666666667,2.10417115080595,25,3,13,6.36,2.3783747952471
przypiąć,to pin,V,8,97,109,50,4,8,5.14,0.700145757419591,50,1,8,3.62,1.97835223128249,50,2,8,5.42,1.4010200365652,50,1,9,5.76,1.90123482967019,50,1,9,3.52,2.35813831793867,50,1,8,3.62,1.92608305074505,50,1,9,6.72,2.07059096365639,50,3,12,7.42,2.46684132494349,25,4,7,4.96,0.611010092660779,25,1,8,3.8,2.10158670215308,25,3,8,5.64,1.31909059582729,25,1,9,5.76,1.89912260443255,25,1,8,3.88,2.27888861801829,25,1,6,3.04,1.39880901722382,25,3,9,7.16,1.8411952639522,25,3,12,7.12,2.22336081942031,25,4,8,5.32,0.748331477354788,25,1,7,3.44,1.87260958735842,25,2,7,5.2,1.47196014438797,25,1,9,5.76,1.94250697124446,25,1,9,3.16,2.42693221990232,25,1,8,4.2,2.21735578260835,25,1,9,6.28,2.22710574513201,25,3,12,7.72,2.70061721340388
przyprawy,spices,N,9,309,180,50,4,9,6.32,1.05830052442584,50,1,8,3.78,2.25234571602359,50,1,8,5.56,1.4165206007132,50,1,9,5.4,1.97948663722157,50,1,8,3.78,2.0232324107119,50,1,8,2.4,2.02030508910442,50,1,9,7.44,1.79750393828867,50,3,13,7.8,2.77746029931765,25,4,9,6.48,1.04562580942387,25,1,8,4.04,2.20756275863979,25,3,8,5.84,1.37477270848675,25,2,9,5.52,1.91746360243595,25,1,7,3.76,1.71464281994822,25,1,4,1.52,0.962635271879577,25,5,9,7.88,1.23558353285671,25,3,13,7.88,2.75862284482674,25,5,8,6.16,1.06770782520313,25,1,8,3.52,2.31156512634477,25,1,8,5.28,1.42945210949277,25,1,9,5.28,2.07203603572267,25,1,8,3.8,2.32737334062816,25,1,8,3.28,2.40693442647143,25,1,9,7,2.16024689946929,25,4,13,7.72,2.85073090043004
przypuszczać,to guess,V,12,493,2116,50,4,7,5.14,0.857380919321352,50,1,8,3.6,1.93780856660722,50,2,8,5.1,1.21638474042331,50,2,9,6.52,1.77557119294735,50,1,9,3.68,2.12314745178963,50,1,9,6.28,1.8630674727887,50,1,9,4.52,2.37538396466589,50,4,15,9.7,2.86605752110555,25,4,7,5.2,0.866025403784439,25,1,7,3.64,1.57797338380595,25,2,7,5.44,1.19303534454489,25,3,9,6.68,1.57374288454838,25,1,9,3.96,2.05101600838869,25,1,9,6.32,1.99415813481947,25,1,9,4.24,2.50466231922256,25,4,15,10,3.01385688667085,25,4,7,5.08,0.862167810425171,25,1,8,3.56,2.27449628123093,25,3,8,4.76,1.16476034731041,25,2,9,6.36,1.97652894404981,25,1,9,3.4,2.19848432637882,25,3,9,6.24,1.76257387552031,25,1,9,4.8,2.25462487641145,25,6,15,9.4,2.73861278752583
przyroda,nature,N,8,153,502,50,5,9,7,1.26168012376112,50,1,7,3.06,1.95260161354652,50,1,9,5.68,1.60915746746614,50,1,9,5.32,2.07452969836244,50,1,8,3.72,2.04080816324898,50,1,9,3.74,2.49742724761761,50,1,9,7.14,1.87366278847021,50,3,15,7.48,2.86598631382294,25,5,9,7.2,1.25830573921179,25,1,7,3.2,2.02072594216369,25,3,9,5.88,1.56311654502578,25,3,9,5.24,1.80923556601492,25,1,8,4.28,2.15096877398689,25,1,7,2.84,2.1540659228538,25,3,9,7.56,1.6350331291241,25,3,15,7.4,3.08220700148449,25,5,9,6.8,1.25830573921179,25,1,7,2.92,1.9131126469709,25,1,8,5.48,1.66132477258361,25,1,9,5.4,2.34520787991171,25,1,7,3.16,1.79536440126603,25,1,9,4.64,2.53113940087595,25,1,9,6.72,2.03141986469235,25,3,13,7.56,2.69382008802865
przyrząd,instrument / utensil,N,8,138,585,50,4,7,5.12,0.659003576838332,50,1,7,3.32,1.91065754254863,50,1,8,5.4,1.49829835452879,50,1,9,6.8,1.87355386408629,50,1,8,3.72,2.16691259724098,50,1,9,3.08,2.33727558128201,50,1,9,5.88,2.08630128726042,50,4,16,9.5,2.92246750649697,25,4,7,5,0.645497224367903,25,1,7,3.24,1.78605710994918,25,1,8,5.68,1.51986841535707,25,2,9,6.96,1.74355957741627,25,1,8,3.56,2.48461935381123,25,1,8,2.68,2.11581347634111,25,2,9,6.2,2.23606797749979,25,4,16,9.56,3.05614135798722,25,4,7,5.24,0.66332495807108,25,1,7,3.4,2.06155281280883,25,2,8,5.12,1.4525839046334,25,1,9,6.64,2.01825006709608,25,1,8,3.88,1.83303027798234,25,1,9,3.48,2.51859749331515,25,1,8,5.56,1.91659420152867,25,6,15,9.44,2.84429253066558
przysięga,oath,V,9,551,563,49,3,9,6.3469387755102,1.16459972394244,50,1,9,4.52,2.62048445435385,50,1,9,6.2,2.14761376833899,50,1,9,4.76,2.51979914975421,50,1,9,4.82,2.69307501960575,50,1,9,5.66,2.89693715809632,50,1,9,5.84,2.22563909647434,50,3,16,9.36,3.42714255939974,25,3,9,6.4,1.47196014438797,25,1,9,4.8,2.46644143115812,25,3,9,6.48,2.10396451174127,25,1,8,4.84,2.13463501954472,25,1,9,5.6,2.94392028877595,25,1,9,5.64,2.91376045686669,25,3,9,6.28,2.11187120819429,25,3,16,9.56,3.62950869035099,24,5,8,6.29166666666667,0.750603621828092,25,1,9,4.24,2.78806982217686,25,1,9,5.92,2.19696760710454,25,1,9,4.68,2.89712501168544,25,1,9,4.04,2.20756275863979,25,1,9,5.68,2.93995464817628,25,1,9,5.4,2.29128784747792,25,4,16,9.16,3.27465010853577
przysięgać,to swear,V,10,53,104,50,2,9,5.62,1.21032969028429,50,1,9,4.46,2.24253864890591,50,1,9,5.5,1.99233224014019,50,1,9,5.38,2.56260390531003,50,1,9,5.56,2.77863569518039,50,1,9,5.58,1.9906926289252,50,2,9,6.52,1.97163559989556,50,4,17,8.72,3.36876408027802,25,2,7,5.48,1.26227308191743,25,1,9,4.76,2.10713075057055,25,1,9,5.24,1.94250697124446,25,1,9,5.32,2.44472220644119,25,1,9,6.12,2.7886675432304,25,1,9,5.6,1.93649167310371,25,2,9,7.16,1.86368809979925,25,4,17,9.04,3.82404672216924,25,4,9,5.76,1.16476034731041,25,1,8,4.16,2.37486841740758,25,2,9,5.76,2.04694894904587,25,1,9,5.44,2.72457947825593,25,1,9,5,2.70801280154532,25,1,9,5.56,2.08326666559997,25,2,9,5.88,1.9,25,5,15,8.4,2.88675134594813
przysługa,favor,N,9,519,119,50,3,9,6.08,1.06598617749586,50,1,9,3.52,1.78702808812707,50,2,9,5.72,1.62932313478666,50,1,9,5.46,2.19656503641109,50,1,8,4.64,2.10693703595276,50,1,9,5.62,2.06911200513552,50,1,9,4.58,2.26859661734846,50,4,15,9.86,2.99666481275434,25,3,8,5.88,1.05356537528527,25,1,9,3.88,2.02731349327133,25,2,9,5.64,1.62992842378635,25,1,9,5.52,1.80554700852678,25,1,8,4.92,1.89120772700057,25,1,9,5.12,2.10792156716832,25,1,9,4.28,2.42418371141023,25,4,15,9.88,2.86239992547047,25,4,9,6.28,1.06144555520604,25,1,6,3.16,1.46287388383278,25,3,9,5.8,1.6583123951777,25,1,8,5.4,2.56580071972344,25,1,8,4.36,2.30723499742296,25,1,9,6.12,1.94336477961979,25,1,8,4.88,2.10792156716832,25,5,15,9.84,3.18433666561813
przystojniak,chunk,N,12,571,77,50,3,9,6.76,1.46468635634015,50,1,9,5.16,2.66005984281312,50,3,9,6.44,1.59284112740187,50,1,9,4.16,2.06387786381237,50,1,8,4.6,1.88441513689613,50,1,9,3.58,2.56419617830156,50,1,9,7.14,1.7497521690403,50,3,16,9.64,3.10864495711359,25,3,9,6.96,1.61967074843418,25,1,9,6.16,2.37486841740758,25,3,9,6.8,1.47196014438797,25,1,7,3.84,1.99332218503014,25,1,8,5.04,1.98913716637809,25,1,9,2.88,2.53837218179946,25,4,9,7.8,1.38443731048635,25,3,15,9.48,3.47754702819866,25,3,8,6.56,1.29357386079548,25,1,8,4.16,2.59293913027925,25,3,9,6.08,1.65630109984065,25,1,9,4.48,2.12367605815953,25,1,8,4.16,1.7,25,1,9,4.28,2.44131112314674,25,1,9,6.48,1.85112578358864,25,4,16,9.8,2.75378527364305
przystojny,handsome,A,10,3311,2044,50,2,9,7,1.37023757808935,50,1,9,5.26,2.32826465989814,50,3,9,6.38,1.61485451420269,50,1,9,4.42,2.25053281673111,50,1,9,5.1,2.0528725518857,50,1,9,5.12,2.32677406531455,50,1,9,6.98,1.76692977119254,50,3,16,9.1,3.34572526532296,25,2,9,7.36,1.43990740443034,25,1,9,6.04,2.11108187114253,25,3,9,6.6,1.5545631755148,25,1,9,4.32,2.2494443758404,25,1,9,5.08,1.97737199332852,25,1,9,4.96,2.40624188310319,25,4,9,7.6,1.4142135623731,25,3,16,8.76,3.26955654485436,25,4,9,6.64,1.22065556157337,25,1,9,4.48,2.31156512634477,25,3,9,6.16,1.67531091641721,25,1,8,4.52,2.29346898823594,25,1,9,5.12,2.16641024123626,25,2,9,5.28,2.28254244210267,25,1,9,6.36,1.89032625050104,25,4,15,9.44,3.45301800362137
przyszłość,future,N,10,7792,6440,50,4,8,6.48,1.05443669069977,50,1,8,5.12,1.95500404509211,50,2,9,6.48,1.54179857865509,50,1,9,6.38,2.15605459777145,50,1,9,6.9,1.90862703084106,50,1,9,7.2,2.32115382989599,50,1,9,4.72,2.68054213219061,50,4,15,7.78,3.02567246699821,25,4,8,6.64,1.03601801786134,25,1,8,5.24,1.7625738755203,25,2,9,6.36,1.89032625050104,25,2,9,6.32,1.9731531449265,25,2,9,7.48,1.75878746110306,25,1,9,6.84,2.68762596604017,25,1,9,4.8,2.97209241668783,25,4,15,8.2,2.78388218141501,25,4,8,6.32,1.06926766215636,25,1,8,5,2.16024689946929,25,4,8,6.6,1.11803398874989,25,1,9,6.44,2.36431808350738,25,1,9,6.32,1.90875177362939,25,2,9,7.56,1.87260958735842,25,1,8,4.64,2.41315837303177,25,4,15,7.36,3.25166623953525
przytłoczony,overwhelmed,V,12,97,170,50,1,5,3.04,1.12413231845177,50,1,9,4.58,2.45855441182789,50,1,8,3.28,1.72662227768436,50,1,9,5.08,2.1365621823817,50,1,9,4.24,2.43746271557042,50,1,9,5.74,1.95677785960408,50,1,9,5.22,2.38438799746371,50,4,17,10.72,3.3868894886257,25,1,5,2.92,1.18743420870379,25,1,9,4.8,2.23606797749979,25,1,7,3.08,1.63095064303001,25,2,8,4.64,1.86815416922694,25,1,9,4.76,2.08726296059377,25,1,8,5.48,2.10396451174127,25,2,9,5.16,2.56059888828115,25,4,16,10.88,3.28278337187617,25,1,5,3.16,1.06770782520313,25,1,9,4.36,2.69072480941474,25,1,8,3.48,1.82847842025366,25,1,9,5.52,2.32952069462082,25,1,9,3.72,2.68514431641951,25,2,9,6,1.80277563773199,25,1,9,5.28,2.24573670169353,25,5,17,10.56,3.54823899984203
przytulić,cuddle / hug,V,9,668,417,50,3,9,7.7,1.31319830791787,50,1,9,4.4,2.2314999074019,50,1,9,6,1.71428571428571,50,1,8,3.18,1.52114350112684,50,1,9,6.36,2.02796771700747,50,1,8,3.82,2.04729787071363,50,1,9,7.56,1.87529589501965,50,3,12,6.3,2.75717986651697,25,3,9,7.8,1.5,25,1,9,4.84,2.2300971578237,25,3,9,6.24,1.61451747177498,25,1,8,3.48,1.68621864932557,25,4,9,6.92,1.75404294892305,25,1,8,3.12,1.96468827043885,25,4,9,8.16,1.491084616423,25,3,12,5.36,2.51462389500564,25,6,9,7.6,1.11803398874989,25,1,8,3.96,2.18860686282393,25,1,8,5.76,1.80923556601492,25,1,6,2.88,1.30128141972954,25,1,9,5.8,2.16024689946929,25,1,8,4.52,1.91746360243595,25,1,9,6.96,2.05101600838869,25,4,12,7.24,2.71231758219178
przytulne,cozy,A,9,175,182,50,4,9,7.22,1.35962179615194,50,1,8,3.22,2.22499713368309,50,1,9,5.42,1.84158316983746,50,1,9,3.42,2.00091815659406,50,1,8,4.92,1.93612278241113,50,1,9,5.24,2.14342849525841,50,1,9,6.3,2.08248281958761,50,3,15,9.34,3.12076652017888,25,4,9,7.6,1.29099444873581,25,1,8,3.88,2.50532765654847,25,2,9,5.76,1.78605710994918,25,1,9,3.48,2.12367605815953,25,2,8,5.6,2,25,1,9,5.24,2.24127939653523,25,2,9,6.44,2.12289111041209,25,3,15,8.96,2.76103845198384,25,4,9,6.84,1.34412301024373,25,1,6,2.56,1.70977581376429,25,1,8,5.08,1.86904610251682,25,1,9,3.36,1.9122412679018,25,1,8,4.24,1.64012194668567,25,1,9,5.24,2.08726296059377,25,1,9,6.16,2.07525098883645,25,4,15,9.72,3.45832329315812
przytulny,cozy,A,9,141,183,50,3,9,7.08,1.29109983173657,50,1,8,3.16,2.16049880861824,50,1,9,5.34,1.52006981579727,50,1,9,3.8,2.06031501455085,50,1,9,5.28,2.15747395756033,50,1,9,6.22,2.12170512867864,50,1,9,6.28,1.73840179944872,50,3,16,9,3.67006645104718,25,5,9,7.44,1.15758369027902,25,1,8,3.24,2.20378462347541,25,4,9,5.72,1.3699148392023,25,1,8,3.96,1.96807858921674,25,2,9,6.24,1.92093727122985,25,1,9,6.48,2.06397674405503,25,3,9,6.56,1.80462369115189,25,3,16,9.04,3.57631094844953,25,3,9,6.72,1.33915396177338,25,1,8,3.08,2.15870331449229,25,1,8,4.96,1.59373774505092,25,1,9,3.64,2.17715410570772,25,1,8,4.32,1.9731531449265,25,1,9,5.96,2.18860686282393,25,1,8,6,1.6583123951777,25,4,16,8.96,3.83492720487191
przyznać,to admit,V,8,5750,7977,50,2,8,5.36,1.17386506195281,50,1,9,4,2.29462548631557,50,2,9,5.26,1.77062193616151,50,2,9,6.32,1.80068014361014,50,1,8,4.48,1.99222980397261,50,1,9,5.52,2.24281164649033,50,1,9,4.74,2.38027609442986,50,3,14,7.8,2.49897938350513,25,3,8,5.2,1,25,1,9,4,2.43241991988774,25,2,9,5.56,1.85022521151706,25,4,9,6.64,1.43990740443035,25,1,8,4.88,1.94336477961979,25,1,9,5.16,2.35725829443162,25,1,9,4.68,2.60959767013998,25,3,13,7.6,2.58198889747161,25,2,8,5.52,1.32664991614216,25,1,9,4,2.19848432637882,25,2,8,4.96,1.67032930884901,25,2,9,6,2.08166599946613,25,1,7,4.08,1.99833263830958,25,1,9,5.88,2.10792156716832,25,1,8,4.8,2.17944947177034,25,4,14,8,2.44948974278318
przyzwoitość,decency,N,12,140,166,50,4,9,6.32,1.07741186485513,50,1,8,3.56,2.0519776423972,50,2,9,5.64,1.68740834974096,50,1,9,5.94,2.15150635412418,50,1,8,5.1,2.0528725518857,50,1,9,6.66,2.0365036063743,50,1,9,4.66,2.07620139796166,50,4,16,10.36,2.98813982133312,25,5,9,6.36,1.03601801786134,25,1,8,3.64,1.82300118851671,25,3,8,5.56,1.4742229591664,25,3,9,5.88,1.87794213613377,25,1,8,5.56,1.95959179422654,25,1,9,6.96,1.88148877222268,25,1,9,4.6,1.95789002074512,25,4,16,10.96,2.86472802664872,25,4,8,6.28,1.13724814061547,25,1,8,3.48,2.29346898823594,25,2,9,5.72,1.90438091427809,25,1,9,6,2.43241991988774,25,1,8,4.64,2.07926268983343,25,1,9,6.36,2.17715410570772,25,1,8,4.72,2.22710574513201,25,5,16,9.76,3.04521482548167
przyzwoity,decent,A,10,388,530,50,2,9,6.1,1.14731274315779,50,1,9,3.18,1.90262975904404,50,2,9,5.7,1.51522881682832,50,1,9,5.8,2.08003139693729,50,1,8,4.58,2.02121402193063,50,1,9,6.34,1.92311397138567,50,1,9,4.48,2.54942970813762,50,4,16,10.4,2.90671284991083,25,4,9,6.32,1.0295630140987,25,1,9,3.16,1.9723082923316,25,3,9,5.68,1.40593978059754,25,3,9,6.28,1.56843871413581,25,1,8,5.32,2.11581347634111,25,1,9,6.72,1.59478316185409,25,1,9,4.72,2.60640237364328,25,4,16,10.76,3.15277655408689,25,2,7,5.88,1.23558353285671,25,1,7,3.2,1.87082869338697,25,2,8,5.72,1.64620776331543,25,1,9,5.32,2.42761886080442,25,2,7,3.84,1.65025250593154,25,2,9,5.96,2.1694853460364,25,1,9,4.24,2.52124307964676,25,6,15,10.04,2.65329983228432
przyzwyczaić,to get used to,V,12,823,1041,50,3,6,5.12,0.895339406628137,50,1,9,3.18,1.99683422916764,50,1,7,4.74,1.3523977195473,50,3,9,6.36,1.71142618649965,50,1,9,4.8,2.37332110369088,50,1,9,5.46,2.15908143733886,50,1,9,4.42,2.43352436115329,50,4,16,9.84000000000001,3.33417676404199,25,3,6,5.04,0.934523051258412,25,1,8,3.04,2.03059925473574,25,2,7,4.72,1.51437555888007,25,3,9,6.56,1.73397424048533,25,1,9,5.56,2.31084400165827,25,1,9,5.88,2.16641024123626,25,1,9,4.24,2.74286954362276,25,4,16,9.16,3.249102440162,25,3,6,5.2,0.866025403784439,25,1,9,3.32,1.99415813481947,25,1,6,4.76,1.2,25,3,9,6.16,1.7,25,1,9,4.04,2.22635726393287,25,1,9,5.04,2.11108187114254,25,1,9,4.6,2.12132034355964,25,4,16,10.52,3.34315220513016
psalm,psalm,N,5,108,122,50,1,9,5.4,1.39970842444753,50,1,9,3.28,2.27712672516243,50,2,7,5.14,1.143035700337,50,1,9,5.22,1.95134699683086,50,1,8,3.2,2.0995626366713,50,1,9,3.84,2.76538368744294,50,1,9,6.16,2.3066894733645,50,4,17,10.06,3.68344337570714,25,3,9,5.64,1.41067359796659,25,1,9,3.36,2.25240612087015,25,2,7,5.08,1.32035348802256,25,3,9,5.68,2.07605394920267,25,1,8,3.32,2.19317121994613,25,1,9,2.92,2.49866631092135,25,1,9,6.64,2.25240612087015,25,4,17,10.16,3.68193789554722,25,1,8,5.16,1.37477270848675,25,1,9,3.2,2.34520787991171,25,3,7,5.2,0.957427107756338,25,1,9,4.76,1.73877351409933,25,1,8,3.08,2.03960780543711,25,1,9,4.76,2.75801861245835,25,1,8,5.68,2.30434372436058,25,5,17,9.96,3.75810235801705
psiarnia,kennel,N,8,35,12,50,1,8,4.04,1.76079759292921,49,1,9,3.83673469387755,2.19228703617469,50,1,7,3.98,1.58423354287408,50,3,9,5.62,1.33844259175677,50,1,6,2.88,1.90209336881066,50,1,9,3.02,2.30783934644065,49,1,9,6.42857142857143,2.20794021658196,50,4,16,10.04,3.17490157327751,25,1,8,4.28,2.01080415091409,24,1,8,4.08333333333333,2.08340579584125,25,1,7,4,1.5545631755148,25,4,9,5.68,1.28192563486863,25,1,6,2.76,1.89912260443255,25,1,5,2.04,1.36869767784319,24,2,9,6.5,2.14678728619626,25,4,16,10.44,3.01496268633627,25,1,7,3.8,1.47196014438797,25,1,9,3.6,2.3094010767585,25,1,7,3.96,1.64519502390041,25,3,9,5.56,1.41656862405839,25,1,6,3,1.93649167310371,25,1,9,4,2.64575131106459,25,1,9,6.36,2.30723499742296,25,5,15,9.64,3.34015967682185
psioczyć,to curse,V,8,15,8,50,1,7,3.66,1.17125434244398,50,1,9,4.34,2.34398927350057,50,1,9,4.32,1.74309131916225,49,1,9,4.87755102040816,2.08798799746335,50,1,7,3.42,1.81928445229638,48,1,9,5.14583333333333,2.05239438096957,50,1,9,4.46,2.24253864890591,49,4,18,12.0204081632653,3.65427715103803,25,1,5,3.48,1.00498756211209,25,1,8,4.12,2.3685438564654,25,1,7,4.32,1.81934053986603,24,2,9,5.04166666666667,1.92193667421956,25,1,7,3.68,1.88679622641132,25,1,9,5.32,2.096027989635,25,1,9,4.56,2.43378991150291,24,4,18,12.7083333333333,3.67694540838342,25,2,7,3.84,1.31275791116768,25,1,9,4.56,2.34662878757307,25,1,9,4.32,1.70098010962308,25,1,9,4.72,2.26421435969889,25,1,7,3.16,1.74833253892578,23,1,9,4.95652173913044,2.03331929410475,25,1,8,4.36,2.07926268983343,25,4,17,11.36,3.58096821171779
psota,mischief,N,5,19,22,50,2,8,5.08,1.32233559604642,50,1,8,4.4,2.0303814862217,50,2,8,5.18,1.22374467124812,50,1,8,3.92,1.72425671652738,50,1,8,3.26,2.15529722369073,50,1,9,5,2.2767682072156,49,1,9,5.28571428571429,2.02072594216369,50,4,17,8.88,3.32363214153506,25,3,8,5.04,1.30639452948436,25,1,7,4.8,1.93649167310371,25,3,7,5.4,1.08012344973464,25,1,8,3.96,1.76729548557488,25,1,8,3.4,2.16024689946929,25,1,9,5.28,2.5086516962969,24,1,9,5.33333333333333,2.16024689946929,25,4,16,8.64,3.2644550336414,25,2,8,5.12,1.36381816969859,25,1,8,4,2.08166599946613,25,2,8,4.96,1.33790881602597,25,1,8,3.88,1.7156145643277,25,1,8,3.12,2.1855586623714,25,1,9,4.72,2.03141986469235,25,1,8,5.24,1.92093727122986,25,4,17,9.12,3.43171482886715
pstrąg,trout,N,6,112,92,50,1,9,5.6,1.35526185435788,50,1,8,3.02,1.80124673377035,50,1,8,4.92,1.19249352884053,50,1,9,5.92,1.84987589214156,49,1,8,2.48979591836735,1.92702760077526,50,1,8,1.84,1.76542762351719,50,1,9,7.06,2.28937207325413,49,3,15,9.12244897959184,3.17301547599194,25,5,9,5.64,1.07548438699345,25,1,8,3.24,1.80923556601492,25,4,7,5.16,0.943398113205661,25,3,9,6.24,1.53514385862259,25,1,8,2.76,2.25979350089044,25,1,5,1.16,0.8,25,2,9,7,2.21735578260835,25,3,15,9.72,3.02103734943259,25,1,8,5.56,1.60934769394311,25,1,7,2.8,1.80277563773199,25,1,8,4.68,1.37598449603669,25,1,9,5.6,2.10158670215308,24,1,7,2.20833333333333,1.50301629100103,25,1,8,2.52,2.18174242292714,25,1,9,7.12,2.40346971411471,24,4,15,8.5,3.27042079462461
psyche,psyche,A,6,79,155,45,1,9,5.06666666666667,1.38826248500517,44,1,8,3.95454545454545,2.12356157011561,44,1,9,5.11363636363636,1.74163661458169,44,1,9,5.36363636363636,2.25255316733483,48,1,8,4.22916666666667,2.22404254640664,43,1,9,6.93023255813954,2.15357232387325,39,1,9,3.66666666666667,2.64906471413009,48,4,18,12.5,4.69947937360924,25,1,9,5.08,1.49777612924406,22,1,8,4.31818181818182,2.03274067013838,22,1,9,5.5,1.7660825629193,22,2,9,5.90909090909091,1.92500070276031,24,1,8,4.625,2.16318002627774,20,1,9,7.35,2.23076574060875,20,1,9,3.55,2.58487503515517,24,4,18,14.375,3.46174748532788,20,1,7,5.05,1.27630222456166,22,1,7,3.59090909090909,2.19651435794882,22,1,7,4.72727272727273,1.66709951089333,22,1,9,4.81818181818182,2.46182981958665,24,1,8,3.83333333333333,2.25863881029312,23,1,9,6.56521739130435,2.06322974873072,19,1,9,3.78947368421053,2.78046653496257,24,4,18,10.625,5.08033292301751
