word_chinese_simplified,concrete_mean,concrete_sd,arousal_mean,arousal_sd,familiar_mean,familiar_sd,typicality_mean,typicality_sd,valence_mean,valence_sd
照顾,3.6786,1.8268,2.5,1.5516,6.6897,0.7123,2.7241,1.7908,0.9333,1.3629
遮掩,3.3704,1.9245,2.3571,1.6603,6.1071,1.4489,2.9655,1.742,-0.8,1.0954
折磨,3.963,1.6048,5.2143,1.6635,6.4643,1.1049,4.5862,1.8423,-2,0.9469
珍爱,3.9259,1.5424,4.1786,1.9062,6.5714,0.8789,5.3103,1.5835,2.0333,0.8087
珍贵,4.3571,1.6151,4.0357,1.6884,6.7931,0.5593,4.0345,1.7624,1.8333,1.0199
真相,4.1481,1.8335,2.4286,1.6872,6.9286,0.378,1.4138,0.9456,0.7333,0.9803
真心,4.6296,1.6904,3.6429,1.7892,6.3571,1.4457,4.3793,1.5905,2.0667,1.1427
真挚,4.1852,1.52,3.6429,1.3113,6.5,0.9623,5,1.7525,2.3667,0.6687
振奋,4.4444,1.5771,5.1429,1.7995,6.6786,0.9449,5.7931,1.3196,2,0.6433
争吵,2.6429,1.7473,4.8571,1.7152,6.8276,0.4682,4.5172,1.8826,-1.4333,1.1043
争夺,3.6071,1.8923,3.9286,2.2596,6.6897,0.8495,3.3448,1.6749,-0.9667,0.9643
征求,3.7037,1.7055,2.6429,1.8701,6.5714,1.2301,1.7931,1.2065,0.4,0.855
拯救,3.7778,1.8257,4.1071,1.9877,6.4643,1.0357,2.7931,1.9343,1.4667,1.1059
整齐,3.5357,1.6212,1.75,1.0046,6.7241,0.751,2.3448,1.5874,1.2667,0.7397
整体,3.8571,1.9947,1.8929,1.5236,6.7586,0.7863,1.3793,1.2368,0.3333,0.8442
正规,4.2222,1.281,1.9643,1.2905,6.6429,1.0261,2.3448,1.895,1.1667,0.9855
正气,4.8519,1.5616,3.6429,2.0766,6.1786,1.5647,4.0345,2.0613,1.9667,0.8899
正视,4.2593,1.4302,2.5,1.4782,6.5,1.0715,2.6207,1.7406,1.2,1.0954
正义,5.037,1.6286,3.8214,2.0194,6.6429,0.731,4.3448,1.7784,2.5,0.6823
正直,4.2963,1.5396,3.3571,1.8502,6.3571,1.4198,4.2414,1.7041,2.2,1.1265
正宗,4.4643,1.7529,2,1.3608,6.4483,1.0885,1.8966,1.52,1.2667,0.9444
政策,2.3704,1.8428,1.5714,0.9595,6.8929,0.315,1.4483,1.1828,0.2,0.7144
支持,3.6296,1.5479,2.6786,1.8268,6.8571,0.4484,4.069,2.069,1.7667,1.2229
支配,3.5185,1.4243,2.2143,1.6183,6.5357,1.138,2.1379,1.274,-0.2333,0.9353
支援,2.9259,1.4917,2.6786,1.7008,6.5357,1.3467,2.6207,1.6128,1.2,1.2972
知己,2.6667,1.9807,3.5714,2.1157,6.5,1.2323,2.9655,1.6579,2.2,0.8867
执拗,4.4444,1.5525,4.7143,1.6297,5.3571,1.6603,4.7931,1.8589,-1.0667,1.0148
直观,4.6296,1.6207,1.9286,1.3313,6.6071,0.994,1.9655,1.149,0.7,0.8367
直接,3.7037,1.9378,1.9286,1.2451,6.75,0.6455,1.7931,1.2358,0.6,0.8944
直率,4.2963,1.7279,3.8214,1.847,6.2857,1.6966,4.5172,1.4789,1.5667,0.8584
指责,3.037,1.5313,4.6786,1.8268,6.7143,0.8545,4.7931,1.6557,-1.4333,1.0726
制止,3.6296,1.6207,3.1429,1.88,6.5,1.2323,2.6207,1.8208,-0.4,0.9322
质量,3.2593,1.4569,1.6071,1.2274,6.8571,0.4484,1.3448,0.814,0.5333,0.8604
质疑,4,1.7097,4.9286,1.4123000000000001,6.6071,1.1001,4.2414,1.8642,-1.1667,1.0199
秩序,3.2593,1.7887,1.9643,1.5026,6.4643,1.3189,1.8276,1.441,0.5,0.9377
窒息,2.5926,1.693,5.2143,1.8127,6.3214,1.2781,4.3793,1.8787,-1.9,0.803
智慧,4.5185,1.8475,2.8214,1.6567,7,0,3.931,1.8885,2.3667,0.6687
智力,3.8214,1.9447,1.7857,1.1974,6.7586,0.6356,1.6897,1.2846,0.8667,1.008
忠实,4.3333,1.7974,3.6071,1.7071,6.5357,1.1701,4.4483,1.9009,1.9333,0.8683
忠心,4.5926,1.5753,4,2.0184,6.3571,1.0616,4.5517,1.9926,2.0333,1.1885
咒骂,3.4444,1.9081,5.4643,1.7317,5.8214,1.6342,5.7586,1.3271,-2.5,0.6823
皱眉,1.9259,1.6391,3.75,1.8979,6.75,0.5853,4.1379,1.8463,-1.0333,0.7649
嘱咐,2.8148,1.6879,2.0357,1.4778,6.6071,0.8317,2.069,1.2798,0.5,0.82
祝福,3.4815,1.9089,3.8929,2.0246,6.75,0.5853,5.2414,1.6181,2.3667,0.7649
祝愿,4.4643,1.9904,3.8214,2.1782,6.8966,0.3099,4.4138,1.8423,1.7333,1.1121
专家,2,1.3009,1.7857,1.3432,6.8929,0.315,1.5862,1.1501,0.7,1.236
庄严,4.4643,1.4268,4,1.6777,6.4828,1.2989,3.4828,1.8052,1.2333,1.04
壮丽,4.3704,1.6675,3.9643,1.9528,6.1429,1.2683,4.1724,1.754,2.0667,0.7849
追查,3.2222,1.5525,2.5714,1.4764,5.8571,1.6934,1.6897,1.1053,0.0667,0.8277
追究,4,1.5933,2.9643,1.7947,6.2857,1.5836,2.6552,1.6317,-0.7333,1.1121
追求,3.5926,2.043,2.1429,1.2084,6.6429,0.78,3.2069,1.897,1.2667,1.0148
坠毁,2.4074,1.5257,4.7857,2.1834,6.0714,1.5379,3.1379,1.7055,-2.2333,0.9714
捉弄,3.6786,1.6342,3.7143,1.6069,6.5862,0.907,3.5172,1.6823,-1.1333,1.0743
灼热,4.0357,1.9528,4.8571,1.6491,5.6552,1.6317,3.8966,2.0414,0.0667,1.4368
卓越,4.5185,1.5285,3.7857,1.7921,6.6071,0.994,4.3793,1.8596,2.1,0.9229
卓著,4.7407,1.483,3.6071,1.7917,4.6786,1.9447,4.5172,1.7242,1.9333,1.0483
资深,5.037,1.6286,2.7857,1.7503,6.3929,1.3968,2.931,1.9073,1.3,1.3684
自卑,4.2963,1.5396,5.0714,1.6085,6.6071,0.9165,5.5172,1.5725,-1.7,0.9879
自负,4.3214,1.765,4.0714,1.6762,6.5862,0.907,5.2759,1.0986,-1.5667,0.6789
自豪,4.2963,1.8148,4.6429,1.9093,6.7143,0.5998,5.6897,1.7135,2,1.0171
自如,4.4074,1.6469,3,1.5635,5.6429,1.9854,2.8966,1.6764,1.5,1.2526
自私,3.963,1.8704,3.6071,2.0609,6.8929,0.315,4.4828,1.9571,-1.8667,1.008
自卫,3.4643,1.9145,3.2857,1.843,6.3793,1.1776,2.5862,1.615,0.4,1.2484
自信,4.4444,2.0444,4.3929,1.9501,6.9643,0.189,4.7586,2.1656,2.3667,0.6687
总理,1.2857,0.6587,1.5357,0.9222,6.5862,1.0528,1.2414,0.9508,0.6667,0.9942
总统,1.6296,1.3629,1.9643,1.5271,6.8571,0.3563,1.3103,0.8495,0.3333,1.0283
足球,1.6667,1.6172,1.8214,1.4156,6.9643,0.189,1.3793,0.82,0.3667,1.0662
阻挠,3.6296,1.6443,3.6786,1.9824,6.2857,1.1501,3.8966,1.655,-1.6,0.7701
组成,3.2222,1.396,1.5714,1.1031,6.8214,0.4756,1.2069,0.9403,0.1667,0.8743
祖先,2.3704,1.5229,2.2143,1.7713,6.7857,0.7868,1.4483,0.9097,0.4,0.9322
祖宗,2.4444,1.8257,2.4286,1.7936,6.75,0.8444,2.2069,1.6557,0.0667,0.9072
罪恶,3.963,1.8498000000000001,4.6071,1.9117,6.6071,0.8751,4.9655,1.7624,-2.4,0.7701
罪犯,1.8148,1.5698,4.4643,2.1166,6.5714,1.2599,3.3448,1.7983,-2.2333,0.9714
罪名,2.8889,1.948,3.9286,2.1069,6.3571,1.2828,3.1379,1.9406,-1.8667,0.8604
尊敬,4.1852,1.5941,4.0714,1.8645,6.8929,0.4163,4.7586,1.64,1.8,0.9248
尊重,4.3704,1.6207,3.6429,1.9093,6.9643,0.189,4.5862,1.8031,1.7,0.8367
遵守,4,1.7541,2.0714,1.3313,6.8214,0.4756,1.931,1.6242,0.9333,0.9444
