cues,con,type,n_previous,needs_norming
tractor,5,Old,27,Yes
tradesman,4.07,Old,27,Yes
trailer,4.79,Old,27,Yes
train,4.79,Old,35,No
trainee,3.89,Old,26,Yes
trainer,4.31,Old,28,Yes
trampoline,5,Old,26,Yes
tranquilizer,4.55,Old,60,No
trap,4.3,Old,27,Yes
trapeze,4.55,Old,27,Yes
trash,4.7,Old,27,Yes
trashcan,4.86,Old,28,Yes
traveler,4.07,Old,68,No
tray,4.74,Old,32,No
treadmill,4.93,Old,30,No
treasure,4.32,Old,39,No
treat,3.79,Old,27,Yes
tree,5,Old,38,No
trench,4.46,Old,31,No
triceps,4.46,Old,29,Yes
tricycle,4.68,Old,36,No
trigger,4.31,Old,37,No
trinket,4.48,Old,29,Yes
tripod,4.72,Old,25,Yes
trolley,4.73,Old,29,Yes
trombone,4.9,Old,38,No
trophy,4.89,Old,25,Yes
trousers,4.93,Old,34,No
trout,4.72,Old,27,Yes
truck,4.84,Old,55,No
trumpet,4.86,Old,34,No
trunk,4.71,Old,25,Yes
tub,4.64,Old,37,No
tuba,4.86,Old,32,No
tube,4.82,Old,30,No
tubing,4.38,Old,25,Yes
tugboat,4.78,Old,33,No
tulip,5,Old,27,Yes
tumbler,4.08,Old,27,Yes
tummy,4.68,Old,39,No
tuna,4.89,Old,29,Yes
tunic,3.75,Old,27,Yes
turban,4.76,Old,31,No
turf,4.1,Old,28,Yes
turkey,4.89,Old,25,Yes
turnip,4.79,Old,29,Yes
turntable,4.57,Old,29,Yes
turtle,5,Old,25,Yes
turtleneck,4.7,Old,29,Yes
tutor,4.28,Old,24,Yes
tutu,4.68,Old,26,Yes
tuxedo,4.86,Old,35,No
tweezer,4.89,Old,26,Yes
twig,4.75,Old,37,No
twine,4.03,Old,35,No
typewriter,4.88,Old,28,Yes
ukulele,4.62,Old,26,Yes
umbrella,5,Old,29,Yes
uncle,4.24,Old,32,No
underclothes,4.66,Old,53,No
undercoat,4.5,Old,25,Yes
undershirt,5,Old,34,No
underwear,4.96,Old,88,No
uniform,4.67,Old,27,Yes
upholstery,4.65,Old,34,No
urinal,4.6,Old,32,No
urn,4.61,Old,26,Yes
vaccine,4.69,Old,24,Yes
vacuum,4.22,Old,27,Yes
vagina,4.82,Old,59,No
valet,4.26,Old,31,No
valve,4.83,Old,26,Yes
van,4.72,Old,38,No
vanilla,4.68,Old,29,Yes
vase,5,Old,39,No
vaseline,4.9,Old,27,Yes
veal,4.75,Old,26,Yes
vegetable,4.89,Old,32,No
vegetation,4.45,Old,27,Yes
vehicle,4.64,Old,26,Yes
veil,4.45,Old,26,Yes
vein,4.63,Old,34,No
velvet,4.44,Old,33,No
vendor,4.5,Old,38,No
ventilator,4.04,Old,27,Yes
vermicelli,4.52,Old,27,Yes
vermouth,4.16,Old,27,Yes
vessel,4.66,Old,29,Yes
vest,4.52,Old,33,No
veterinarian,4.46,Old,25,Yes
vibrator,4.64,Old,25,Yes
videotape,4.92,Old,26,Yes
viewfinder,4.44,Old,38,No
village,4.89,Old,38,No
villager,4.24,Old,27,Yes
vinaigrette,4.52,Old,31,No
vine,4.86,Old,33,No
vinegar,4.89,Old,31,No
vinyl,4.54,Old,31,No
viola,4.54,Old,26,Yes
violin,4.96,Old,28,Yes
violinist,4.84,Old,28,Yes
virgin,3.31,Old,34,No
visor,4.66,Old,29,Yes
vitamins,4.5,Old,72,No
vocalist,4.2,Old,24,Yes
vodka,4.97,Old,38,No
volleyball,4.93,Old,26,Yes
vomit,4.75,Old,26,Yes
voter,3.93,Old,24,Yes
vulva,4.5,Old,27,Yes
wafer,4.56,Old,38,No
waffle,4.71,Old,28,Yes
wagon,4.89,Old,36,No
waist,4.72,Old,26,Yes
waistband,4.79,Old,29,Yes
waistcoat,4.63,Old,32,No
waiter,4.67,Old,37,No
waitress,4.56,Old,26,Yes
walker,4.42,Old,36,No
wall,4.86,Old,29,Yes
wallboard,4.5,Old,27,Yes
wallet,4.81,Old,35,No
wallpaper,4.62,Old,36,No
walnut,4.97,Old,28,Yes
walrus,5,Old,27,Yes
wand,4.73,Old,34,No
warden,4.27,Old,35,No
wart,4.89,Old,27,Yes
washbasin,4.74,Old,25,Yes
washboard,4.86,Old,26,Yes
washbowl,4.76,Old,35,No
washcloth,4.93,Old,34,No
washer,4.7,Old,37,No
washerwoman,3.92,Old,26,Yes
washroom,4.76,Old,27,Yes
washstand,4.85,Old,31,No
waste,3.24,Old,30,No
wastebasket,4.63,Old,26,Yes
watch,4.61,Old,38,No
watchband,5,Old,24,Yes
watchdog,4.29,Old,30,No
watchmaker,4.36,Old,37,No
water,5,Old,25,Yes
watercress,4.31,Old,27,Yes
watermelon,4.89,Old,37,No
wax,4.97,Old,25,Yes
waxwork,3.96,Old,24,Yes
weapon,4.76,Old,62,No
weatherman,4.73,Old,24,Yes
web,4.37,Old,34,No
weed,4.9,Old,24,Yes
wench,3.86,Old,27,Yes
wheat,4.89,Old,27,Yes
wheel,4.86,Old,27,Yes
wheelbarrow,4.79,Old,29,Yes
wheelchair,4.93,Old,27,Yes
wheelhouse,4.56,Old,27,Yes
whip,4.68,Old,31,No
whirlpool,4.64,Old,25,Yes
whisk,4.33,Old,29,Yes
whiskers,4.89,Old,59,No
whiskey,4.74,Old,60,No
whistle,4.42,Old,30,No
wife,4.13,Old,27,Yes
wig,4.72,Old,26,Yes
wigmaker,4.11,Old,25,Yes
wildcat,4.79,Old,30,No
wildlife,4.26,Old,28,Yes
winch,4.4,Old,25,Yes
windbreaker,4.12,Old,26,Yes
window,4.86,Old,24,Yes
windowpane,4.86,Old,27,Yes
windowsill,4.7,Old,31,No
windshield,4.86,Old,28,Yes
windsock,4.39,Old,27,Yes
wine,4.79,Old,32,No
wineglass,4.93,Old,28,Yes
wing,4.86,Old,33,No
wingman,3.61,Old,29,Yes
wiper,4.56,Old,27,Yes
wiring,4.64,Old,33,No
wishbone,4.68,Old,28,Yes
wolfhound,4.8,Old,28,Yes
woman,4.46,Old,36,No
wood,4.85,Old,25,Yes
woodblock,4.59,Old,34,No
woodcarver,4.59,Old,25,Yes
woodcraft,4.15,Old,31,No
woodcutter,4.54,Old,27,Yes
woodpecker,4.93,Old,29,Yes
woodpile,5,Old,26,Yes
woods,4.87,Old,30,No
woodshed,4.68,Old,33,No
woodwind,4.43,Old,28,Yes
woodwork,4.45,Old,33,No
wool,4.86,Old,32,No
workbench,4.62,Old,27,Yes
workbook,4.57,Old,36,No
worker,4.59,Old,32,No
workroom,4.66,Old,27,Yes
worksheet,4.66,Old,27,Yes
workshop,4.54,Old,27,Yes
worm,4.9,Old,36,No
wound,4.24,Old,61,No
wrapper,4.39,Old,31,No
wreath,4.93,Old,27,Yes
wrench,4.93,Old,27,Yes
wrestler,4.42,Old,28,Yes
wrist,4.93,Old,28,Yes
wristband,4.79,Old,28,Yes
wristlet,4.38,Old,29,Yes
wristwatch,4.85,Old,27,Yes
xylophone,4.75,Old,28,Yes
yacht,4.97,Old,32,No
yachtsman,4.35,Old,25,Yes
yam,4.93,Old,34,No
yardstick,4.69,Old,31,No
yarn,4.93,Old,29,Yes
yearbook,4.58,Old,36,No
yoga,4.53,Old,39,No
yogurt,4.9,Old,26,Yes
yolk,4.78,Old,25,Yes
you,4.11,Old,26,Yes
yourself,4.39,Old,28,Yes
zipper,4.83,Old,28,Yes
zucchini,4.87,Old,31,No
antelope,5,New,0,Yes
barracuda,5,New,0,Yes
blackbird,5,New,0,Yes
boots,5,New,0,Yes
cobra,5,New,0,Yes
eagle,5,New,0,Yes
parrot,5,New,0,Yes
penguin,5,New,0,Yes
penis,5,New,0,Yes
porcupine,5,New,0,Yes
rattlesnake,5,New,0,Yes
seagull,5,New,0,Yes
snake,5,New,0,Yes
spaghetti,5,New,0,Yes
toad,5,New,0,Yes
whisky,5,New,0,Yes
bluebird,4.97,New,0,Yes
bluejay,4.97,New,0,Yes
chipmunk,4.97,New,0,Yes
fox,4.97,New,0,Yes
glove,4.97,New,0,Yes
gorilla,4.97,New,0,Yes
moose,4.97,New,0,Yes
rafter,4.97,New,0,Yes
serpent,4.97,New,0,Yes
alligator,4.96,New,0,Yes
anvil,4.96,New,0,Yes
bumblebee,4.96,New,0,Yes
caboose,4.96,New,0,Yes
cave,4.96,New,0,Yes
chimp,4.96,New,0,Yes
cockroach,4.96,New,0,Yes
coyote,4.96,New,0,Yes
crawlspace,4.96,New,0,Yes
hornet,4.96,New,0,Yes
hummingbird,4.96,New,0,Yes
island,4.96,New,0,Yes
kerosene,4.96,New,0,Yes
lion,4.96,New,0,Yes
mayo,4.96,New,0,Yes
muskrat,4.96,New,0,Yes
needles,4.96,New,0,Yes
noodles,4.96,New,0,Yes
pelican,4.96,New,0,Yes
pyramid,4.96,New,0,Yes
python,4.96,New,0,Yes
redwood,4.96,New,0,Yes
tail,4.96,New,0,Yes
wasp,4.96,New,0,Yes
whale,4.96,New,0,Yes
anaconda,4.93,New,0,Yes
bagpipes,4.93,New,0,Yes
beehive,4.93,New,0,Yes
bobcat,4.93,New,0,Yes
butterfly,4.93,New,0,Yes
cemetery,4.93,New,0,Yes
chopstick,4.93,New,0,Yes
churchyard,4.93,New,0,Yes
coliseum,4.93,New,0,Yes
crackers,4.93,New,0,Yes
crow,4.93,New,0,Yes
elk,4.93,New,0,Yes
emerald,4.93,New,0,Yes
groundhog,4.93,New,0,Yes
gunshot,4.93,New,0,Yes
hawk,4.93,New,0,Yes
hippo,4.93,New,0,Yes
hippopotamus,4.93,New,0,Yes
jellyfish,4.93,New,0,Yes
office,4.93,New,0,Yes
opossum,4.93,New,0,Yes
owl,4.93,New,0,Yes
panther,4.93,New,0,Yes
rainfall,4.93,New,0,Yes
shark,4.93,New,0,Yes
stair,4.93,New,0,Yes
tapeworm,4.93,New,0,Yes
text,4.93,New,0,Yes
ashes,4.92,New,0,Yes
baboon,4.92,New,0,Yes
caribou,4.92,New,0,Yes
limes,4.92,New,0,Yes
mast,4.92,New,0,Yes
moonstone,4.92,New,0,Yes
rosewood,4.92,New,0,Yes
theater,4.92,New,0,Yes
waterbird,4.92,New,0,Yes
armadillo,4.9,New,0,Yes
ax,4.9,New,0,Yes
church,4.9,New,0,Yes
clown,4.9,New,0,Yes
falcon,4.9,New,0,Yes
monkey,4.9,New,0,Yes
moon,4.9,New,0,Yes
rhino,4.9,New,0,Yes
scissor,4.9,New,0,Yes
scoreboard,4.9,New,0,Yes
starfish,4.9,New,0,Yes
waterfall,4.9,New,0,Yes
anthill,4.89,New,0,Yes
breast,4.89,New,0,Yes
corpse,4.89,New,0,Yes
drawbridge,4.89,New,0,Yes
flea,4.89,New,0,Yes
graves,4.89,New,0,Yes
mackerel,4.89,New,0,Yes
patio,4.89,New,0,Yes
racetrack,4.89,New,0,Yes
seahorse,4.89,New,0,Yes
shrubbery,4.89,New,0,Yes
snout,4.89,New,0,Yes
swordfish,4.89,New,0,Yes
trucks,4.89,New,0,Yes
underpants,4.89,New,0,Yes
bear,4.88,New,0,Yes
bee,4.88,New,0,Yes
candelabra,4.88,New,0,Yes
dam,4.88,New,0,Yes
gardenia,4.88,New,0,Yes
guppy,4.88,New,0,Yes
hare,4.88,New,0,Yes
hemlock,4.88,New,0,Yes
lard,4.88,New,0,Yes
motorway,4.88,New,0,Yes
sickle,4.88,New,0,Yes
skunk,4.88,New,0,Yes
stovepipe,4.88,New,0,Yes
airport,4.87,New,0,Yes
dinosaur,4.87,New,0,Yes
knuckles,4.87,New,0,Yes
shoreline,4.87,New,0,Yes
anteater,4.86,New,0,Yes
asteroid,4.86,New,0,Yes
cornea,4.86,New,0,Yes
courthouse,4.86,New,0,Yes
farmland,4.86,New,0,Yes
fireworks,4.86,New,0,Yes
honeybee,4.86,New,0,Yes
kangaroo,4.86,New,0,Yes
neckline,4.86,New,0,Yes
otter,4.86,New,0,Yes
ox,4.86,New,0,Yes
pawnshop,4.86,New,0,Yes
peninsula,4.86,New,0,Yes
pollen,4.86,New,0,Yes
rainstorm,4.86,New,0,Yes
raven,4.86,New,0,Yes
sketchpad,4.86,New,0,Yes
snowstorm,4.86,New,0,Yes
sunlamp,4.86,New,0,Yes
turpentine,4.86,New,0,Yes
zebra,4.86,New,0,Yes
ammo,4.85,New,0,Yes
bull,4.85,New,0,Yes
catsup,4.85,New,0,Yes
ceiling,4.85,New,0,Yes
foam,4.85,New,0,Yes
gargoyle,4.85,New,0,Yes
gutter,4.85,New,0,Yes
hemp,4.85,New,0,Yes
landmine,4.85,New,0,Yes
marsh,4.85,New,0,Yes
mold,4.85,New,0,Yes
pajama,4.85,New,0,Yes
raceway,4.85,New,0,Yes
sparrow,4.85,New,0,Yes
sunfish,4.85,New,0,Yes
bookshop,4.84,New,0,Yes
cyclist,4.84,New,0,Yes
gator,4.84,New,0,Yes
sealskin,4.84,New,0,Yes
tumbleweed,4.84,New,0,Yes
asphalt,4.83,New,0,Yes
billboard,4.83,New,0,Yes
bonfire,4.83,New,0,Yes
cocoon,4.83,New,0,Yes
dragonfly,4.83,New,0,Yes
ferry,4.83,New,0,Yes
gnat,4.83,New,0,Yes
hive,4.83,New,0,Yes
jail,4.83,New,0,Yes
missile,4.83,New,0,Yes
picnic,4.83,New,0,Yes
platypus,4.83,New,0,Yes
scaffolding,4.83,New,0,Yes
slaughterhouse,4.83,New,0,Yes
sloth,4.83,New,0,Yes
sphinx,4.83,New,0,Yes
sun,4.83,New,0,Yes
tarantula,4.83,New,0,Yes
thunderstorm,4.83,New,0,Yes
yoke,4.83,New,0,Yes
alley,4.82,New,0,Yes
cougar,4.82,New,0,Yes
crossbeam,4.82,New,0,Yes
flagstone,4.82,New,0,Yes
gladiator,4.82,New,0,Yes
grate,4.82,New,0,Yes
lava,4.82,New,0,Yes
lung,4.82,New,0,Yes
oak,4.82,New,0,Yes
sperm,4.82,New,0,Yes
streetlight,4.82,New,0,Yes
toadstool,4.82,New,0,Yes
tunnel,4.82,New,0,Yes
welder,4.82,New,0,Yes
yard,4.82,New,0,Yes
albatross,4.81,New,0,Yes
alpaca,4.81,New,0,Yes
bay,4.81,New,0,Yes
capes,4.81,New,0,Yes
flamingo,4.81,New,0,Yes
hole,4.81,New,0,Yes
macaw,4.81,New,0,Yes
orangutan,4.81,New,0,Yes
piston,4.81,New,0,Yes
rump,4.81,New,0,Yes
teleprompter,4.81,New,0,Yes
tweed,4.81,New,0,Yes
waterspout,4.81,New,0,Yes
zoo,4.81,New,0,Yes
banner,4.8,New,0,Yes
boar,4.8,New,0,Yes
coalmine,4.8,New,0,Yes
fortress,4.8,New,0,Yes
grain,4.8,New,0,Yes
locust,4.8,New,0,Yes
officer,4.8,New,0,Yes
prairie,4.8,New,0,Yes
sit,4.8,New,0,Yes
spacecraft,4.8,New,0,Yes
talon,4.8,New,0,Yes
vineyard,4.8,New,0,Yes
amplifier,4.79,New,0,Yes
ape,4.79,New,0,Yes
barnyard,4.79,New,0,Yes
beanpole,4.79,New,0,Yes
blackheads,4.79,New,0,Yes
breadfruit,4.79,New,0,Yes
brickyard,4.79,New,0,Yes
bucktooth,4.79,New,0,Yes
bunker,4.79,New,0,Yes
buttock,4.79,New,0,Yes
cannon,4.79,New,0,Yes
chandelier,4.79,New,0,Yes
city,4.79,New,0,Yes
cob,4.79,New,0,Yes
emu,4.79,New,0,Yes
firebomb,4.79,New,0,Yes
knight,4.79,New,0,Yes
orchestra,4.79,New,0,Yes
pancreas,4.79,New,0,Yes
roof,4.79,New,0,Yes
room,4.79,New,0,Yes
saucer,4.79,New,0,Yes
shipyard,4.79,New,0,Yes
skylight,4.79,New,0,Yes
somersault,4.79,New,0,Yes
stadium,4.79,New,0,Yes
steamroller,4.79,New,0,Yes
syringes,4.79,New,0,Yes
villa,4.79,New,0,Yes
wolf,4.79,New,0,Yes
woodworm,4.79,New,0,Yes
barrack,4.78,New,0,Yes
boardwalk,4.78,New,0,Yes
garter,4.78,New,0,Yes
gramophone,4.78,New,0,Yes
hillside,4.78,New,0,Yes
incinerator,4.78,New,0,Yes
leaves,4.78,New,0,Yes
parenthesis,4.78,New,0,Yes
pasture,4.78,New,0,Yes
skydiver,4.78,New,0,Yes
sleet,4.78,New,0,Yes
speedometer,4.78,New,0,Yes
stripper,4.78,New,0,Yes
stump,4.78,New,0,Yes
eucalyptus,4.77,New,0,Yes
haircut,4.77,New,0,Yes
koala,4.77,New,0,Yes
lilly,4.77,New,0,Yes
nutcrackers,4.77,New,0,Yes
sharkskin,4.77,New,0,Yes
silverfish,4.77,New,0,Yes
blimp,4.76,New,0,Yes
classroom,4.76,New,0,Yes
fin,4.76,New,0,Yes
gecko,4.76,New,0,Yes
grove,4.76,New,0,Yes
hydrant,4.76,New,0,Yes
ivory,4.76,New,0,Yes
ladybird,4.76,New,0,Yes
packhorse,4.76,New,0,Yes
piranha,4.76,New,0,Yes
rectangle,4.76,New,0,Yes
schoolmaster,4.76,New,0,Yes
skyscraper,4.76,New,0,Yes
spud,4.76,New,0,Yes
tusk,4.76,New,0,Yes
headstand,4.75,New,0,Yes
horsehair,4.75,New,0,Yes
lumberjack,4.75,New,0,Yes
mockingbird,4.75,New,0,Yes
monastery,4.75,New,0,Yes
panda,4.75,New,0,Yes
pheasant,4.75,New,0,Yes
quicksand,4.75,New,0,Yes
reservoir,4.75,New,0,Yes
rhinoceros,4.75,New,0,Yes
rooster,4.75,New,0,Yes
skating,4.75,New,0,Yes
strings,4.75,New,0,Yes
windpipe,4.75,New,0,Yes
arcade,4.74,New,0,Yes
buzzard,4.74,New,0,Yes
dome,4.74,New,0,Yes
duct,4.74,New,0,Yes
intestines,4.74,New,0,Yes
milkmaid,4.74,New,0,Yes
nightstick,4.74,New,0,Yes
omelette,4.74,New,0,Yes
park,4.74,New,0,Yes
pentagram,4.74,New,0,Yes
persimmon,4.74,New,0,Yes
sandstone,4.74,New,0,Yes
sawmill,4.74,New,0,Yes
steeple,4.74,New,0,Yes
weasel,4.74,New,0,Yes
bearskin,4.73,New,0,Yes
boulevard,4.73,New,0,Yes
bruise,4.73,New,0,Yes
clergyman,4.73,New,0,Yes
copperhead,4.73,New,0,Yes
crankshaft,4.73,New,0,Yes
dingo,4.73,New,0,Yes
giraffe,4.73,New,0,Yes
highschool,4.73,New,0,Yes
kennel,4.73,New,0,Yes
mane,4.73,New,0,Yes
piss,4.73,New,0,Yes
possum,4.73,New,0,Yes
prong,4.73,New,0,Yes
ranch,4.73,New,0,Yes
rocket,4.73,New,0,Yes
salon,4.73,New,0,Yes
satellite,4.73,New,0,Yes
smokestack,4.73,New,0,Yes
surfer,4.73,New,0,Yes
tassel,4.73,New,0,Yes
vulture,4.73,New,0,Yes
anchorman,4.72,New,0,Yes
bulletin,4.72,New,0,Yes
daggers,4.72,New,0,Yes
fort,4.72,New,0,Yes
gazelle,4.72,New,0,Yes
mill,4.72,New,0,Yes
mullets,4.72,New,0,Yes
mummy,4.72,New,0,Yes
princess,4.72,New,0,Yes
quartz,4.72,New,0,Yes
rudder,4.72,New,0,Yes
slap,4.72,New,0,Yes
stork,4.72,New,0,Yes
stripe,4.72,New,0,Yes
sunbather,4.72,New,0,Yes
tonsil,4.72,New,0,Yes
valley,4.72,New,0,Yes
yeast,4.72,New,0,Yes
apartments,4.71,New,0,Yes
cartilage,4.71,New,0,Yes
frankincense,4.71,New,0,Yes
kingfisher,4.71,New,0,Yes
monorail,4.71,New,0,Yes
navel,4.71,New,0,Yes
ostrich,4.71,New,0,Yes
pigeon,4.71,New,0,Yes
pope,4.71,New,0,Yes
roadblock,4.71,New,0,Yes
shaft,4.71,New,0,Yes
silt,4.71,New,0,Yes
squid,4.71,New,0,Yes
sweat,4.71,New,0,Yes
uterus,4.71,New,0,Yes
whey,4.71,New,0,Yes
airfield,4.7,New,0,Yes
army,4.7,New,0,Yes
ballroom,4.7,New,0,Yes
breadboard,4.7,New,0,Yes
campground,4.7,New,0,Yes
cheetah,4.7,New,0,Yes
glacier,4.7,New,0,Yes
gong,4.7,New,0,Yes
gunsmith,4.7,New,0,Yes
heliport,4.7,New,0,Yes
lobby,4.7,New,0,Yes
manor,4.7,New,0,Yes
market,4.7,New,0,Yes
meter,4.7,New,0,Yes
patch,4.7,New,0,Yes
preacher,4.7,New,0,Yes
reed,4.7,New,0,Yes
reef,4.7,New,0,Yes
ripcord,4.7,New,0,Yes
sergeant,4.7,New,0,Yes
snakebite,4.7,New,0,Yes
spaniel,4.7,New,0,Yes
spearmint,4.7,New,0,Yes
spleen,4.7,New,0,Yes
storm,4.7,New,0,Yes
swordsman,4.7,New,0,Yes
whisker,4.7,New,0,Yes
bald,4.69,New,0,Yes
blowfish,4.69,New,0,Yes
cogwheel,4.69,New,0,Yes
crevasse,4.69,New,0,Yes
dewdrop,4.69,New,0,Yes
genitalia,4.69,New,0,Yes
humpback,4.69,New,0,Yes
jean,4.69,New,0,Yes
lab,4.69,New,0,Yes
mastiff,4.69,New,0,Yes
measles,4.69,New,0,Yes
moat,4.69,New,0,Yes
pendulum,4.69,New,0,Yes
petroleum,4.69,New,0,Yes
poppy,4.69,New,0,Yes
riverbed,4.69,New,0,Yes
star,4.69,New,0,Yes
sternum,4.69,New,0,Yes
sunrise,4.69,New,0,Yes
tollgate,4.69,New,0,Yes
ulcer,4.69,New,0,Yes
viper,4.69,New,0,Yes
watermill,4.69,New,0,Yes
wick,4.69,New,0,Yes
airstrip,4.68,New,0,Yes
axes,4.68,New,0,Yes
beaver,4.68,New,0,Yes
bison,4.68,New,0,Yes
blizzard,4.68,New,0,Yes
bullring,4.68,New,0,Yes
canal,4.68,New,0,Yes
chameleon,4.68,New,0,Yes
fire,4.68,New,0,Yes
gallstone,4.68,New,0,Yes
geyser,4.68,New,0,Yes
herring,4.68,New,0,Yes
liver,4.68,New,0,Yes
petticoat,4.68,New,0,Yes
pipeline,4.68,New,0,Yes
pit,4.68,New,0,Yes
prison,4.68,New,0,Yes
rupee,4.68,New,0,Yes
saloonkeeper,4.68,New,0,Yes
snapshot,4.68,New,0,Yes
sparkler,4.68,New,0,Yes
whetstone,4.68,New,0,Yes
ark,4.67,New,0,Yes
bloodstain,4.67,New,0,Yes
brushes,4.67,New,0,Yes
catacomb,4.67,New,0,Yes
comet,4.67,New,0,Yes
crossroads,4.67,New,0,Yes
cub,4.67,New,0,Yes
drawer,4.67,New,0,Yes
ferryman,4.67,New,0,Yes
flock,4.67,New,0,Yes
floodlight,4.67,New,0,Yes
gopher,4.67,New,0,Yes
harpoon,4.67,New,0,Yes
laundryman,4.67,New,0,Yes
pagoda,4.67,New,0,Yes
passageway,4.67,New,0,Yes
raccoon,4.67,New,0,Yes
rifleman,4.67,New,0,Yes
shepherd,4.67,New,0,Yes
smack,4.67,New,0,Yes
spa,4.67,New,0,Yes
traffic,4.67,New,0,Yes
waterfront,4.67,New,0,Yes
barge,4.66,New,0,Yes
boardroom,4.66,New,0,Yes
buzzer,4.66,New,0,Yes
calves,4.66,New,0,Yes
colon,4.66,New,0,Yes
dozen,4.66,New,0,Yes
fog,4.66,New,0,Yes
graph,4.66,New,0,Yes
hailstorm,4.66,New,0,Yes
hymen,4.66,New,0,Yes
jackrabbit,4.66,New,0,Yes
jungle,4.66,New,0,Yes
landlord,4.66,New,0,Yes
lane,4.66,New,0,Yes
manatee,4.66,New,0,Yes
mural,4.66,New,0,Yes
nudist,4.66,New,0,Yes
plankton,4.66,New,0,Yes
toucan,4.66,New,0,Yes
comma,4.65,New,0,Yes
flywheel,4.65,New,0,Yes
mike,4.65,New,0,Yes
orphanage,4.65,New,0,Yes
quail,4.65,New,0,Yes
rattail,4.65,New,0,Yes
scabbard,4.65,New,0,Yes
tortoiseshell,4.65,New,0,Yes
university,4.65,New,0,Yes
yak,4.65,New,0,Yes
brassiere,4.64,New,0,Yes
campus,4.64,New,0,Yes
cylinder,4.64,New,0,Yes
dung,4.64,New,0,Yes
flint,4.64,New,0,Yes
fly,4.64,New,0,Yes
freckles,4.64,New,0,Yes
handmaiden,4.64,New,0,Yes
inn,4.64,New,0,Yes
jester,4.64,New,0,Yes
jury,4.64,New,0,Yes
molehill,4.64,New,0,Yes
neighbor,4.64,New,0,Yes
rabbi,4.64,New,0,Yes
ratchet,4.64,New,0,Yes
sachet,4.64,New,0,Yes
sagebrush,4.64,New,0,Yes
sax,4.64,New,0,Yes
schoolmate,4.64,New,0,Yes
schoolroom,4.64,New,0,Yes
siding,4.64,New,0,Yes
sprout,4.64,New,0,Yes
tit,4.64,New,0,Yes
town,4.64,New,0,Yes
vertebrae,4.64,New,0,Yes
beast,4.63,New,0,Yes
bungalow,4.63,New,0,Yes
butler,4.63,New,0,Yes
cameraman,4.63,New,0,Yes
canary,4.63,New,0,Yes
cartwheel,4.63,New,0,Yes
courtroom,4.63,New,0,Yes
cowgirl,4.63,New,0,Yes
dent,4.63,New,0,Yes
embroidery,4.63,New,0,Yes
gallbladder,4.63,New,0,Yes
machetes,4.63,New,0,Yes
mound,4.63,New,0,Yes
oscilloscope,4.63,New,0,Yes
paperwork,4.63,New,0,Yes
pod,4.63,New,0,Yes
sandstorm,4.63,New,0,Yes
seal,4.63,New,0,Yes
shaving,4.63,New,0,Yes
shipbuilding,4.63,New,0,Yes
spotlight,4.63,New,0,Yes
steamship,4.63,New,0,Yes
stonecutter,4.63,New,0,Yes
telegram,4.63,New,0,Yes
aqueduct,4.62,New,0,Yes
cargo,4.62,New,0,Yes
cervix,4.62,New,0,Yes
college,4.62,New,0,Yes
firework,4.62,New,0,Yes
fizz,4.62,New,0,Yes
flintstone,4.62,New,0,Yes
flood,4.62,New,0,Yes
gaslight,4.62,New,0,Yes
hum,4.62,New,0,Yes
morgue,4.62,New,0,Yes
nod,4.62,New,0,Yes
paleontologist,4.62,New,0,Yes
pier,4.62,New,0,Yes
pleat,4.62,New,0,Yes
prawn,4.62,New,0,Yes
rash,4.62,New,0,Yes
rickshaw,4.62,New,0,Yes
rim,4.62,New,0,Yes
semicolon,4.62,New,0,Yes
shipbuilder,4.62,New,0,Yes
signboard,4.62,New,0,Yes
sod,4.62,New,0,Yes
tyrannosaurus,4.62,New,0,Yes
vault,4.62,New,0,Yes
venom,4.62,New,0,Yes
waterhole,4.62,New,0,Yes
chute,4.61,New,0,Yes
crater,4.61,New,0,Yes
dashboard,4.61,New,0,Yes
formaldehyde,4.61,New,0,Yes
kids,4.61,New,0,Yes
liverwurst,4.61,New,0,Yes
mainsail,4.61,New,0,Yes
pound,4.61,New,0,Yes
ravine,4.61,New,0,Yes
robin,4.61,New,0,Yes
sandpiper,4.61,New,0,Yes
stockroom,4.61,New,0,Yes
sunspot,4.61,New,0,Yes
thyroid,4.61,New,0,Yes
tribesman,4.61,New,0,Yes
turtledove,4.61,New,0,Yes
wooden,4.61,New,0,Yes
butternut,4.6,New,0,Yes
collage,4.6,New,0,Yes
grassland,4.6,New,0,Yes
meteorite,4.6,New,0,Yes
sandbar,4.6,New,0,Yes
sheik,4.6,New,0,Yes
sleeveless,4.6,New,0,Yes
wharf,4.6,New,0,Yes
whorehouse,4.6,New,0,Yes
arch,4.59,New,0,Yes
aspen,4.59,New,0,Yes
bobtail,4.59,New,0,Yes
chamber,4.59,New,0,Yes
domino,4.59,New,0,Yes
filter,4.59,New,0,Yes
gnome,4.59,New,0,Yes
graphics,4.59,New,0,Yes
handwriting,4.59,New,0,Yes
hurricane,4.59,New,0,Yes
jockey,4.59,New,0,Yes
lightning,4.59,New,0,Yes
movie,4.59,New,0,Yes
pavilion,4.59,New,0,Yes
pinstripe,4.59,New,0,Yes
pregnant,4.59,New,0,Yes
propane,4.59,New,0,Yes
refinery,4.59,New,0,Yes
sail,4.59,New,0,Yes
senator,4.59,New,0,Yes
sharpshooter,4.59,New,0,Yes
sieve,4.59,New,0,Yes
sill,4.59,New,0,Yes
